,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
7102,0,"Sam was very orthodox.  This was in opposition to his roommate, who was very what?",orthodox,A. liberal,B. heretical,C. recalcitrant,D. conservadox,E. catholic.
7103,4,"I need to string a bass, where should I get the necessary supplies?",string bass,A. manual,B. orchestra,C. marching band,D. bass guitar,E. music shop
7104,2,Where would you usually keep your personal telephone directory?,telephone directory,A. office,B. building,C. house,D. desk,E. phone booth
7105,2,Frankie found a bone in her good.  It probably belonged to what?,bone,A. father,B. arm,C. cow,D. museum,E. human body
7106,4,"They medics were frantic and screaming that the patient was losing consciousness, it seemed what was inevitable?",losing consciousness,A. ambulance,B. injury,C. peace,D. falling down,E. death
7107,1,Where are apple trees likely to be solitary?,apple tree,A. pennsylvania,B. valley,C. park,D. orchard,E. fields
7108,3,Where is not likely to have a doormat for wiping feet?,doormat,A. front door,B. doorway,C. entrance porch,D. hallway,E. patio
7109,4,"It was finals week and students wanted to be left alone, one put a do not disturb paper sign out in the what?",paper sign,A. store window,B. public place,C. doorway,D. shop window,E. hallway
7110,3,"The small dog always picked up the newspaper from the driveway, where did the dog live?",small dog,A. nursing home,B. dog show,C. apart,D. suburb,E. own house
7111,2,"All the day traders did well on the floor that day, they celebrated at a steak house where?",steak house,A. united states,B. town,C. new york,D. mexico,E. beach
7112,3,What is key to a student's ability to learn?,learning,A. learn more,B. distress,C. dysfunction,D. effectiveness,E. intelligence
7113,1,What is the best way to understand a theory better?,understanding better,A. effort,B. thinking,C. knowledge of,D. time,E. singing
7114,1,People do what in crisis?,people,A. grow shorter,B. become hysterical,C. panic,D. take trips,E. talk to each other
7115,2,Where do students stick gum in school?,gum,A. books,B. sidewalk,C. water fountain,D. shelf,E. movies
7116,1,"I was invited to a party but I'm not a social person, so I decided to do what?",party,A. meeting,B. stay home,C. medium,D. blowing off steam,E. studying
7117,4,The ECB was focused on fighting inflation without concern for other issues.  This obviously caused what?,fighting inflation,A. celebration,B. deflation,C. recession,D. spend more,E. problems
7118,3,Children like to play. They can easily do what?,children,A. go to movies,B. play with toys,C. read to,D. imagine,E. have fun
7119,1,What could cast a shadow?,shadow,A. walking man,B. bridge,C. bright light,D. ground,E. daytime
7120,1,"If the temperature was really high, what is a likely reason for awaking in the middle of the night and being unable to fall back asleep?",awaking,A. having to pee,B. discomfort,C. depression,D. irritability,E. shock
7121,0,Where can you learn about a ferret with special abilities far beyond normal ferrets?,ferret,A. comic book,B. out of doors,C. great britain,D. redwall,E. north carolina
7122,1,Where should a small dog sleep if they have trouble peeing indoors?,small dog,A. water,B. kenne,C. aspca,D. person's home,E. basket
7123,1,What does a police car often cause other cars to do?,cars,A. pit,B. slow down,C. cost money,D. get to town,E. move people
7124,4,If you have curiosity about another location what should you do?,curiosity,A. see favorite show,B. hear news,C. eat lunch,D. read book,E. go somewhere
7125,1,What is our sun considered to be the center of?,sun,A. universe,B. solar system,C. outer space,D. star,E. beans
7126,1,"After coming home from his trip to the west coat, John hung the fox on his wall.  He could do this because the fox was what?",fox,A. hen house,B. painting,C. california,D. virginia,E. blowing the house down
7127,0,"I want some original paintings to put on my wall, where should I go for instpiration?",wall,A. art show,B. classroom,C. labyrinth,D. corner,E. paint store
7128,2,Where would kids walk to if it hot outside?,kids,A. lake,B. toy store,C. swimming pool,D. park,E. disneyland
7129,4,"If I I see a heifer looking pleased with herself, where might I be?",heifer,A. texas,B. dairy farm,C. new hampshire,D. butter farm,E. county fair
7130,2,Remember to pay attention to the lecture so you can do what?,remember,A. know,B. of interest to,C. learn from,D. was interesting,E. concentrate
7131,1,What will happen to you after cleaning house?,cleaning house,A. order,B. tiredness,C. neatness,D. pass out,E. invigorating
7132,3,If you drink too much liquor you are likely to do what?,drink,A. stumble,B. food,C. coffee,D. throw up,E. choke
7133,1,Where could you find a jellyfish?,jellyfish,A. hand,B. mediterranean sea,C. see,D. supermarket,E. store
7134,0,Where is someone likely to run into a wall when trying to leave?,wall,A. labyrinth,B. classroom,C. downtown,D. art show,E. corner
7135,3,What has happened to ice if it is not ice any more?,ice,A. vaporate,B. cool off,C. form crystals,D. melt,E. keep things cold
7136,1,"The man looked at the beautiful woman and knew that she could never love him after his devastating facial injury, how would he desrcibe his face?",beautiful,A. remodeled,B. grotesque,C. bad,D. hideous,E. cloudy
7137,4,"Dogs run around all day, it's a good thing they have what?",dogs,A. pointed ears,B. fleas,C. bones,D. tails,E. four legs
7138,2,"After running twenty six miles, what physical feeling is nearly every person likely to feel?",running twenty six miles,A. excruciating pain,B. bloody legs,C. exhaustion,D. death,E. passing out
7139,2,What often has an automated ticket booth?,ticket booth,A. baby store,B. train station,C. subway,D. auditorium,E. clerk
7140,1,Where are you not likely to find a bed?,bed,A. hotel room,B. rest area,C. hospital,D. neighbor's house,E. loft
7141,4,"The bull was old, but it still had enough energy to have a lot of sex.  It wasn't what?",bull,A. charge rider,B. bullbleep,C. female,D. cow,E. feeble
7142,3,antarctic ocean is named after a continent.  What's another ocean that's named after a landmass?,antarctic ocean,A. antarctic,B. atlantic,C. pacific,D. indian ocean,E. pacific
7143,1,Where can a person purchase grapes?,grape,A. field,B. food store,C. wine country,D. lunch box,E. vending machine
7144,4,What can you get after drinking too much alcohol?,drinking alcohol,A. become drunk,B. have fun,C. active,D. frequent urination,E. sickness
7145,0,"The office needed new computers, but it would be quite what to upgrade?",computers,A. expensive,B. dumb,C. fun,D. fast,E. do work
7146,2,"Babies don't make the same noise adults make when applauding, but they still do what when excited?",babies,A. sleep soundly,B. trust parents,C. clap hands,D. jump around,E. like spinach
7147,1,Where is a white rat likely to be?,rats,A. kitchen,B. laboratory,C. roof,D. cellar,E. sewers
7148,3,Why are there so many different creatures in the oceans?,oceans,A. saline based,B. wet,C. wide,D. very deep,E. pressure
7149,2,"The student chefs were instructed to start the tacos with the main ingredient, adding it to a hot pan to do what?",chefs,A. stir the water,B. prepare food,C. brown meat,D. prepare meals,E. make food
7150,3,Where might a person play an acoustic guitar as they wear headphones and sit in a booth with a window?,acoustic guitar,A. music shop,B. drums,C. closet,D. studio,E. house
7151,1,What performance is expected of a student in school sessions?,student,A. michigan,B. pass course,C. better grade,D. ask questions,E. study history
7152,1,What would you do to a paper before throwing it away?,paper,A. read,B. crumpled,C. coloured,D. saturated with water,E. one dimensional
7153,2,"He just needed a few things from the shopping center, but he could hardly get down an aisle it was so packed with what?",shopping center,A. urban area,B. children,C. people,D. stores,E. suburbs
7154,1,"Dogs get hot and tired, then they like to sloppily do what?",dogs,A. smell,B. drink water,C. fleas,D. eat meat,E. sleep
7155,1,Where would you find a jellyfish that has not been captured?,jellyfish,A. movie,B. shore,C. store,D. tank,E. river
7156,4,Where might a vacuum be stored?,vacuum,A. space,B. container,C. orbit,D. dyson,E. closet
7157,3,Where is a stool likely to be found?,stool,A. internet cafe,B. blacksmith's shop,C. office,D. bar,E. building
7158,4,"The buffalo was hunted until it was scare, but after much effort and many years they are now what again?",scarce,A. available,B. endangered,C. plentiful,D. common,E. abundant
7159,1,"The teacher explained that this topic would be on the test, so everything they were learning that day was what?",learning,A. joyful or painful,B. very important,C. exposure,D. fun,E. free
7160,3,What would a father feel after he learned the man charged with killing people was being let free and justice was not served?,killing people,A. revenge,B. anguish,C. remorse,D. retaliation,E. going to jail
7161,2,What is the place teenagers hate to go to most but have the most incentive to attend?,teenagers,A. fast food restaurant,B. mall,C. high school,D. job,E. nightclub
7162,3,Why are there different kinds of dogs?,dogs,A. do many things,B. go outside,C. to give the ark more diversity,D. many colours,E. sleep soundly
7163,1,"The agricultural specialist walked from row to row, so where was he likely?",row,A. sequence of similar things,B. farmer's field,C. working field,D. auditorium,E. vegetable garden
7164,0,Where is the world's most famous horse race?,horse,A. in kentucky,B. central park,C. philippines,D. state fair,E. western movie
7165,0,What is the opposite of ambiguous?,ambiguous,A. clear,B. certain,C. distinct,D. blurry,E. explicit
7166,3,What is kissing often described as?,kissing,A. strong feelings,B. when holding her hand,C. pleasure,D. pleasurable,E. arousal
7167,0,If you are to play Monopoly it is over when one person has done what?,play,A. win game,B. makes feel happy,C. the timer stops,D. have fun,E. enjoy yourself
7168,3,What do children like to do in the car?,children,A. throw things,B. say the alphabet,C. hear stories,D. play with toys,E. play games
7169,0,What do you buy new cups for when you move in the city?,cup,A. apartment,B. restaurant,C. table,D. zoo,E. kitchen cabinet
7170,4,"John did not abandon his son, but instead did what to him?",abandon,A. arrogate,B. surround,C. acquire,D. engage,E. embrace
7171,1,"There are many cottages where James lives. He likes drawing pictures of those cottages and the people who live in them. When he's finished with one, he shows it to the others. This type of place is called what?",cottage,A. countryside,B. village,C. fairy story,D. painting,E. neighborhood
7172,3,Why  would a person stop buying products?,buying products,A. comparison shopping,B. overstocking,C. spending money,D. running out of money,E. bankruptcy
7173,2,Where might one be unrestricted on a superhighway?,superhighway,A. semi-truck,B. city,C. germany,D. america,E. computer network
7174,1,Laddie owned a dentist office.  It was the only dentist office in the area.  Where might Laddie live?,dentist office,A. dental office,B. town,C. main street,D. patient,E. office building
7175,0,What is a food that a child wouldn't want to have?,child,A. eat vegetables,B. go to school,C. grounded,D. sweets,E. have sex
7176,3,What might help if my dog wants a drink but his bowl is empty?,drink,A. empty bottle,B. can,C. cabinet,D. cup,E. backpack
7177,4,The round piece of road did well to slow down traffic versus the long what to a stop?,round,A. square,B. roundleaf,C. flat,D. winding,E. straight
7178,2,"Some people believe that giving assistance to those in need will remove their ability to assist themselves, building what?",giving assistance,A. good will,B. helpfulness,C. dependence,D. smiles,E. problems
7179,0,"The difficulty of life was killing him, so what did he decide to do?",killing,A. suicide,B. grief,C. going to jail,D. not living,E. wrote his congressman
7180,2,WHat is the most fun way to get in shape?,get in shape,A. feel good,B. sitting down,C. sex,D. overweight,E. disciplined
7181,0,When you are asleep at night and dreaming about monsters what are they?,dreaming,A. nightmares,B. confusion,C. frightening,D. car accident,E. fantasy
7182,1,Where would you keep canned vegetables such as carrots over the winter?,carrots,A. the microwave,B. cellar,C. salad,D. store,E. farmer's market
7183,1,Where is the best place to get furniture from?,furniture,A. room,B. store,C. warehouse,D. loft,E. rug
7184,0,What item does the fork belong on?,fork,A. plate,B. video game,C. kitchen drawer,D. table,E. road
7185,0,What does drinking water effect in most humans?,drinking,A. need to urinate,B. swallow,C. sickness,D. runny nose,E. hydration
7186,4,What does our president always get in?,president,A. building,B. white house,C. board room,D. limousine,E. trouble
7187,4,Where would you go if you need a fiddle?,fiddle,A. dance hall,B. orchestra,C. tennessee,D. rock concert,E. music store
7188,0,Where did the kidnappers take the sloth from?,sloth,A. wilderness,B. encyclopedia,C. school,D. dictionary,E. countryside
7189,3,"The man woke up with a hangover and broken nose, it seemed he decided to get drunk and what?",get drunk,A. vomit,B. stagger,C. get arrested,D. fall down,E. sleep over
7190,3,"If a person want a changing society, what is a likely motive?",changing society,A. new laws,B. confusion and chaos,C. cultural revolution,D. happiness for,E. train
7191,1,"If I am reading a letter and want to find an illogically spelled word, what might I look for?",reading letter,A. get news,B. though,C. answer,D. realization,E. have fun
7192,4,Why would you want to be using computer?,using computer,A. carpal tunnel syndrome,B. eye strain,C. work,D. pleasure,E. increased efficiency
7193,0,"I really want a keyboard instrument, where should I go to try some out?",keyboard instrument,A. music store,B. band,C. orchestra,D. accompany singer,E. museum
7194,2,What are people in a library likely doing?,people,A. talk to each other,B. board ships,C. study books,D. suffer hunger,E. playing games
7195,0,What is the usual reason people enjoy playing games?,playing games,A. entertainment,B. happiness,C. competitiveness,D. anger,E. winning
7196,1,"The women decided it was time to talk about the issue, they were tired of staying and what?",talk,A. keeping quiet,B. being silent,C. sit silently,D. magazine,E. think of to say
7197,2,Where  is a mirror usually long?,mirror,A. car,B. shoe store,C. dressing room,D. closet,E. bedroom
7198,4,Where would a bald eagle land?,bald eagle,A. canada,B. wildlife refuge,C. open country,D. on a lake,E. pine tree
7199,1,"The student was contemplating the problem, that's when he made the what that led him to the answer?",contemplating,A. action,B. discovery,C. reflection,D. deciding,E. thinking
7200,4,"The astronaut wanted to find the United States from outer space, so where did he aim his spacecraft?",united states,A. history book,B. atlas,C. map,D. towards ocean,E. northern hemisphere
7201,3,Devil's food is something you can win at what fundraising game popular at churches?,devil,A. satanism,B. angel,C. yoke devil,D. cakewalk,E. god
7202,1,My company's auditors are extremely worried about my practices. Should I care?,company,A. liquidated,B. commit crime,C. branch out,D. go for a ride,E. own resources
7203,2,Where would you fill a salad bowl with as much as you can eat?,salad bowl,A. dishwasher,B. a resturant,C. buffet,D. french restaurant,E. cupboard
7204,1,What liquid contains naturally occurring salt?,salt,A. seashell,B. ocean water,C. table,D. fast food restaurant,E. neighbor's house
7205,4,"When a person is convicted of committing murder, what happend to them?",committing murder,A. go to jail,B. imprisonment,C. sadness,D. prosecution,E. incarceration
7206,4,"The producer told them to take out the scene with full nudity, this was because PG-13 only allowed for what kind of nudity?",full,A. close fitting,B. tight,C. empty,D. incomplete,E. partial
7207,4,James enjoyed playing chess but he could not beat his best friend.  His  failure to win caused him a great deal of what?,playing chess,A. humility,B. get laid,C. headaches,D. hunger,E. frustration
7208,0,"People have to get paid for the job, so the boss does what at the end of the week?",people,A. sign checks,B. talk to each other,C. like popcorn,D. disagree with each other,E. read a newspaper
7209,0,Where would you find a waiting room with only some fathers?,waiting room,A. maternity ward,B. dentist's office,C. doctor's office,D. clinic,E. pediatrist's waiting room
7210,3,Where could you find a weasel that is not alive?,weasel,A. court room,B. cherry tree,C. chicken coop,D. natural history museum,E. zoo
7211,4,Where might students need to use pens the most?,pens,A. backpack,B. office,C. conference,D. drawing,E. school
7212,1,What is one of the largest areas with lizards in it?,lizard,A. garden,B. south america,C. arctic,D. utah,E. new hampshire
7213,1,"When one person is agreeing with another, they might say that they existing in what?",agreeing with,A. accord,B. harmony,C. problem,D. text,E. acceptance
7214,1,Where would rock be found in the desert?,rock,A. oasis,B. surface of earth,C. countryside,D. mountains,E. bridge
7215,1,Sarah thought that the movie was entertaining but vapid.   How might Sarah feel about the book?,entertaining,A. tired,B. appreciate more,C. like,D. making friends,E. getting paid for
7216,1,Where could you find a fortune?,fortune,A. real estate,B. treasure chest,C. stock market,D. park,E. imagination
7217,1,"He explained the differences between a town and township, the latter of which were common in which of the fifty?",town,A. valley,B. michigan,C. train station,D. executive suites.,E. state
7218,4,"Climbing is quite a talent, it requires the use of very particular whats?",climbing,A. strength,B. skill,C. experience,D. dexterity,E. muscles
7219,4,Sally raked up leaves that had fallen to the ground.  She added them to something.  What did she add them to?,leaf,A. trees,B. ground,C. forrest,D. blower,E. compost pile
7220,0,"Jerry was too old for this shit.  He was too square, too.  He never did drugs, never drank, but he was in his what?",square,A. fifties,B. geometry,C. polygon,D. four sides,E. town center
7221,1,A person who does good to others garners what pleasing quality in their reputation?,person,A. own house,B. admiration,C. acknowledgment,D. relaxation,E. good things in life
7222,3,"When stressed, what will the result of exercising often be?",exercising,A. heart attacks,B. busy,C. good health,D. relaxation,E. tiredness
7223,2,When an unpopular change in the way things are done occurs what is the public reaction?,instituting civil action,A. confusion,B. going to court,C. moral outrage,D. trial,E. hurt feelings
7224,3,What might a child do with cards?,children,A. play with toys,B. play ball,C. hear stories,D. play games,E. do homework
7225,3,Where would you be unlikely to see footprints due to the absence of people?,footprints,A. ground,B. rug,C. chimney,D. roof,E. surface of earth
7226,4,"A person wanted to see Prague, so what did he do?",person,A. go to sleep,B. spring into action,C. feel upset,D. cross street,E. travel to europe
7227,4,What could happen to garbage after it is put into a landfill?,garbage,A. container,B. healthy,C. smell terrible,D. smells bad,E. composted
7228,2,"The target started his car, this did what to the attached device?",car,A. carpooler,B. heat up,C. set off,D. obesity,E. back up
7229,3,Danny noticed a ceramic object on the table and picked a grape out of it.  What might have been on the table?,grape,A. kitchen,B. painting of fruits,C. fruit basket,D. bowl of fruit,E. fruit stand
7230,2,What might happen after too much drinking?,drinking,A. headaches,B. fall,C. vomiting,D. sickness,E. hydration
7231,3,Customers should always do what if they want to be respected by companies?,customers,A. mail orders,B. praise them on siciso media,C. offer tips,D. demand satisfaction,E. spend money
7232,2,What is the opposite of deep?,deep,A. frivolous,B. shallow,C. high,D. light,E. funny
7233,0,Where might a snake drop from?,snake,A. tree,B. pet shops,C. feild,D. tropical forest,E. cage
7234,1,A lot of republics have what from of government?,republic,A. democracy,B. dictatorship,C. aristocracy,D. state,E. democratic
7235,3,What eastern U.S. region is know for bbq and not apple trees?,apple tree,A. great outdoors,B. washington state,C. garden of eden,D. north carolina,E. maine
7236,1,What do you do to an old clock to reset the time?,clock,A. drop,B. wind down,C. stop working,D. continue ticking,E. tell time
7237,1,Where is a place teenagers can go to hear music and be entertained?,teenagers,A. mall,B. nightclub,C. drive in movie,D. high school,E. desert
7238,0,The fencing he had worked hard on provided him with what?,fencing,A. protection,B. competition,C. sword,D. dexterity,E. obesity
7239,0,How would one describe the effects of a hurricane?,hurricane,A. horrendous,B. disaster,C. bring destruction,D. tornadoes,E. tremendous
7240,4,Where would you put refuse if you do not want it to exist any more?,refuse,A. basement,B. dump,C. wastebasket,D. garbage can,E. incinerator
7241,2,Jane is a pilot.  She recently got a medal and a promotion for her quick thinking when her plane did this.  What might her plane have done?,airplanes,A. danger,B. slow down,C. catch on fire,D. arrive late,E. carry freight
7242,1,What would a human experience if they fly off the rails?,human,A. on planet earth,B. train wreck,C. dress shop,D. school,E. hatred
7243,4,Where is not known for apple trees?,apple tree,A. front yard,B. washington state,C. countryside,D. concrete jungle,E. wisconsin
7244,4,"Billy wanted to return home, but his mother told him to do what?",return,A. run away,B. leave,C. going away,D. backspace,E. go away
7245,2,Shark tank is a popular reality what?,shark,A. pool hall,B. san francisco bay,C. television show,D. museum,E. new england
7246,2,"He had a reputation for causing trouble, even when he was what the teacher kept an eye on him?",trouble,A. okay,B. being crooked,C. being good,D. calm,E. good behavior
7247,1,"John didn't double space or use line breaks.  As a result, it was impossible to make out breaks between his what.",space,A. sentence,B. paragraph,C. box,D. suitcase,E. ears
7248,0,What do people try to avoid?,people,A. suffer pain,B. talk to each other,C. believe in god,D. bank money,E. wait in line
7249,0,"He didn't believe fate controlled situations, what did he believe people did?",people,A. control events,B. pray,C. dress themselves,D. talk to each other,E. think creatively
7250,4,If you are jogging all day what is likely to happen?,jogging,A. improved health,B. heart attacks,C. shin splints,D. strong legs,E. being tired
7251,1,"Everyone feels a little lost sometimes, they just need someone to listen and to be what?",everyone,A. accepted,B. understood,C. happy,D. happiness,E. victory in war
7252,3,What is someone likely to experience after hurting someone else even if they are not caught?,hurting else,A. jail time,B. sadness,C. will resent,D. bad karma,E. depression
7253,4,Why might some graduates choose not to be attending school later in life?,attending school,A. detention,B. stupidity,C. overwhelmed,D. dropping out,E. much work
7254,2,Where is tin stored forever?,tin,A. shopping bag,B. hardware store,C. landfill,D. junk yard,E. antique store
7255,1,"The couple had been copulating seemingly non stop, eventually they finally had a what?",copulating,A. intense pleasure,B. period of rest,C. babies,D. conversation,E. skin irritation
7256,4,"If you choose to fly in an airplane, it normally means you have to?",fly in airplane,A. like bird,B. get home,C. go half an hour away,D. go someplace,E. go far
7257,1,Where is not likely to organize with a card catalog?,card catalog,A. libary,B. store,C. kitchen,D. bank,E. library
7258,4,What might a person be if they watch a horror movie?,person,A. uncomfortable,B. misfortune,C. criticism,D. ridiculous,E. fearful
7259,4,Where can a child learn about the adventures of a talking monkey?,monkey,A. rain forest,B. tropical areas,C. pet store,D. library,E. story book
7260,3,100 centavos make a?,centavo,A. mexican peso,B. colon,C. good time,D. cordoba,E. austral
7261,4,His mother took his schooling very seriously and wanted to be the president of what group?,president,A. corporation,B. whitehouse,C. church,D. board room,E. pta
7262,1,What could a fan watch?,fan,A. football stadium,B. sporting event,C. bathroom,D. sports stadium,E. hot room
7263,4,"Billy didn't make change for John, in spite of the resolution,  because John used his phone instead of what?",change,A. unpleasant,B. tradition,C. laptop,D. stagnation,E. paper money
7264,3,Where would you see footprints that happen due to the formation of an impression?,footprints,A. rug,B. surface of earth,C. roof,D. ground,E. suface of moon
7265,2,Where can many a soup be purchased?,soup,A. cupboard,B. garden,C. supermarket,D. jar,E. container
7266,1,"After working overtime and double shifts he was cashing in, that weekend he would celebrate and relax with some unhealthy what?",cashing in,A. get rich,B. binge drinking,C. getting money,D. increase in money,E. drinking coffee
7267,4,"A person made coffee using hot water and coffee grounds, now where should he pour it?",water,A. whirlpool bath,B. glass,C. surface of earth,D. soft drink,E. coffee cup
7268,4,What is another name for eatery?,eatery,A. commercial building,B. drinkery,C. mall,D. town,E. restaurant
7269,1,Where does illness happen?,illness,A. elderly person,B. body,C. brain,D. stomach,E. clothes
7270,1,"Being used to the lack of diversity in the suburbs, what shocked the new world traveler about the kinds of food there were?",lack,A. possessing,B. plethora,C. present,D. enough,E. lackbrain
7271,4,"The rotor was very loud and moved a lot of air, but it was how the what was able to lift straight up?",rotor,A. electric motor,B. jet engine,C. rotator,D. train,E. helicopter
7272,0,"The artist felt creating art was more than just making a picture, he felt his work had to evoke what?",creating art,A. strong emotion,B. work of art,C. pleasure,D. anger,E. enlightenment
7273,4,"The drive was full of obstacles, he really had to what?",drive,A. listen to radio,B. get into vehicle,C. hole in one,D. sleep,E. pay attention
7274,4,James was hiking through a desert when he looked up and saw some birds above him.  Where might the birds have been?,birds,A. roof,B. forest,C. countryside park,D. air,E. sky
7275,2,Despite numerous bad public reviews the expert found the product to be what?,bad,A. sincere,B. adequate,C. first rate,D. passable,E. sufficient
7276,4,"If I'm on the water after an earthquake, what should I be on the look out for?",water,A. steam room,B. debris,C. crushed ice,D. ocean,E. tidal waves
7277,0,What do millenials do when they experience boredom?,boredom,A. surf net,B. play cards,C. surf new,D. learn new,E. see new
7278,0,"The company printer was out of paper, so the IT guy went and got another what?",paper,A. ream,B. copy machine,C. clear out,D. notebook,E. stock certificate
7279,4,What happens to people over time?,people,A. use money,B. feel cold,C. play games,D. believe in god,E. become old
7280,0,"The father was sick of his lazy son, what did he encourage in him from there on out?",lazy,A. hard work,B. active,C. energetic,D. productive,E. business
7281,3,Where would you find a basement with children playing in it?,basement,A. closet,B. office building,C. church,D. own house,E. downstairs
7282,1,"If you're not staying, where would you keep your shirt?",shirt,A. drawer,B. suitcase,C. on the floor,D. dresser,E. closet
7283,1,What is the furthest emotion away from unhappy?,unhappy,A. glad,B. joyful,C. happy,D. delighted,E. happy
7284,0,What is it called when you spend time with friends and acquaintances?,friends,A. socialize,B. tell story,C. go somewhere,D. wedding,E. clean room
7285,0,Where could you find an actual weasel?,weasel,A. great outdoors,B. fairytale,C. zoo,D. court room,E. chicken coop
7286,0,What will always happen after taking phone call?,taking phone call,A. communication,B. regret,C. decisions,D. food,E. car accident
7287,0,What results from good sex?,sex,A. orgasm,B. doom,C. pregnancy,D. children,E. venereal disease
7288,3,"Grooming ones self is know to increase this, by generally increasing self-esteem?",grooming,A. injury,B. mistakes,C. late,D. satisfaction,E. love
7289,3,"James bought an ipod so that he could listen to music.  It was delicate electronics, so he didn't plan to take it where?",other people,A. meeting,B. mall,C. concert,D. water,E. work
7290,4,Where is someone looking for a job likely to find a computer?,computer,A. department store,B. desktop,C. school,D. space shuttle,E. library
7291,4,Where does a bald eagle like to fly?,bald eagle,A. wildlife refuge,B. mountains,C. pine tree,D. colorado,E. open country
7292,2,"The computer stopped working, even though John tried his best. What happened to it?",computer,A. old equipment,B. process information,C. crash,D. become sensible,E. cast shadow
7293,1,What can be the result of too much lunch too often?,having lunch,A. sickness,B. obesity,C. heartburn,D. spending money,E. bloat
7294,3,"Susan was attending a meeting of the KKK, even though she did not believe in their cause.  Why might she have been doing so?",attending meeting,A. sharing ideas,B. sell hotdogs,C. fall asleep,D. getting information,E. sharing information
7295,4,Where is a fireplace likely to be a heat source?,fireplace,A. desert,B. home,C. family room,D. living room,E. cabin
7296,2,"If I needed help with answering questions, what would help me?",answering questions,A. getting tired,B. better grade,C. sharing information,D. interesting,E. teaching
7297,4,"While he was falling into a pile of broken glass, what did he fear?",falling,A. injury,B. being laughed at,C. breaking the glass,D. contact with,E. lacerations
7298,2,Silk is used to make high quality what?,silk,A. nightgown,B. mulberry tree,C. garments,D. chinatown,E. bushes
7299,1,Even when one of the slaves dropped dead on the line the rest were forced to keep what?,dead,A. being,B. working,C. alive,D. jumping,E. breathing
7300,3,Why does wood float?,wood,A. it is a good swimmer,B. solid,C. gilded,D. less dense than water,E. porous
7301,1,What will children do with dodge balls?,children,A. hear music,B. throw things,C. play with toys,D. watch tv,E. play sports
7302,1,"James enjoyed listening to music, especially for rock.  The genre stirred his emotions.  What emotions did it probably stir?",listening to music,A. happiness,B. ardor,C. deafness,D. feeling better,E. enlightenment
7303,2,What do animals eat?,animal,A. human,B. cuddly pet,C. plant,D. specific,E. eat cake
7304,2,Though advertised as pet friendly her new what she was moving to wouldn't allow her small dog?,small dog,A. trailer park,B. germany,C. apartment complex,D. basket,E. grandmother's house
7305,0,What kind of water comes from a faucet?,water,A. room temperature,B. spring forth,C. wet clothes,D. hard water,E. take several forms
7306,2,The bald eagle serves as what for America?,bald eagle,A. high tree,B. tree,C. national emblem,D. in washington,E. tree top
7307,3,"She wanted to be a star, so where did she move?",star,A. solar system,B. theatre,C. constellation,D. hollywood,E. night sky
7308,3,"The student sat in the quiet classroom with a piece of paper in front of them, what where they working on?",student,A. ask questions,B. school accounts,C. read book,D. complete test,E. learn to read
7309,0,"The child was complaining of boredom, so his dad began to goof around to do what?",boredom,A. entertain,B. listen to music,C. play chess,D. knit sweaters,E. meet interesting people
7310,1,"He looked at his report card and felt pride, what was accomplished?",pride,A. compete against,B. pass class,C. won a prize,D. improve yourself,E. conquer opponent
7311,3,Where do people usually feel the most comfortable?,person,A. dance floor,B. headache,C. good things in life,D. own house,E. compliments
7312,3,"A John is a bum.  Much like the stereotype, he lives near this sort of transportation infrastructure. Where does he live?",bum,A. bus depot,B. beach,C. train station,D. bridge,E. bridge
7313,0,Billy was a human being who spent time doing something called a job. Where might a job be done?,human,A. workplace,B. homes,C. store,D. school,E. park
7314,1,How can a person ensure their jewelry is safe in a hotel room?,jewelry,A. suitcase,B. safe deposit box,C. vault,D. department store,E. hole in ground
7315,0,"She needed a new night table, what does she need to visit to get one legally?",night table,A. furniture store,B. homes,C. hotel,D. hallway,E. grocery
7316,2,What causes people to initially begin flirting?,flirting,A. curiosity,B. being slapped,C. attraction,D. confusion,E. getting into trouble
7317,3,What is required to go on vacation before anything else?,go on vacation,A. pack,B. pay bills,C. save money,D. have money,E. reliable car
7318,1,John wants to buy a writing instrument and paperclips. Where would be go?,writing instrument,A. desk drawer,B. office supply store,C. writer's hand,D. stationery store,E. purse
7319,0,Where is likely to have a family owned barber shop?,barber shop,A. neighborhood,B. high street,C. canada,D. comb,E. wig store
7320,1,"The teacher was arranging and sorting papers at her desk, needing paper clips she opened up the left what?",paper clips,A. work,B. drawer,C. university,D. desktop,E. window
7321,0,Where can you store a book you won't need for a while nearby to fabric items you wear?,book,A. closet,B. desk,C. library of congress,D. classroom,E. bookshelf
7322,3,How is clothing better after getting in shape?,getting in shape,A. feels better,B. feeling better,C. exercise,D. look better,E. feel stronger
7323,2,What becomes wet and dangerous when it rains?,rain,A. seattle,B. forest,C. street,D. air,E. cars
7324,0,What might a saw be part?,saw,A. tool kit,B. toolbox,C. tool shed,D. hardware store,E. bathroom
7325,4,What familiarity would one have for more remembering?,remembering,A. nostalgia,B. sadness,C. depression,D. pleasure,E. knowledge
7326,1,"The janitor had to climb high in the rafters of the auditorium, he was replacing the stage whats?",auditorium,A. theater,B. lights,C. university campus,D. director,E. high school
7327,3,Where is a dish usually used?,dish,A. picnic,B. sink,C. kitchen cabinet,D. table,E. pantry
7328,3,What do people like least about farting?,farting,A. social ostracism,B. loud noise,C. people laughing at,D. bad smell,E. flower smells
