,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
688,['contradiction'],2445397614.jpg#0,contradiction,2445397614.jpg#0r1c,Stacks of neatly folded clothing cover most of this floor while a woman with a beige shirt and jeans busily fills a suitcase.,( ( Stacks ( of ( ( neatly folded ) clothing ) ) ) ( ( ( cover ( most ( of ( this floor ) ) ) ) ( while ( ( ( a woman ) ( with ( ( ( a ( beige shirt ) ) and ) jeans ) ) ) ( busily ( fills ( a suitcase ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (NNS Stacks)) (PP (IN of) (NP (ADJP (RB neatly) (VBN folded)) (NN clothing)))) (VP (VBP cover) (NP (NP (JJS most)) (PP (IN of) (NP (DT this) (NN floor)))) (SBAR (IN while) (S (NP (NP (DT a) (NN woman)) (PP (IN with) (NP (NP (DT a) (JJ beige) (NN shirt)) (CC and) (NP (NNS jeans))))) (ADVP (RB busily)) (VP (VBZ fills) (NP (DT a) (NN suitcase)))))) (. .))),A man is packing his golf clubs.,( ( A man ) ( ( is ( packing ( his ( golf clubs ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG packing) (NP (PRP$ his) (NN golf) (NNS clubs)))) (. .)))
689,['entailment'],2445397614.jpg#0,entailment,2445397614.jpg#0r1e,Stacks of neatly folded clothing cover most of this floor while a woman with a beige shirt and jeans busily fills a suitcase.,( ( Stacks ( of ( ( neatly folded ) clothing ) ) ) ( ( ( cover ( most ( of ( this floor ) ) ) ) ( while ( ( ( a woman ) ( with ( ( ( a ( beige shirt ) ) and ) jeans ) ) ) ( busily ( fills ( a suitcase ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (NNS Stacks)) (PP (IN of) (NP (ADJP (RB neatly) (VBN folded)) (NN clothing)))) (VP (VBP cover) (NP (NP (JJS most)) (PP (IN of) (NP (DT this) (NN floor)))) (SBAR (IN while) (S (NP (NP (DT a) (NN woman)) (PP (IN with) (NP (NP (DT a) (JJ beige) (NN shirt)) (CC and) (NP (NNS jeans))))) (ADVP (RB busily)) (VP (VBZ fills) (NP (DT a) (NN suitcase)))))) (. .))),A woman is filling a suitcase.,( ( A woman ) ( ( is ( filling ( a suitcase ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG filling) (NP (DT a) (NN suitcase)))) (. .)))
690,['contradiction'],2445397614.jpg#3,contradiction,2445397614.jpg#3r1c,A young woman packs belongings into a black suitcase.,( ( A ( young woman ) ) ( ( ( packs belongings ) ( into ( a ( black suitcase ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN woman)) (VP (VBZ packs) (NP (NNS belongings)) (PP (IN into) (NP (DT a) (JJ black) (NN suitcase)))) (. .))),A young man packs belongings into a black trash bag.,( ( A ( young man ) ) ( ( ( packs belongings ) ( into ( a ( black ( trash bag ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN man)) (VP (VBZ packs) (NP (NNS belongings)) (PP (IN into) (NP (DT a) (JJ black) (NN trash) (NN bag)))) (. .)))
691,['neutral'],2445397614.jpg#3,neutral,2445397614.jpg#3r1n,A young woman packs belongings into a black suitcase.,( ( A ( young woman ) ) ( ( ( packs belongings ) ( into ( a ( black suitcase ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN woman)) (VP (VBZ packs) (NP (NNS belongings)) (PP (IN into) (NP (DT a) (JJ black) (NN suitcase)))) (. .))),A young woman distributes belongings into a black box.,( ( A ( young woman ) ) ( ( ( distributes belongings ) ( into ( a ( black box ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN woman)) (VP (VBZ distributes) (NP (NNS belongings)) (PP (IN into) (NP (DT a) (JJ black) (NN box)))) (. .)))
692,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",2445397614.jpg#3,entailment,2445397614.jpg#3r1e,A young woman packs belongings into a black suitcase.,( ( A ( young woman ) ) ( ( ( packs belongings ) ( into ( a ( black suitcase ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN woman)) (VP (VBZ packs) (NP (NNS belongings)) (PP (IN into) (NP (DT a) (JJ black) (NN suitcase)))) (. .))),A young woman packs belongings into a black luggage carrier.,( ( A ( young woman ) ) ( ( ( packs belongings ) ( into ( a ( black ( luggage carrier ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN woman)) (VP (VBZ packs) (NP (NNS belongings)) (PP (IN into) (NP (DT a) (JJ black) (NN luggage) (NN carrier)))) (. .)))
693,['neutral'],5054184499.jpg#4,neutral,5054184499.jpg#4r1n,People going for a long walk to the mountains.,( ( People ( ( going ( for ( a ( long walk ) ) ) ) ( to ( the mountains ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VBG going) (PP (IN for) (NP (DT a) (JJ long) (NN walk))) (PP (TO to) (NP (DT the) (NNS mountains)))) (. .))),The people are walking in a big group.,( ( The people ) ( ( are ( walking ( in ( a ( big group ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG walking) (PP (IN in) (NP (DT a) (JJ big) (NN group))))) (. .)))
694,['contradiction'],5054184499.jpg#4,contradiction,5054184499.jpg#4r1c,People going for a long walk to the mountains.,( ( People ( ( going ( for ( a ( long walk ) ) ) ) ( to ( the mountains ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VBG going) (PP (IN for) (NP (DT a) (JJ long) (NN walk))) (PP (TO to) (NP (DT the) (NNS mountains)))) (. .))),The people are running towards the mountains.,( ( The people ) ( ( are ( running ( towards ( the mountains ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG running) (PP (IN towards) (NP (DT the) (NNS mountains))))) (. .)))
695,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",5054184499.jpg#4,entailment,5054184499.jpg#4r1e,People going for a long walk to the mountains.,( ( People ( ( going ( for ( a ( long walk ) ) ) ) ( to ( the mountains ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VBG going) (PP (IN for) (NP (DT a) (JJ long) (NN walk))) (PP (TO to) (NP (DT the) (NNS mountains)))) (. .))),The people are walking outdoors.,( ( The people ) ( ( are ( walking outdoors ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG walking) (ADVP (RB outdoors)))) (. .)))
696,['neutral'],290764786.jpg#4,neutral,290764786.jpg#4r1n,A man resting on a street.,( ( ( A man ) ( resting ( on ( a street ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG resting) (PP (IN on) (NP (DT a) (NN street)))) (. .))),A man sitting on a street.,( ( ( A man ) ( sitting ( on ( a street ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG sitting) (PP (IN on) (NP (DT a) (NN street)))) (. .)))
697,['contradiction'],290764786.jpg#4,contradiction,290764786.jpg#4r1c,A man resting on a street.,( ( ( A man ) ( resting ( on ( a street ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG resting) (PP (IN on) (NP (DT a) (NN street)))) (. .))),A man jogging on the street.,( ( ( A ( man jogging ) ) ( on ( the street ) ) ) . ),(ROOT (NP (NP (DT A) (NN man) (NN jogging)) (PP (IN on) (NP (DT the) (NN street))) (. .)))
698,['entailment'],290764786.jpg#4,entailment,290764786.jpg#4r1e,A man resting on a street.,( ( ( A man ) ( resting ( on ( a street ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG resting) (PP (IN on) (NP (DT a) (NN street)))) (. .))),A man resting on a street.,( ( ( A man ) ( resting ( on ( a street ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG resting) (PP (IN on) (NP (DT a) (NN street)))) (. .)))
699,['neutral'],4590734133.jpg#0,neutral,4590734133.jpg#0r1n,A woman in costume is marching with a large drum.,( ( ( A woman ) ( in costume ) ) ( ( is ( marching ( with ( a ( large drum ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NN costume)))) (VP (VBZ is) (VP (VBG marching) (PP (IN with) (NP (DT a) (JJ large) (NN drum))))) (. .))),Highschool homcoming marching band is marching.,( ( Highschool ( homcoming ( marching band ) ) ) ( ( is marching ) . ) ),(ROOT (S (NP (JJ Highschool) (NN homcoming) (NN marching) (NN band)) (VP (VBZ is) (VP (VBG marching))) (. .)))
700,['contradiction'],4590734133.jpg#0,contradiction,4590734133.jpg#0r1c,A woman in costume is marching with a large drum.,( ( ( A woman ) ( in costume ) ) ( ( is ( marching ( with ( a ( large drum ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NN costume)))) (VP (VBZ is) (VP (VBG marching) (PP (IN with) (NP (DT a) (JJ large) (NN drum))))) (. .))),The drum lady drive a bus.,( ( The ( drum lady ) ) ( ( drive ( a bus ) ) . ) ),(ROOT (S (NP (DT The) (NN drum) (NN lady)) (VP (VBP drive) (NP (DT a) (NN bus))) (. .)))
701,['entailment'],4590734133.jpg#0,entailment,4590734133.jpg#0r1e,A woman in costume is marching with a large drum.,( ( ( A woman ) ( in costume ) ) ( ( is ( marching ( with ( a ( large drum ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NN costume)))) (VP (VBZ is) (VP (VBG marching) (PP (IN with) (NP (DT a) (JJ large) (NN drum))))) (. .))),She plays in a band.,( She ( ( plays ( in ( a band ) ) ) . ) ),(ROOT (S (NP (PRP She)) (VP (VBZ plays) (PP (IN in) (NP (DT a) (NN band)))) (. .)))
702,['entailment'],4440806599.jpg#0,entailment,4440806599.jpg#0r1e,"A man carrying a load of fresh direct boxes on car with wheels in the city streets, as a woman walks towards him.","( ( ( A man ) ( ( ( ( carrying ( ( a load ) ( of ( ( fresh ( direct boxes ) ) ( on car ) ) ) ) ) ( with ( wheels ( in ( the ( city streets ) ) ) ) ) ) , ) ( as ( ( a woman ) ( walks ( towards him ) ) ) ) ) ) . )","(ROOT (NP (NP (DT A) (NN man)) (VP (VBG carrying) (NP (NP (DT a) (NN load)) (PP (IN of) (NP (NP (JJ fresh) (JJ direct) (NNS boxes)) (PP (IN on) (NP (NN car)))))) (PP (IN with) (NP (NP (NNS wheels)) (PP (IN in) (NP (DT the) (NN city) (NNS streets))))) (, ,) (SBAR (IN as) (S (NP (DT a) (NN woman)) (VP (VBZ walks) (PP (IN towards) (NP (PRP him))))))) (. .)))",Someone is toting packages in an urban setting.,( Someone ( ( is ( toting ( packages ( in ( an ( urban setting ) ) ) ) ) ) . ) ),(ROOT (S (NP (NN Someone)) (VP (VBZ is) (VP (VBG toting) (NP (NP (NNS packages)) (PP (IN in) (NP (DT an) (JJ urban) (NN setting)))))) (. .)))
703,['contradiction'],4440806599.jpg#0,contradiction,4440806599.jpg#0r1c,"A man carrying a load of fresh direct boxes on car with wheels in the city streets, as a woman walks towards him.","( ( ( A man ) ( ( ( ( carrying ( ( a load ) ( of ( ( fresh ( direct boxes ) ) ( on car ) ) ) ) ) ( with ( wheels ( in ( the ( city streets ) ) ) ) ) ) , ) ( as ( ( a woman ) ( walks ( towards him ) ) ) ) ) ) . )","(ROOT (NP (NP (DT A) (NN man)) (VP (VBG carrying) (NP (NP (DT a) (NN load)) (PP (IN of) (NP (NP (JJ fresh) (JJ direct) (NNS boxes)) (PP (IN on) (NP (NN car)))))) (PP (IN with) (NP (NP (NNS wheels)) (PP (IN in) (NP (DT the) (NN city) (NNS streets))))) (, ,) (SBAR (IN as) (S (NP (DT a) (NN woman)) (VP (VBZ walks) (PP (IN towards) (NP (PRP him))))))) (. .)))",A young lad delivers groceries by bicycle in the city.,( ( A ( young lad ) ) ( ( ( delivers groceries ) ( by ( bicycle ( in ( the city ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN lad)) (VP (VBZ delivers) (NP (NNS groceries)) (PP (IN by) (NP (NP (NN bicycle)) (PP (IN in) (NP (DT the) (NN city)))))) (. .)))
704,['neutral'],4440806599.jpg#0,neutral,4440806599.jpg#0r1n,"A man carrying a load of fresh direct boxes on car with wheels in the city streets, as a woman walks towards him.","( ( ( A man ) ( ( ( ( carrying ( ( a load ) ( of ( ( fresh ( direct boxes ) ) ( on car ) ) ) ) ) ( with ( wheels ( in ( the ( city streets ) ) ) ) ) ) , ) ( as ( ( a woman ) ( walks ( towards him ) ) ) ) ) ) . )","(ROOT (NP (NP (DT A) (NN man)) (VP (VBG carrying) (NP (NP (DT a) (NN load)) (PP (IN of) (NP (NP (JJ fresh) (JJ direct) (NNS boxes)) (PP (IN on) (NP (NN car)))))) (PP (IN with) (NP (NP (NNS wheels)) (PP (IN in) (NP (DT the) (NN city) (NNS streets))))) (, ,) (SBAR (IN as) (S (NP (DT a) (NN woman)) (VP (VBZ walks) (PP (IN towards) (NP (PRP him))))))) (. .)))",A man delivers groceries to shut-in seniors in the city.,( ( A man ) ( ( ( delivers groceries ) ( to ( ( shut-in seniors ) ( in ( the city ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ delivers) (NP (NNS groceries)) (PP (TO to) (NP (NP (JJ shut-in) (NNS seniors)) (PP (IN in) (NP (DT the) (NN city)))))) (. .)))
705,"['neutral', 'entailment', 'entailment', 'entailment', 'entailment']",2719101587.jpg#4,entailment,2719101587.jpg#4r1n,a motorcyclist does a nose wheelie.,( ( a motorcyclist ) ( ( does ( a ( nose wheelie ) ) ) . ) ),(ROOT (S (NP (DT a) (NN motorcyclist)) (VP (VBZ does) (NP (DT a) (NN nose) (NN wheelie))) (. .))),A man doing a wheelie,( A ( man ( doing ( a wheelie ) ) ) ),(ROOT (FRAG (NP (DT A) (NN man) (S (VP (VBG doing) (NP (DT a) (NN wheelie)))))))
706,['contradiction'],2719101587.jpg#4,contradiction,2719101587.jpg#4r1c,a motorcyclist does a nose wheelie.,( ( a motorcyclist ) ( ( does ( a ( nose wheelie ) ) ) . ) ),(ROOT (S (NP (DT a) (NN motorcyclist)) (VP (VBZ does) (NP (DT a) (NN nose) (NN wheelie))) (. .))),A man standing beside a crashed motorcycle,( ( A ( man standing ) ) ( beside ( a ( crashed motorcycle ) ) ) ),(ROOT (NP (NP (DT A) (NN man) (NN standing)) (PP (IN beside) (NP (DT a) (JJ crashed) (NN motorcycle)))))
707,['entailment'],2719101587.jpg#4,entailment,2719101587.jpg#4r1e,a motorcyclist does a nose wheelie.,( ( a motorcyclist ) ( ( does ( a ( nose wheelie ) ) ) . ) ),(ROOT (S (NP (DT a) (NN motorcyclist)) (VP (VBZ does) (NP (DT a) (NN nose) (NN wheelie))) (. .))),A motorcyclist doing a wheelie,( A ( motorcyclist ( doing ( a wheelie ) ) ) ),(ROOT (FRAG (NP (DT A) (NN motorcyclist) (S (VP (VBG doing) (NP (DT a) (NN wheelie)))))))
708,['neutral'],4943185444.jpg#4,neutral,4943185444.jpg#4r1n,A man sitting on a scooter on the curb.,( ( ( A man ) ( sitting ( on ( ( a scooter ) ( on ( the curb ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN scooter)) (PP (IN on) (NP (DT the) (NN curb)))))) (. .))),A man is waiting for someone to fix his scooter.,( ( A man ) ( ( is ( ( waiting ( for someone ) ) ( to ( fix ( his scooter ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG waiting) (PP (IN for) (NP (NN someone))) (S (VP (TO to) (VP (VB fix) (NP (PRP$ his) (NN scooter))))))) (. .)))
709,['entailment'],4943185444.jpg#4,entailment,4943185444.jpg#4r1e,A man sitting on a scooter on the curb.,( ( ( A man ) ( sitting ( on ( ( a scooter ) ( on ( the curb ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN scooter)) (PP (IN on) (NP (DT the) (NN curb)))))) (. .))),"A man is outside, near the street.","( ( A man ) ( ( ( ( is outside ) , ) ( near ( the street ) ) ) . ) )","(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (ADVP (RB outside)) (, ,) (ADVP (IN near) (NP (DT the) (NN street)))) (. .)))"
710,['contradiction'],4943185444.jpg#4,contradiction,4943185444.jpg#4r1c,A man sitting on a scooter on the curb.,( ( ( A man ) ( sitting ( on ( ( a scooter ) ( on ( the curb ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN scooter)) (PP (IN on) (NP (DT the) (NN curb)))))) (. .))),A man is relaxing at the bar.,( ( A man ) ( ( is ( relaxing ( at ( the bar ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG relaxing) (PP (IN at) (NP (DT the) (NN bar))))) (. .)))
711,['contradiction'],4943185444.jpg#0,contradiction,4943185444.jpg#0r1c,A man stopping on the sidewalk with his bike to have a smoke.,( ( ( A man ) ( ( stopping ( on ( ( the sidewalk ) ( with ( his bike ) ) ) ) ) ( to ( have ( a smoke ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG stopping) (PP (IN on) (NP (NP (DT the) (NN sidewalk)) (PP (IN with) (NP (PRP$ his) (NN bike))))) (S (VP (TO to) (VP (VB have) (NP (DT a) (NN smoke)))))) (. .))),The man is playing basketball.,( ( The man ) ( ( is ( playing basketball ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG playing) (NP (NN basketball)))) (. .)))
712,['entailment'],4943185444.jpg#0,entailment,4943185444.jpg#0r1e,A man stopping on the sidewalk with his bike to have a smoke.,( ( ( A man ) ( ( stopping ( on ( ( the sidewalk ) ( with ( his bike ) ) ) ) ) ( to ( have ( a smoke ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG stopping) (PP (IN on) (NP (NP (DT the) (NN sidewalk)) (PP (IN with) (NP (PRP$ his) (NN bike))))) (S (VP (TO to) (VP (VB have) (NP (DT a) (NN smoke)))))) (. .))),The man is standing.,( ( The man ) ( ( is standing ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG standing))) (. .)))
713,['neutral'],4943185444.jpg#0,neutral,4943185444.jpg#0r1n,A man stopping on the sidewalk with his bike to have a smoke.,( ( ( A man ) ( ( stopping ( on ( ( the sidewalk ) ( with ( his bike ) ) ) ) ) ( to ( have ( a smoke ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG stopping) (PP (IN on) (NP (NP (DT the) (NN sidewalk)) (PP (IN with) (NP (PRP$ his) (NN bike))))) (S (VP (TO to) (VP (VB have) (NP (DT a) (NN smoke)))))) (. .))),The man is lighting a cigarette.,( ( The man ) ( ( is ( lighting ( a cigarette ) ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG lighting) (NP (DT a) (NN cigarette)))) (. .)))
714,['entailment'],4943185444.jpg#1,entailment,4943185444.jpg#1r1e,A man is sitting on a motorcycle on the sidewalk.,( ( A man ) ( ( is ( sitting ( on ( ( a motorcycle ) ( on ( the sidewalk ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN motorcycle)) (PP (IN on) (NP (DT the) (NN sidewalk))))))) (. .))),A man is sitting on a motorcycle.,( ( A man ) ( ( is ( sitting ( on ( a motorcycle ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (DT a) (NN motorcycle))))) (. .)))
715,['neutral'],4943185444.jpg#1,neutral,4943185444.jpg#1r1n,A man is sitting on a motorcycle on the sidewalk.,( ( A man ) ( ( is ( sitting ( on ( ( a motorcycle ) ( on ( the sidewalk ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN motorcycle)) (PP (IN on) (NP (DT the) (NN sidewalk))))))) (. .))),A man is sitting on a motorcycle and drives away.,( ( A man ) ( ( is ( ( sitting ( on ( ( ( a motorcycle ) and ) drives ) ) ) away ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN motorcycle)) (CC and) (NP (NNS drives)))) (ADVP (RB away)))) (. .)))
716,['contradiction'],4943185444.jpg#1,contradiction,4943185444.jpg#1r1c,A man is sitting on a motorcycle on the sidewalk.,( ( A man ) ( ( is ( sitting ( on ( ( a motorcycle ) ( on ( the sidewalk ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN motorcycle)) (PP (IN on) (NP (DT the) (NN sidewalk))))))) (. .))),A man in black is playing with his cat on Sunday.,( ( ( A man ) ( in black ) ) ( ( is ( ( playing ( with ( his cat ) ) ) ( on Sunday ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (JJ black)))) (VP (VBZ is) (VP (VBG playing) (PP (IN with) (NP (PRP$ his) (NN cat))) (PP (IN on) (NP (NNP Sunday))))) (. .)))
717,['neutral'],4943185444.jpg#2,neutral,4943185444.jpg#2r1n,Man smokes while sitting on a parked scooter.,( Man ( ( smokes ( while ( sitting ( on ( a ( parked scooter ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Man)) (VP (VBZ smokes) (SBAR (IN while) (S (VP (VBG sitting) (PP (IN on) (NP (DT a) (VBN parked) (NN scooter))))))) (. .))),A man smokes a cigarette while sitting on his scooter.,( ( A man ) ( ( ( smokes ( a cigarette ) ) ( while ( sitting ( on ( his scooter ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ smokes) (NP (DT a) (NN cigarette)) (PP (IN while) (S (VP (VBG sitting) (PP (IN on) (NP (PRP$ his) (NN scooter))))))) (. .)))
718,['contradiction'],4943185444.jpg#2,contradiction,4943185444.jpg#2r1c,Man smokes while sitting on a parked scooter.,( Man ( ( smokes ( while ( sitting ( on ( a ( parked scooter ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Man)) (VP (VBZ smokes) (SBAR (IN while) (S (VP (VBG sitting) (PP (IN on) (NP (DT a) (VBN parked) (NN scooter))))))) (. .))),The man drinks a beer while sitting in his car.,( ( The man ) ( ( ( drinks ( a beer ) ) ( while ( sitting ( in ( his car ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ drinks) (NP (DT a) (NN beer)) (PP (IN while) (S (VP (VBG sitting) (PP (IN in) (NP (PRP$ his) (NN car))))))) (. .)))
719,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",4943185444.jpg#2,entailment,4943185444.jpg#2r1e,Man smokes while sitting on a parked scooter.,( Man ( ( smokes ( while ( sitting ( on ( a ( parked scooter ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Man)) (VP (VBZ smokes) (SBAR (IN while) (S (VP (VBG sitting) (PP (IN on) (NP (DT a) (VBN parked) (NN scooter))))))) (. .))),The man is smoking something while sitting on the scooter.,( ( The man ) ( ( is ( ( smoking something ) ( while ( sitting ( on ( the scooter ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG smoking) (NP (NN something)) (PP (IN while) (S (VP (VBG sitting) (PP (IN on) (NP (DT the) (NN scooter)))))))) (. .)))
720,['neutral'],4943185444.jpg#3,neutral,4943185444.jpg#3r1n,Man on the sidewalk sitting on a motorcycle.,( ( ( Man ( on ( the sidewalk ) ) ) ( sitting ( on ( a motorcycle ) ) ) ) . ),(ROOT (NP (NP (NP (NNP Man)) (PP (IN on) (NP (DT the) (NN sidewalk)))) (VP (VBG sitting) (PP (IN on) (NP (DT a) (NN motorcycle)))) (. .))),A man on the motorcycle,( ( A man ) ( on ( the motorcycle ) ) ),(ROOT (NP (NP (DT A) (NN man)) (PP (IN on) (NP (DT the) (NN motorcycle)))))
721,['entailment'],4943185444.jpg#3,entailment,4943185444.jpg#3r1e,Man on the sidewalk sitting on a motorcycle.,( ( ( Man ( on ( the sidewalk ) ) ) ( sitting ( on ( a motorcycle ) ) ) ) . ),(ROOT (NP (NP (NP (NNP Man)) (PP (IN on) (NP (DT the) (NN sidewalk)))) (VP (VBG sitting) (PP (IN on) (NP (DT a) (NN motorcycle)))) (. .))),Man sitting on a motorcycle on the sidewalk,( Man ( sitting ( on ( ( a motorcycle ) ( on ( the sidewalk ) ) ) ) ) ),(ROOT (NP (S (NP (NNP Man)) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN motorcycle)) (PP (IN on) (NP (DT the) (NN sidewalk)))))))))
722,['contradiction'],4943185444.jpg#3,contradiction,4943185444.jpg#3r1c,Man on the sidewalk sitting on a motorcycle.,( ( ( Man ( on ( the sidewalk ) ) ) ( sitting ( on ( a motorcycle ) ) ) ) . ),(ROOT (NP (NP (NP (NNP Man)) (PP (IN on) (NP (DT the) (NN sidewalk)))) (VP (VBG sitting) (PP (IN on) (NP (DT a) (NN motorcycle)))) (. .))),A man driving his car,( A ( man ( driving ( his car ) ) ) ),(ROOT (FRAG (NP (DT A) (NN man) (S (VP (VBG driving) (NP (PRP$ his) (NN car)))))))
723,['contradiction'],6300032355.jpg#3,contradiction,6300032355.jpg#3r1c,"A couple, wearing black, burgundy, and white, dance.","( ( ( ( ( A couple ) , ) ( wearing ( black ( , ( burgundy ( , ( and white ) ) ) ) ) ) ) , ) ( dance . ) )","(ROOT (S (NP (NP (DT A) (NN couple)) (, ,) (VP (VBG wearing) (ADJP (JJ black) (, ,) (JJ burgundy) (, ,) (CC and) (JJ white))) (, ,)) (VP (VBP dance)) (. .)))",The woman danced alone.,( ( The woman ) ( ( danced alone ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBD danced) (ADVP (RB alone))) (. .)))
724,['entailment'],6300032355.jpg#3,entailment,6300032355.jpg#3r1e,"A couple, wearing black, burgundy, and white, dance.","( ( ( ( ( A couple ) , ) ( wearing ( black ( , ( burgundy ( , ( and white ) ) ) ) ) ) ) , ) ( dance . ) )","(ROOT (S (NP (NP (DT A) (NN couple)) (, ,) (VP (VBG wearing) (ADJP (JJ black) (, ,) (JJ burgundy) (, ,) (CC and) (JJ white))) (, ,)) (VP (VBP dance)) (. .)))",The couple danced.,( ( The couple ) ( danced . ) ),(ROOT (S (NP (DT The) (NN couple)) (VP (VBD danced)) (. .)))
725,['neutral'],6300032355.jpg#3,neutral,6300032355.jpg#3r1n,"A couple, wearing black, burgundy, and white, dance.","( ( ( ( ( A couple ) , ) ( wearing ( black ( , ( burgundy ( , ( and white ) ) ) ) ) ) ) , ) ( dance . ) )","(ROOT (S (NP (NP (DT A) (NN couple)) (, ,) (VP (VBG wearing) (ADJP (JJ black) (, ,) (JJ burgundy) (, ,) (CC and) (JJ white))) (, ,)) (VP (VBP dance)) (. .)))",The couple danced in the competition.,( ( The couple ) ( ( danced ( in ( the competition ) ) ) . ) ),(ROOT (S (NP (DT The) (NN couple)) (VP (VBD danced) (PP (IN in) (NP (DT the) (NN competition)))) (. .)))
