,Unnamed: 0,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
906,906,['entailment'],4593716344.jpg#4,entailment,4593716344.jpg#4r1e,man sitting down playing a game of chess alone,( man ( sitting ( down ( playing ( ( ( a game ) ( of chess ) ) alone ) ) ) ) ),(ROOT (S (VP (VB man) (S (VP (VBG sitting) (PP (IN down) (S (VP (VBG playing) (S (NP (NP (DT a) (NN game)) (PP (IN of) (NP (NN chess)))) (ADJP (RB alone))))))))))),A guy playing a board game by himself.,( ( ( A guy ) ( ( playing ( a ( board game ) ) ) ( by himself ) ) ) . ),(ROOT (NP (NP (DT A) (NN guy)) (VP (VBG playing) (NP (DT a) (NN board) (NN game)) (PP (IN by) (NP (PRP himself)))) (. .)))
2559,2559,['entailment'],367248403.jpg#3,entailment,367248403.jpg#3r1e,A man holding a large chunk of snow over two people on the ground.,( ( ( A man ) ( ( holding ( ( a ( large chunk ) ) ( of snow ) ) ) ( over ( ( two people ) ( on ( the ground ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG holding) (NP (NP (DT a) (JJ large) (NN chunk)) (PP (IN of) (NP (NN snow)))) (PP (IN over) (NP (NP (CD two) (NNS people)) (PP (IN on) (NP (DT the) (NN ground)))))) (. .))),The guy is getting ready to throw snow at some people.,( ( The guy ) ( ( is ( getting ( ready ( to ( ( throw snow ) ( at ( some people ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN guy)) (VP (VBZ is) (VP (VBG getting) (ADJP (JJ ready) (S (VP (TO to) (VP (VB throw) (NP (NN snow)) (PP (IN at) (NP (DT some) (NNS people))))))))) (. .)))
2495,2495,['neutral'],379612511.jpg#3,neutral,379612511.jpg#3r1n,Four women participating in an ice-skating race.,( ( ( Four women ) ( participating ( in ( an ( ice-skating race ) ) ) ) ) . ),(ROOT (NP (NP (CD Four) (NNS women)) (VP (VBG participating) (PP (IN in) (NP (DT an) (JJ ice-skating) (NN race)))) (. .))),No humans participating,( ( No humans ) participating ),(ROOT (INTJ (UH No) (NN humans) (UH participating)))
4274,4274,['neutral'],215876547.jpg#3,neutral,215876547.jpg#3r1n,Man sitting in a beached canoe by a lake.,( ( Man ( sitting ( in ( a beached ) ) ) ) ( ( canoe ( by ( a lake ) ) ) . ) ),(ROOT (S (NP (NP (NNP Man)) (VP (VBG sitting) (PP (IN in) (NP (DT a) (NN beached))))) (VP (VBP canoe) (PP (IN by) (NP (DT a) (NN lake)))) (. .))),a man is sitting outside,( ( a man ) ( is ( sitting outside ) ) ),(ROOT (S (NP (DT a) (NN man)) (VP (VBZ is) (VP (VBG sitting) (ADVP (RB outside))))))
3739,3739,['contradiction'],124390903.jpg#0,contradiction,124390903.jpg#0r1c,A woman wearing black glasses is sharing sweets with a toddler girl wearing a princess hat.,( ( ( A woman ) ( wearing ( black glasses ) ) ) ( ( is ( ( sharing sweets ) ( with ( ( a ( toddler girl ) ) ( wearing ( a ( princess hat ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (JJ black) (NNS glasses)))) (VP (VBZ is) (VP (VBG sharing) (NP (NNS sweets)) (PP (IN with) (NP (NP (DT a) (NN toddler) (NN girl)) (VP (VBG wearing) (NP (DT a) (JJ princess) (NN hat))))))) (. .))),The woman is sharing the fruit with the toddler.,( ( The woman ) ( ( is ( ( sharing ( the fruit ) ) ( with ( the toddler ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG sharing) (NP (DT the) (NN fruit)) (PP (IN with) (NP (DT the) (NN toddler))))) (. .)))
4167,4167,['contradiction'],63791851.jpg#2,contradiction,63791851.jpg#2r1c,There is a homeless man outside this building.,( There ( ( is ( ( a ( homeless man ) ) ( outside ( this building ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (JJ homeless) (NN man)) (PP (IN outside) (NP (DT this) (NN building))))) (. .))),There is a rich man outside this building.,( There ( ( is ( ( a ( rich man ) ) ( outside ( this building ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (JJ rich) (NN man)) (PP (IN outside) (NP (DT this) (NN building))))) (. .)))
1883,1883,['contradiction'],3308132698.jpg#0,contradiction,3308132698.jpg#0r1c,"A woman in a white dress with a tiara sings in a chorus, which has a row of men in sailor hats.","( ( ( A woman ) ( in ( ( a ( white dress ) ) ( with ( a tiara ) ) ) ) ) ( ( sings ( in ( ( ( a chorus ) , ) ( which ( has ( ( a row ) ( of ( men ( in ( sailor hats ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ white) (NN dress)) (PP (IN with) (NP (DT a) (NN tiara)))))) (VP (VBZ sings) (PP (IN in) (NP (NP (DT a) (NN chorus)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ has) (NP (NP (DT a) (NN row)) (PP (IN of) (NP (NP (NNS men)) (PP (IN in) (NP (NN sailor) (NNS hats)))))))))))) (. .)))",The woman wearing a tiara is getting married.,( ( ( The woman ) ( wearing ( a tiara ) ) ) ( ( is ( getting married ) ) . ) ),(ROOT (S (NP (NP (DT The) (NN woman)) (VP (VBG wearing) (NP (DT a) (NN tiara)))) (VP (VBZ is) (VP (VBG getting) (ADJP (JJ married)))) (. .)))
3044,3044,['neutral'],3281764360.jpg#0,neutral,3281764360.jpg#0r1n,"A guy is standing on an ice patch by the sea, looking through a telescope at sunset.","( ( A guy ) ( ( is ( ( ( ( standing ( on ( an ( ice patch ) ) ) ) ( by ( the sea ) ) ) , ) ( looking ( through ( ( a telescope ) ( at sunset ) ) ) ) ) ) . ) )","(ROOT (S (NP (DT A) (NN guy)) (VP (VBZ is) (VP (VP (VBG standing) (PP (IN on) (NP (DT an) (NN ice) (NN patch))) (PP (IN by) (NP (DT the) (NN sea)))) (, ,) (VP (VBG looking) (PP (IN through) (NP (NP (DT a) (NN telescope)) (PP (IN at) (NP (NN sunset)))))))) (. .)))",a man near the sea looks through a telescope,( ( ( a man ) ( near ( the sea ) ) ) ( looks ( through ( a telescope ) ) ) ),(ROOT (S (NP (NP (DT a) (NN man)) (PP (IN near) (NP (DT the) (NN sea)))) (VP (VBZ looks) (PP (IN through) (NP (DT a) (NN telescope))))))
4900,4900,['contradiction'],3827317206.jpg#4,contradiction,3827317206.jpg#4r1c,A woman wearing a hat with making bread.,( ( ( A woman ) ( ( wearing ( a hat ) ) ( with ( making bread ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (DT a) (NN hat)) (PP (IN with) (S (VP (VBG making) (NP (NN bread)))))) (. .))),A woman is trying on hats.,( ( A woman ) ( ( is ( trying ( on hats ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG trying) (PP (IN on) (NP (NNS hats))))) (. .)))
2672,2672,['neutral'],7778073672.jpg#0,neutral,7778073672.jpg#0r5n,"Two woman playing a frisbee game, the frisbee in the air about to be caught by one of the women.","( ( ( Two woman ) ( playing ( ( ( a ( frisbee game ) ) , ) ( ( the frisbee ) ( in ( ( the air ) ( about ( to ( be ( caught ( by ( one ( of ( the women ) ) ) ) ) ) ) ) ) ) ) ) ) ) . )","(ROOT (NP (NP (CD Two) (NN woman)) (VP (VBG playing) (NP (NP (DT a) (JJ frisbee) (NN game)) (, ,) (NP (NP (DT the) (NN frisbee)) (PP (IN in) (NP (NP (DT the) (NN air)) (VP (IN about) (S (VP (TO to) (VP (VB be) (VP (VBN caught) (PP (IN by) (NP (NP (CD one)) (PP (IN of) (NP (DT the) (NNS women))))))))))))))) (. .)))",Two women are outside.,( ( Two women ) ( ( are outside ) . ) ),(ROOT (S (NP (CD Two) (NNS women)) (VP (VBP are) (ADJP (JJ outside))) (. .)))
915,915,['neutral'],4593716344.jpg#3,neutral,4593716344.jpg#3r1n,A man dressed in blue shirt and shorts sits at a table while playing black in chess.,( ( ( A man ) ( dressed ( in ( blue ( ( shirt and ) shorts ) ) ) ) ) ( ( sits ( at ( ( a ( table while ) ) ( playing ( black ( in chess ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (VP (VBN dressed) (PP (IN in) (NP (JJ blue) (NN shirt) (CC and) (NNS shorts))))) (VP (VBZ sits) (PP (IN at) (NP (NP (DT a) (NN table) (NN while)) (VP (VBG playing) (ADJP (JJ black) (PP (IN in) (NP (NN chess)))))))) (. .))),Two men are playing chess,( ( Two men ) ( are ( playing chess ) ) ),(ROOT (S (NP (CD Two) (NNS men)) (VP (VBP are) (VP (VBG playing) (NP (NN chess))))))
2912,2912,['contradiction'],4852729415.jpg#1,contradiction,4852729415.jpg#1r1c,People sitting on black chairs on a bus.,( ( People ( sitting ( on ( ( black chairs ) ( on ( a bus ) ) ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VBG sitting) (PP (IN on) (NP (NP (JJ black) (NNS chairs)) (PP (IN on) (NP (DT a) (NN bus)))))) (. .))),The people are outside.,( ( The people ) ( ( are outside ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (ADJP (JJ outside))) (. .)))
192,192,['neutral'],1148238960.jpg#3,neutral,1148238960.jpg#3r3n,People waiting at a light on bikes.,( ( People ( waiting ( at ( ( a light ) ( on bikes ) ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VBG waiting) (PP (IN at) (NP (NP (DT a) (NN light)) (PP (IN on) (NP (NNS bikes)))))) (. .))),There is traffic next to the bikes.,( There ( ( is ( traffic ( next ( to ( the bikes ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (NN traffic)) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NNS bikes)))))) (. .)))
3047,3047,['contradiction'],4530524963.jpg#0,contradiction,4530524963.jpg#0r1c,There are many people walking at Times Square in New York near a building with a Lion King poster in the window.,( There ( ( are ( ( many people ) ( ( walking ( at ( ( Times Square ) ( in ( ( New York ) ( near ( a building ) ) ) ) ) ) ) ( with ( ( a ( Lion ( King poster ) ) ) ( in ( the window ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (JJ many) (NNS people)) (VP (VBG walking) (PP (IN at) (NP (NP (NNP Times) (NNP Square)) (PP (IN in) (NP (NP (NNP New) (NNP York)) (PP (IN near) (NP (DT a) (NN building))))))) (PP (IN with) (NP (NP (DT a) (NNP Lion) (NNP King) (NN poster)) (PP (IN in) (NP (DT the) (NN window)))))))) (. .))),People are walking next to a building that has a Cinderella poster in the window.,( People ( ( are ( walking ( next ( to ( ( a building ) ( that ( has ( ( a ( Cinderella poster ) ) ( in ( the window ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNS People)) (VP (VBP are) (VP (VBG walking) (ADVP (JJ next) (PP (TO to) (NP (NP (DT a) (NN building)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (NP (NP (DT a) (JJ Cinderella) (NN poster)) (PP (IN in) (NP (DT the) (NN window)))))))))))) (. .)))
552,552,['contradiction'],4486982499.jpg#2,contradiction,4486982499.jpg#2r1c,A white bike is leaning against a post.,( ( A ( white bike ) ) ( ( is ( leaning ( against ( a post ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ white) (NN bike)) (VP (VBZ is) (VP (VBG leaning) (PP (IN against) (NP (DT a) (NN post))))) (. .))),A bike is on the ground about to be reparied,( ( A bike ) ( is ( on ( ( the ground ) ( about ( to ( be reparied ) ) ) ) ) ) ),(ROOT (S (NP (DT A) (NN bike)) (VP (VBZ is) (PP (IN on) (NP (NP (DT the) (NN ground)) (VP (IN about) (S (VP (TO to) (VP (VB be) (VP (VBN reparied)))))))))))
515,515,['contradiction'],3525332706.jpg#4,contradiction,3525332706.jpg#4r1c,Two older men are talking.,( ( Two ( older men ) ) ( ( are talking ) . ) ),(ROOT (S (NP (CD Two) (JJR older) (NNS men)) (VP (VBP are) (VP (VBG talking))) (. .))),A crowd is talking over each other.,( ( A crowd ) ( ( is ( talking ( over ( each other ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN crowd)) (VP (VBZ is) (VP (VBG talking) (PP (IN over) (NP (DT each) (JJ other))))) (. .)))
2694,2694,['contradiction'],3654402537.jpg#1,contradiction,3654402537.jpg#1r1c,A woman in a white dress sits while another woman blow dries her hair.,( ( ( A woman ) ( in ( a ( white dress ) ) ) ) ( ( sits ( while ( ( another ( woman blow ) ) ( dries ( her hair ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (DT a) (JJ white) (NN dress)))) (VP (VBZ sits) (SBAR (IN while) (S (NP (DT another) (NN woman) (NN blow)) (VP (VBZ dries) (NP (PRP$ her) (NN hair)))))) (. .))),A lady is getting ready for a banquet.,( ( A lady ) ( ( is ( getting ( ready ( for ( a banquet ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN lady)) (VP (VBZ is) (VP (VBG getting) (ADJP (JJ ready) (PP (IN for) (NP (DT a) (NN banquet)))))) (. .)))
1280,1280,"['contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction']",560671767.jpg#1,contradiction,560671767.jpg#1r1c,"An elderly couple, both wearing white shirts, dancing and a young male sitting at a table.","( ( ( ( ( ( ( ( An ( elderly couple ) ) , ) ( both ( wearing ( white shirts ) ) ) ) , ) dancing ) and ) ( ( a ( young male ) ) ( sitting ( at ( a table ) ) ) ) ) . )","(ROOT (NP (NP (DT An) (JJ elderly) (NN couple)) (, ,) (S (NP (DT both)) (VP (VBG wearing) (NP (JJ white) (NNS shirts)))) (, ,) (NP (NN dancing)) (CC and) (NP (NP (DT a) (JJ young) (NN male)) (VP (VBG sitting) (PP (IN at) (NP (DT a) (NN table))))) (. .)))",The couple is sitting with the male.,( ( The couple ) ( ( is ( sitting ( with ( the male ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN couple)) (VP (VBZ is) (VP (VBG sitting) (PP (IN with) (NP (DT the) (NN male))))) (. .)))
2254,2254,['neutral'],2622986361.jpg#0,neutral,2622986361.jpg#0r1n,A group of people gathered around a brick building that has three men on top of it.,( ( ( A group ) ( of people ) ) ( ( gathered ( around ( ( a ( brick building ) ) ( that ( has ( ( three men ) ( on ( top ( of it ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBD gathered) (PP (IN around) (NP (NP (DT a) (NN brick) (NN building)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (NP (NP (CD three) (NNS men)) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (PRP it)))))))))))) (. .))),The men are making a lot of noise.,( ( The men ) ( ( are ( making ( ( a lot ) ( of noise ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS men)) (VP (VBP are) (VP (VBG making) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN noise)))))) (. .)))
4892,4892,['entailment'],4794525917.jpg#4,entailment,4794525917.jpg#4r1e,A barefoot woman reads a book along the water.,( ( A ( barefoot woman ) ) ( ( reads ( ( a book ) ( along ( the water ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ barefoot) (NN woman)) (VP (VBZ reads) (NP (NP (DT a) (NN book)) (PP (IN along) (NP (DT the) (NN water))))) (. .))),A woman isn't wearing any shoes.,( ( A woman ) ( ( ( is n't ) ( wearing ( any shoes ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (RB n't) (VP (VBG wearing) (NP (DT any) (NNS shoes)))) (. .)))
3165,3165,['neutral'],2957688236.jpg#2,neutral,2957688236.jpg#2r1n,"Three soldiers are having a discussion in front of a playground, while others look on.","( ( Three soldiers ) ( ( are ( ( ( ( having ( a discussion ) ) ( in ( front ( of ( a playground ) ) ) ) ) , ) ( while ( others ( look on ) ) ) ) ) . ) )","(ROOT (S (NP (CD Three) (NNS soldiers)) (VP (VBP are) (VP (VBG having) (NP (DT a) (NN discussion)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN playground))))) (, ,) (SBAR (IN while) (S (NP (NNS others)) (VP (VBP look) (PRT (RP on))))))) (. .)))",The soldiers are outdoors.,( ( The soldiers ) ( ( are outdoors ) . ) ),(ROOT (S (NP (DT The) (NNS soldiers)) (VP (VBP are) (ADVP (RB outdoors))) (. .)))
1131,1131,['neutral'],4401319908.jpg#3,neutral,4401319908.jpg#3r1n,"A woman sitting at a table, taking a picture.","( ( ( A woman ) ( ( ( sitting ( at ( a table ) ) ) , ) ( taking ( a picture ) ) ) ) . )","(ROOT (NP (NP (DT A) (NN woman)) (VP (VBG sitting) (PP (IN at) (NP (DT a) (NN table))) (, ,) (S (VP (VBG taking) (NP (DT a) (NN picture))))) (. .)))",The woman is taking a picture,( ( The woman ) ( is ( taking ( a picture ) ) ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG taking) (NP (DT a) (NN picture))))))
4518,4518,['entailment'],7096517911.jpg#4,entailment,7096517911.jpg#4r1e,Two young men compete in an informal basketball game.,( ( Two ( young men ) ) ( ( compete ( in ( an ( informal ( basketball game ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (JJ young) (NNS men)) (VP (VBP compete) (PP (IN in) (NP (DT an) (JJ informal) (NN basketball) (NN game)))) (. .))),There is a 1v1 going on between friends,( There ( is ( ( a 1v1 ) ( ( going on ) ( between friends ) ) ) ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NNS 1v1)) (VP (VBG going) (PRT (RP on)) (PP (IN between) (NP (NNS friends))))))))
1855,1855,['neutral'],3723840426.jpg#1,neutral,3723840426.jpg#1r1n,"Two men cook together with a metal bowl, near a hanging plant.","( ( Two men ) ( ( ( ( ( cook together ) ( with ( a ( metal bowl ) ) ) ) , ) ( near ( a ( hanging plant ) ) ) ) . ) )","(ROOT (S (NP (CD Two) (NNS men)) (VP (VBP cook) (ADVP (RB together)) (PP (IN with) (NP (DT a) (NN metal) (NN bowl))) (, ,) (PP (IN near) (NP (DT a) (VBG hanging) (NN plant)))) (. .)))",Two men cooking together,( ( Two men ) ( cooking together ) ),(ROOT (S (NP (NP (CD Two) (NNS men)) (VP (VBG cooking) (ADVP (RB together))))))
4851,4851,['neutral'],3264678536.jpg#2,neutral,3264678536.jpg#2r1n,A small dog jumps up to play with a larger dog.,( ( A ( small dog ) ) ( ( ( jumps up ) ( to ( play ( with ( a ( larger dog ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ small) (NN dog)) (VP (VBZ jumps) (PRT (RP up)) (S (VP (TO to) (VP (VB play) (PP (IN with) (NP (DT a) (JJR larger) (NN dog))))))) (. .))),Two dogs are playing.,( ( Two dogs ) ( ( are playing ) . ) ),(ROOT (S (NP (CD Two) (NNS dogs)) (VP (VBP are) (VP (VBG playing))) (. .)))
4321,4321,['neutral'],263522013.jpg#2,neutral,263522013.jpg#2r1n,A tan dog shaking the water off of himself,( ( ( A ( tan dog ) ) ( ( shaking ( the water ) ) off ) ) ( of himself ) ),(ROOT (NP (NP (NP (DT A) (JJ tan) (NN dog)) (VP (VBG shaking) (NP (DT the) (NN water)) (PRT (RP off)))) (PP (IN of) (NP (PRP himself))))),A dog is wet.,( ( A dog ) ( ( is wet ) . ) ),(ROOT (S (NP (DT A) (NN dog)) (VP (VBZ is) (ADJP (JJ wet))) (. .)))
4075,4075,['entailment'],488545333.jpg#1,entailment,488545333.jpg#1r1e,Guys and girls in a cramped place with drinks in hand.,( ( ( ( ( Guys and ) girls ) ( in ( a ( cramped place ) ) ) ) ( with ( drinks ( in hand ) ) ) ) . ),(ROOT (NP (NP (NNS Guys) (CC and) (NNS girls)) (PP (IN in) (NP (DT a) (JJ cramped) (NN place))) (PP (IN with) (NP (NP (NNS drinks)) (PP (IN in) (NP (NN hand))))) (. .))),There are guys and girls at a crowded party,( There ( are ( ( ( guys and ) girls ) ( at ( a ( crowded party ) ) ) ) ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (NNS guys) (CC and) (NNS girls)) (PP (IN at) (NP (DT a) (JJ crowded) (NN party)))))))
3599,3599,['neutral'],3593556797.jpg#3,neutral,3593556797.jpg#3r1n,A woman wearing a jean skirt walks down a city street.,( ( ( A woman ) ( wearing ( a ( jean skirt ) ) ) ) ( ( walks ( down ( a ( city street ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (DT a) (NN jean) (NN skirt)))) (VP (VBZ walks) (PP (IN down) (NP (DT a) (NN city) (NN street)))) (. .))),A woman is wearing a jean skirt.,( ( A woman ) ( ( is ( wearing ( a ( jean skirt ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG wearing) (NP (DT a) (NN jean) (NN skirt)))) (. .)))
424,424,['neutral'],471667964.jpg#4,neutral,471667964.jpg#4r1n,Man in gold pants looking at the camera.,( ( ( Man ( in ( gold pants ) ) ) ( looking ( at ( the camera ) ) ) ) . ),(ROOT (NP (NP (NP (NNP Man)) (PP (IN in) (NP (JJ gold) (NNS pants)))) (VP (VBG looking) (PP (IN at) (NP (DT the) (NN camera)))) (. .))),Man looking at something.,( ( Man ( looking ( at something ) ) ) . ),(ROOT (NP (NP (NNP Man)) (VP (VBG looking) (PP (IN at) (NP (NN something)))) (. .)))
4015,4015,['neutral'],4788006130.jpg#2,neutral,4788006130.jpg#2r1n,A young boy jumps into the water.,( ( A ( young boy ) ) ( ( jumps ( into ( the water ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN boy)) (VP (VBZ jumps) (PP (IN into) (NP (DT the) (NN water)))) (. .))),The boy is playing in water.,( ( The boy ) ( ( is ( playing ( in water ) ) ) . ) ),(ROOT (S (NP (DT The) (NN boy)) (VP (VBZ is) (VP (VBG playing) (PP (IN in) (NP (NN water))))) (. .)))
4430,4430,['neutral'],5932900326.jpg#2,neutral,5932900326.jpg#2r1n,"Two women wearing safety goggles, looking at the same notebook.","( ( ( Two women ) ( ( ( wearing ( safety goggles ) ) , ) ( looking ( at ( the ( same notebook ) ) ) ) ) ) . )","(ROOT (NP (NP (CD Two) (NNS women)) (VP (VP (VBG wearing) (NP (NN safety) (NNS goggles))) (, ,) (VP (VBG looking) (PP (IN at) (NP (DT the) (JJ same) (NN notebook))))) (. .)))",Two women are looking at something.,( ( Two women ) ( ( are ( looking ( at something ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS women)) (VP (VBP are) (VP (VBG looking) (PP (IN at) (NP (NN something))))) (. .)))
295,295,['entailment'],3706019259.jpg#3,entailment,3706019259.jpg#3r3e,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),The family is admiring the water,( ( The family ) ( is ( admiring ( the water ) ) ) ),(ROOT (S (NP (DT The) (NN family)) (VP (VBZ is) (VP (VBG admiring) (NP (DT the) (NN water))))))
720,720,['neutral'],4943185444.jpg#3,neutral,4943185444.jpg#3r1n,Man on the sidewalk sitting on a motorcycle.,( ( ( Man ( on ( the sidewalk ) ) ) ( sitting ( on ( a motorcycle ) ) ) ) . ),(ROOT (NP (NP (NP (NNP Man)) (PP (IN on) (NP (DT the) (NN sidewalk)))) (VP (VBG sitting) (PP (IN on) (NP (DT a) (NN motorcycle)))) (. .))),A man on the motorcycle,( ( A man ) ( on ( the motorcycle ) ) ),(ROOT (NP (NP (DT A) (NN man)) (PP (IN on) (NP (DT the) (NN motorcycle)))))
2279,2279,['neutral'],4501102617.jpg#3,neutral,4501102617.jpg#3r1n,A lady standing on the corner using her phone.,( ( ( A lady ) ( standing ( on ( ( the corner ) ( using ( her phone ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN lady)) (VP (VBG standing) (PP (IN on) (NP (NP (DT the) (NN corner)) (VP (VBG using) (NP (PRP$ her) (NN phone)))))) (. .))),The lady has a smartphone,( ( The lady ) ( has ( a smartphone ) ) ),(ROOT (S (NP (DT The) (NN lady)) (VP (VBZ has) (NP (DT a) (NN smartphone)))))
4819,4819,['neutral'],536828916.jpg#3,neutral,536828916.jpg#3r1n,A red-haired woman looks past the cameraman.,( ( A ( red-haired woman ) ) ( ( looks ( past ( the cameraman ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ red-haired) (NN woman)) (VP (VBZ looks) (PP (IN past) (NP (DT the) (NN cameraman)))) (. .))),A lady looks past the cameraman.,( ( A lady ) ( ( looks ( past ( the cameraman ) ) ) . ) ),(ROOT (S (NP (DT A) (NN lady)) (VP (VBZ looks) (PP (IN past) (NP (DT the) (NN cameraman)))) (. .)))
3615,3615,['neutral'],5054184499.jpg#2,neutral,5054184499.jpg#2r4n,A little girl walking down a dirt road behind a group of other walkers.,( ( ( A ( little girl ) ) ( ( ( walking down ) ( a ( dirt road ) ) ) ( behind ( ( a group ) ( of ( other walkers ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (JJ little) (NN girl)) (VP (VBG walking) (PRT (RP down)) (NP (DT a) (NN dirt) (NN road)) (PP (IN behind) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (JJ other) (NNS walkers)))))) (. .))),Girl behind group of walkers,( Girl ( behind ( group ( of walkers ) ) ) ),(ROOT (NP (NP (NNP Girl)) (PP (IN behind) (NP (NP (NN group)) (PP (IN of) (NP (NNS walkers)))))))
42,42,['neutral'],4934873039.jpg#2,neutral,4934873039.jpg#2r1n,People waiting to get on a train or just getting off.,( ( People ( ( ( waiting ( to ( get ( on ( a train ) ) ) ) ) or ) ( just ( getting off ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VP (VBG waiting) (S (VP (TO to) (VP (VB get) (PP (IN on) (NP (DT a) (NN train))))))) (CC or) (VP (ADVP (RB just)) (VBG getting) (PRT (RP off)))) (. .))),The people waiting on the train are sitting.,( ( ( The people ) ( waiting ( on ( the train ) ) ) ) ( ( are sitting ) . ) ),(ROOT (S (NP (NP (DT The) (NNS people)) (VP (VBG waiting) (PP (IN on) (NP (DT the) (NN train))))) (VP (VBP are) (VP (VBG sitting))) (. .)))
185,185,['neutral'],1148238960.jpg#3,neutral,1148238960.jpg#3r5n,People waiting at a light on bikes.,( ( People ( waiting ( at ( ( a light ) ( on bikes ) ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VBG waiting) (PP (IN at) (NP (NP (DT a) (NN light)) (PP (IN on) (NP (NNS bikes)))))) (. .))),There are people on bikes at a light,( There ( are ( people ( on ( bikes ( at ( a light ) ) ) ) ) ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (NNS people)) (PP (IN on) (NP (NP (NNS bikes)) (PP (IN at) (NP (DT a) (NN light)))))))))
