,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
775,775,2,John didn't enjoy procreating.  He had a hangup.  He didn't like to be what?,procreating,A. orgasm,B. cum,C. naked,D. in bed,E. wearing his birthday suit
3267,3267,0,"The had a reputation for celebrating in a  debaucherous manner, what often happened as a result?",celebrating,A. drunkenness,B. enjoyment,C. have fun,D. hang over,E. fighting
4883,4883,3,"His first big break wasn't with his band, but he played his musical instrument for the soundtrack of a what?",musical instrument,A. magazine,B. case,C. concert hall,D. movie,E. orchestra
207,207,4,"He was a very sharp engineer, but when it came to the details his calculations could were often what?",sharp,A. complimentary,B. inelegant,C. ocean,D. dull,E. inaccurate
151,151,2,Where is a fox likely to be caught?,fox,A. tennessee,B. inside joke,C. grassy field,D. the forrest,E. england
1751,1751,4,Where can you get a french horn to take home with you?,french horn,A. concert,B. music class,C. concert hall,D. france,E. music store
377,377,4,"Bill did not abandon the fight, but did what to the enemy?",abandon,A. arrogate,B. retain,C. embrace,D. smile,E. engage
925,925,4,"If a student was about to graduate, they would no longer be attending what?",student,A. library,B. parties,C. kindergarten class,D. bar,E. school
3194,3194,1,Where does water enter in a dam to create electricity?,water,A. wet clothes,B. power turbine,C. cracks,D. thin soup,E. dribble
1587,1587,3,"He was having a hard time breathing, on top of the mountain it was thin what?",breathing,A. oxygen,B. carbon monoxide,C. abdominal muscles,D. air,E. open throat
3011,3011,3,"The muscle stretched, and after it did what?",stretch,A. popped,B. loose,C. compressing,D. contract,E. cramped
1949,1949,0,What is an uncomfortable consequence of jumping rope?,jumping rope,A. sweating,B. having fun,C. smiling,D. increased heart rate,E. anger
3836,3836,3,"The farmer is making grow a tomato, what does he specialize?",making grow,A. flowering,B. barn,C. growth,D. plants,E. more of
1206,1206,2,"If I want to do a math problem in a proper way, what should I check for?",proper,A. books,B. incomplete,C. incorrect,D. impolite,E. inappropriate
3362,3362,2,"He was bound to get hired quickly apply for job, he had a reputation for what?",applying for job,A. frustration,B. humor,C. working hard,D. stress,E. rejection
2097,2097,3,What is a simple game to play with children using a round toy?,children,A. play with toys,B. play sports,C. throw things,D. play ball,E. frisbee
1325,1325,3,Where can fungus grow on walls?,fungus,A. shower stall,B. salad,C. locker room,D. basement,E. bathroom
4431,4431,4,What would a person working in an office need after a system crash?,person,A. peaceful sleep,B. compliments,C. freedom from want,D. understand themselves,E. new computer
4205,4205,2,Amy sat down and turned on her monitor.  She only had an hour of time to do her work.  Where might she be?,monitor,A. box,B. on a train,C. internet cafe,D. desktop,E. view bluescreen
559,559,0,A projector displayed people on the huge screen while the audience laughed.  What might they be watching?,projector,A. movies,B. theatre,C. cabaret,D. conference,E. meeting
1505,1505,0,"I want to make a fortune selling houses, what should I study?",fortune,A. real estate,B. treasure chest,C. stock market,D. business,E. bank
4042,4042,2,When kids jump up and down and run around laughing they are having what?,jumping up and down,A. exercise,B. evolveing,C. fun,D. headaches,E. broken
1034,1034,0,What is the world full of?,world,A. countries,B. thought,C. water,D. universe,E. galaxy
2381,2381,2,Where could you buy an old pie safe with decorative tin?,tin,A. shopping bag,B. trash,C. antique store,D. landfill,E. cupboard
3638,3638,1,Starting a fire is a terrible idea because flames move in what pattern?,starting fire,A. explosion,B. unpredictable,C. disaster,D. warmth,E. everywhere
2579,2579,1,"If I wanted to play poker, where should I put the table?",table,A. demonstration,B. card room,C. rug,D. neighbor's house,E. middle of the road
2276,2276,0,"The mental patient suffered confusion, what were his doctor's trying to decipher?",confusion,A. mind,B. class,C. the meaning of life,D. war,E. opera
3486,3486,2,John put something on the night table.  But he forgot about it in the morning because it was unfamiliar. Where was he?,night table,A. in jail,B. homes,C. hotel,D. furniture store,E. hallway
1711,1711,1,What do kids have to do before they can go outside a house?,kids,A. distracting,B. open door,C. wonder about,D. take shoes off,E. become adults
1650,1650,0,Where can someone find a shiny advertisement?,advertisement,A. magazine,B. email,C. store,D. bus,E. closet
843,843,2,A beaver builds structures to block what sort of feature?,beaver,A. books,B. zoo,C. body of water,D. wooded area,E. animals
4333,4333,1,"There was a fast food restaurant every 200 feet to help handle the foot traffic, what is this characteristic of in general?",fast food restaurant,A. new york,B. big cities,C. center of town,D. farms,E. america
73,73,3,Where could you see an advertisement while reading news?,advertisement,A. television,B. bus,C. email,D. web page,E. la ville
1455,1455,2,Where does a television often display sports?,television,A. restaurant,B. living room,C. bar,D. apartment,E. house
732,732,4,"If I wanted to store dirt in my home, where could I put it?",dirt,A. fingernails,B. garden,C. corner,D. computer,E. closet
563,563,2,What business has a tower to transmit signals?,tower,A. city,B. toronto,C. radio station,D. roger that,E. medieval castle
143,143,4,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",losing consciousness,A. injury,B. death,C. playing uno,D. coma,E. falling down
1744,1744,1,John slept on a mat along with other children. Where is john?,mat,A. bathroom,B. school,C. sleeping,D. living room,E. doorway
2415,2415,0,"A cat wants to sleep, how will it lay?",cat,A. comfortable position,B. floor,C. residential area,D. family room,E. upside down
3078,3078,4,If a mechanic attaches a chain to your bumper what is he likely driving?,chain,A. obesity,B. bicycle,C. motorbike,D. jewelry store,E. tow truck
4437,4437,0,"He looked down from the observation deck on the 75th storey, it was quite the view from the top of the what?",storey,A. tall building,B. book of stories,C. skyscaper,D. apartment building,E. mall
580,580,2,What feeling might propel one to instituting civil action?,instituting civil action,A. complications,B. tiredness,C. anger,D. trial,E. court case
2936,2936,0,"Sarah wasn't a good person. She was always away, always busy, never there.  Her wife wanted her to be more what?",away,A. available,B. come back,C. closer,D. stay here,E. pay debts
3403,3403,0,A motorcycle is quicker because it isn't as what as a car?,car,A. heavy,B. shiny,C. red,D. obesity,E. expensive
3332,3332,1,What item has parts such as rods and pistons?,rod,A. sporting goods store,B. engine,C. cool,D. eyeball,E. fishing camp
2889,2889,4,James was hunted for stabbing someone to death.  He was afraid that he would be forced to serve what?,stabbing to death,A. knife wounds,B. law suit,C. llaughing,D. mess,E. jail time
310,310,3,What are ai machines known for doing?,machines,A. fly,B. milk cows,C. eat,D. answering questions,E. fail to work
1173,1173,2,Where can many merchants have their stores under one roof?,merchant,A. supermarket,B. store,C. mall,D. market,E. shopping center
1733,1733,1,"If I see a laptop on a table, where might I be?",table,A. livingroom,B. internet cafe,C. floor,D. dining room,E. meeting
1643,1643,3,A surprising strike is likely to start this. What is it?,surprising,A. funny,B. frightened,C. humor,D. fight,E. labor problems
1433,1433,2,"Where could you find a monkey, elephant, or zebra enjoying a drink?",monkey,A. african continent,B. bar,C. amazon basin,D. research laboratory,E. friend's house
3276,3276,1,"When people are interested in protecting fetuses from abortion, what is a common slogan they campaign with?",people,A. play outside,B. choose life,C. pepsi is gross,D. write programs,E. believe in god
1739,1739,1,"He would entertain with a pool party regularly, it was the best way to beat the what?",entertain,A. please,B. hot,C. guest,D. bribe,E. liked
2463,2463,1,If a person isn't thick they are what?,thick,A. sparse,B. slender,C. unacquainted,D. skinny,E. free flowing
1773,1773,4,Where can someone get a flute?,flute,A. orchestra,B. steal it,C. marching band,D. symphony,E. musical instrument store
1262,1262,3,What is a way that people who are dating great each other?,people,A. smack face,B. believe in god,C. work in teams,D. kiss each other,E. receive gifts
787,787,1,"The swimming pool couln't be refilled due to drought regulations, where was it located?",swimming pool,A. ymca,B. california,C. park,D. first floor,E. school
3408,3408,3,Where might students have to attend more than one period?,period,A. end of line,B. math,C. end of sentence,D. school,E. history
1955,1955,4,"If people are competing in dangerous events, what could happen?",competing,A. boredom,B. winning or losing,C. rivalry,D. accomplishment,E. death
569,569,2,What happens to the next appointment when a grooming takes longer than expected?,grooming,A. injury,B. beauty,C. late,D. mistakes,E. annoyed
1234,1234,1,"A shark isn't something you have to worry about at the lake in the woods, but there are plenty of dangers in the what?",shark,A. great oceans,B. great outdoors,C. tropical waters,D. pacific ocean,E. gulf of mexico
543,543,1,Where are all participants likely to need sports equipment?,sports equipment,A. dicks sporting goods,B. sporting event,C. mall,D. sears,E. sporting goods store
2732,2732,0,"Both sides were presenting their arguments as fact, this when clearly both were just voicing an what?",fact,A. opinion,B. eat cake,C. untrue,D. belief,E. factfile
4914,4914,0,What might happen to a head to cause losing consciousness?,losing consciousness,A. injury,B. coma,C. death,D. a blow,E. falling down
3519,3519,3,Danny liked to watch birds.  Birds don't have arms.  What do they have instead of arms?,most birds,A. beak,B. ability to fly,C. feet,D. wings,E. learn to fly
597,597,1,"She curled up under a blanket to get warm, this made her what on the couch as they started movie?",get warm,A. sleep,B. feel more comfortable,C. sweating,D. blush,E. cuddle
1928,1928,1,Tuna surprise is not an especially flavorful dish in fact it is quite what?,surprise,A. sneaky,B. bland,C. water buffalo,D. predictable,E. known about
2370,2370,2,Where can you find a rubber shark as a villain?,shark,A. museum,B. outside,C. bad movie,D. sea world,E. marine museum
3066,3066,1,"Joe wants to stop being married to Jane.  Jane doesn't want it, but she sadly accepts what?",stopping being married to,A. pleasure,B. getting divorce,C. heartache,D. heartbreak,E. beatings
1633,1633,1,Where does an audience come every week to listen to a person speaking?,audience,A. hockey game,B. church,C. sporting event,D. movie theater,E. phone call
3413,3413,3,"The world is very big, it has many countries and continents on it's spherical surface.  There are many types of people It's very what?",world,A. complicated,B. round,C. square,D. diverse,E. large
3227,3227,0,Which door with lock holds valuables?,door with lock,A. safe,B. vault,C. garage,D. house,E. automobile
2977,2977,0,Why does the guy try cashing in his check?,cashing in,A. extra money,B. get paid,C. great joy,D. quitting,E. profit
1254,1254,2,"The potato wants to grow, where should it be placed?",potato,A. pantry,B. paper bag,C. underground,D. boiling water,E. drawer
2836,2836,0,John was in a ship.  It began taking water.  He was worried because the ship might do what?,water,A. sink,B. glass,C. fly,D. ocean,E. surface of earth
1728,1728,3,What could stop someone from opening business?,opening business,A. get rich,B. may be occured failure..,C. wealth,D. busy,E. failure
3998,3998,4,What can someone do after going to bed?,going to bed,A. pregnancy,B. drowsiness,C. insomnia,D. make a sandwich,E. sleeping in
995,995,3,"The man set the cup on the table.  It didn't matter.   He didn't heave anything to put it on, and he lacked the what to balance it?",setting cup on table,A. tenacity,B. hands,C. coaster,D. skill,E. breaking
2899,2899,0,What does a person do if they want to appear authroitative?,person,A. stand erect,B. washing dishes,C. catch cold,D. bow to people,E. wait patiently
1913,1913,1,What general area is a monkey found in?,monkey,A. research laboratory,B. great outdoors,C. zoo,D. tree tops,E. zoological gardens
4747,4747,3,"Jenny had trouble using the phone because she had to dial 9 to get an outside line.  And the manager wasn't very attentive to her needs, either.   Where might she be?",telephone,A. office,B. hospital,C. friend's house,D. hotel,E. every u.s
4697,4697,0,Where does someone obtain a frying pan?,frying pan,A. department store,B. homes,C. stove,D. kitchen cupboard,E. kitchen cabinet
3414,3414,3,"Where are you if you're buying whiskey, grain, and saddles at the general store?",general store,A. salt,B. checkers,C. shopping mall,D. old west,E. meat store
3338,3338,0,Where might customers go to walk around?,customers,A. mall,B. park,C. market,D. found in restaurant,E. bookstore
962,962,3,"Always wash your hands before eating, you don't want to get germs onto food and inside your what?",germs,A. water,B. doctor,C. spread disease,D. mouth,E. ear
1032,1032,3,What might a teacher do most during a week?,teacher,A. demonstrate,B. eat lunch,C. time test,D. work in school,E. school children
1810,1810,2,"The person was bored by the remedial math class, what did he want out of the class?",person,A. look beautiful,B. swimming lessons,C. intellectual stimulation,D. own house,E. time to rest
4840,4840,0,"While he had seen a koala in the zoo, he was looking forward to finding one in the what?",koala,A. australian outback,B. bamboo grove,C. wilderness,D. island,E. child's book
3106,3106,0,What do you need the most to be living life?,living life,A. breathe,B. learning,C. sorrow,D. wear a mullet,E. marriage
1606,1606,0,What does a police officer in their sixities?,police officer,A. retire,B. direct traffic,C. case,D. fine person for speeding,E. order to stop running
2786,2786,1,"They prided themselves on being a wealth of knowledge, and that's why many chose to attend their what?",knowledge,A. book store,B. university,C. meeting,D. class,E. encyclopedia
4102,4102,3,"Sam reflected on his long life, which started in 1918.  How long has Sam lived?",life,A. graveyard,B. cause death,C. end,D. last 100 years,E. spring forth
4202,4202,3,Other than wining what outcome is possible when people are competing?,competing,A. enemies,B. humiliation,C. aggression,D. defeat,E. stress
3555,3555,2,"A person doesn't have pants that fit, what should he do?",person,A. buy a monkey,B. let himself go,C. buy clothes,D. bank money,E. catch cold
979,979,3,"The man needed to buy flooring, where was he looking for it?",flooring,A. walmart,B. loft,C. house,D. home depot,E. kitchen
3339,3339,1,A great singers voice is going to be?,voice,A. loud,B. beautiful,C. sound,D. george michael,E. commmunicating
1837,1837,0,"The snake was worried about predators overhead, where did it go for cover?",snake,A. wooded area,B. tropical forest,C. warm place,D. canyon,E. sleeping bag
3652,3652,1,"The hard working man was stuck at home after his injury, he tried to keep bust doing housework but it caused what?",doing housework,A. get tired,B. pain and suffering,C. fatigue,D. coughing,E. tiredness
2431,2431,3,Where can you buy material for making a pillow?,material,A. construction,B. toy store,C. factory,D. fabric store,E. house
2718,2718,3,The mailbox is just inside the entrance of what structure containing many homes?,mailbox,A. beehive,B. porch,C. post office,D. apartment building,E. front door
1907,1907,4,What is the goal of driving to work?,driving to work,A. speeding ticket,B. use gas,C. go fast,D. anxiety,E. get to work
3425,3425,3,"It was stuffy, so she decided on breathing fresh air, what happens as a result?",breathing fresh air,A. relief,B. energy,C. relaxation,D. feeling better,E. silence
4929,4929,1,"When attending school, if I misbehave, what could happen to me after school?",attending school,A. stupidity,B. detention,C. much work,D. boredom,E. trouble
1736,1736,4,Where would you not be able to find a radio studio?,radio studio,A. office building,B. college,C. broadcasting music,D. large city,E. clear area
62,62,0,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",booze,A. reach tentative agreement,B. suicide,C. examine thing,D. commit murder,E. stay in bed
1028,1028,2,"The person burped loudly with satisfaction, he had been what?",person,A. own house,B. rude,C. well fed,D. fairness,E. candies
1984,1984,1,"The padding was covered with mold, he never would've seen it if he didn't pull up the what?",mold,A. refrigerator,B. carpet,C. fridge,D. dishwasher,E. cellar
884,884,3,Ice fishing can be done surprisingly far out most winters on what greatest of the Michigan's greats?,fish,A. pond,B. underwater,C. aquarium,D. lake superior,E. body of water
4804,4804,0,"His wife began to worry when he was setting cup on table, she saw what shaking?",setting cup on table,A. hands,B. the table,C. breaking,D. coaster,E. skill
455,455,2,What is a living thing with a lip?,lip,A. mouth,B. can,C. human,D. snake,E. kentucky fried chicken
1342,1342,3,Lips are found on a person's what?,lips,A. body,B. knee,C. motion,D. faces,E. human face
548,548,2,"The wheel was loose, and threatened to fall off when they were what?",loose,A. footloose,B. sailing,C. fast,D. tighten,E. bind
3215,3215,4,"The man was sick of not attracting women and began to practice grooming, what was his goal?",grooming,A. tardiness,B. neatness,C. bathe,D. late,E. looking good
3372,3372,4,What causes furniture to become a projectile?,projectile,A. canon,B. baseball,C. battle field,D. war zone,E. tornado
3232,3232,4,"The library wanted to get the community more involved, so they began to screen family what?",screen,A. monitor,B. homes,C. drive in movie,D. theatre,E. movies
3545,3545,3,He had a great time with his what brother?,great,A. small,B. horrible,C. awful,D. little,E. terrible
3263,3263,2,"The person deposited a check, what was she looking to do?",person,A. go to bank,B. smell smoke,C. bank savings,D. promise to do,E. look angry
688,688,0,Where would a human expect to find manufacturing operations?,human,A. factory,B. school,C. grocery store,D. band,E. aircraft
2266,2266,0,How does a bishop move from one place to another?,bishop,A. chess game,B. church,C. in a car,D. queen,E. cathedral
4064,4064,3,What could using a driving car help someone to be?,driving car,A. stop sign,B. car crash,C. pollution,D. on time,E. run out of gas
3107,3107,2,"There were all sorts of shapes in the textbook, the geometry teacher explained how to find the area of the surface for each what?",surface,A. turtle,B. tetrahedron,C. object,D. lake,E. geometry problem
4749,4749,1,"Though he despised pie, it reminded him of his wife when he ate it, what did he do to the pie?",despise,A. admire,B. cherish,C. marry,D. honor,E. love
1385,1385,0,You can see bald eagles along the Mississippi in what state?,bald eagle,A. iowa,B. wisconsin,C. currency,D. new mexico,E. canada
1807,1807,0,Where would you enjoy a beer while throwing heavy spheres toward ten white objects?,beer,A. bowling alley,B. hockey game,C. sporting event,D. croquet,E. fridge
768,768,3,What are people playing when they want to take the lead with small papers?,lead,A. very heavy,B. video game,C. news article,D. card game,E. lead pencil
3116,3116,0,"A big fountain was the center piece of the renovation, it had all been paid for by a grant to the what?",fountain,A. city,B. state,C. front of casino,D. rome,E. public place
1087,1087,4,"The bus stop implemented a size restriction for luggage, where was the bus stop going?",bus stop,A. boarding bus,B. city,C. fast,D. urban area,E. airport
4446,4446,0,What do people feel when something good happens?,people,A. experience joy,B. believe in god,C. sadness,D. get sick,E. ask questions
1491,1491,3,Where is a ballpoint pen best stored?,ballpoint pen,A. pocket,B. stationery store,C. backpack,D. desk drawer,E. bank
3305,3305,4,What is a performance by actors on tv to promote buying a certain product?,performance,A. newspaper,B. show,C. theatre,D. movie,E. commercial
4603,4603,0,Where are student likely to utilize a parking structure?,parking structure,A. college campus,B. mall,C. big city,D. behind the garage.,E. chicago
1673,1673,4,Where can you see a cannon and learn about the past?,cannon,A. war,B. fort,C. pirate ship,D. warship,E. war museum
2734,2734,0,What tpye of building would you be most likley to hear bells at on Sunday morning?,bell,A. church,B. stove,C. school,D. reindeer coller,E. front door
4427,4427,0,What do many people do to a person on their birthday?,person,A. give gifts,B. receive letters,C. feel embarrassed,D. go to the club,E. thank god
4011,4011,3,"The mail fell out of my box and scattered in the win, where did it land?",mail,A. mailcatcher,B. post office,C. usps,D. neighbor's house,E. table
2833,2833,2,What could a gentleman be watching?,gentleman,A. europe,B. game,C. movie,D. university,E. suit
2233,2233,0,"When the woman was thinking about her failures in life, what did she feel?",thinking,A. depression,B. knowledge,C. confused,D. fatigue,E. figure out
4707,4707,0,The water spout at the center was impressive.  The spout was at the center of what?,water spout,A. fountain,B. connecting hose,C. sewage plant,D. sink,E. florida
220,220,4,John ran out of pencils.  Where did  he go to get more?,pencil,A. desk drawer,B. cup,C. pencil case,D. shelf,E. office depot
3661,3661,3,"Even though people in the team sometimes what, they argue constructively?",people,A. are related,B. sign checks,C. like popcorn,D. disagree with each other,E. talk to each other
1258,1258,1,"John bought a ferret at a pet shop.  He couldn't take it on the bus, so he called something else.  What might he have called?",ferret,A. cousin's house,B. taxi cab,C. own home,D. friend,E. wood pile
1981,1981,3,"John is surrounded by water.  There is no land in sight.  He was going from Britain to America, when his vessel went down. Where might he be?",water,A. surface of earth,B. sink,C. medium,D. ocean,E. puddle
2671,2671,2,What does water do when I submerges clothing?,water,A. rushes,B. planet earth,C. drenching,D. ocean,E. septic tank
2806,2806,2,"James thought that he was original, but really his story was exactly like many others.   Sarah didn't want to hurt his feelings so she didn't say anything.  What might she have done while listening?",original,A. remake,B. copy,C. simile,D. derivative,E. reproduction
2638,2638,1,"If you have a lot of money after cashing in your chips at a casino, what would the casino owner feel towards you?",cashing in,A. betrayal,B. resentment,C. get money,D. revenge,E. leave
1462,1462,4,How can people gain new perspectives?,people,A. waste paper,B. tickle tarantulas,C. pay bills,D. change direction,E. travel abroad
1890,1890,4,"Most animals get tired, and when they do they what?",animals,A. bite,B. groom,C. procreate,D. keep alive,E. lie down
2329,2329,2,"Sam examined the thing closely.  He was interested in it, and he wanted to do what?",examine thing,A. interesting,B. interests,C. learn more about,D. complex,E. go to bed
2158,2158,0,"The art project called for a big wooden rod, so she went where to get one?",wooden rod,A. hardware store,B. tree stump,C. old clock,D. old houses,E. broom closet
2966,2966,1,What could happen if something surprising happens while you are driving?,surprising,A. faint,B. accidents,C. frightened,D. laughter,E. funny
3344,3344,2,"She felt like she never had any support, people always seemed to what?",support,A. marriage,B. ignore,C. let down,D. aid,E. neglect
2885,2885,3,What picture would have the Atlantic Ocean on it?,atlantic ocean,A. planet,B. history books,C. western hemisphere,D. atlas,E. underwater creatures
3901,3901,0,Where does a person what in reception while waiting for food?,reception,A. restaurant,B. restorand,C. church basement,D. feel relaxed,E. wedding party
3111,3111,3,If you see a policeman in the street waving flashlights what are they there to do?,policeman,A. jump,B. arrest criminals,C. book robber,D. direct traffic,E. wave on
1640,1640,2,Where do you typically find a lizard generally?,lizard,A. backyard,B. rock wall,C. great outdoors,D. garden,E. stream bed
4524,4524,1,What do we call television that we enjoy watching a lot?,television,A. legal,B. entertaining,C. complex expensive and inflexible,D. obsolete,E. awesome
1911,1911,0,James doesn't like reading books before bed.  He has an active imagination and finds that late night reading gives him what?,reading book,A. nightmares,B. enlightenment,C. cramps,D. drowsiness,E. entertainment
65,65,1,What state south of Kentucky and north of Alabama will you find people playing the fiddle?,fiddle,A. alabama,B. tennessee,C. violin case,D. music store,E. bow and strings
1357,1357,1,What is the name of a place where cargo is stored?,cargo,A. at sea,B. ship's hold,C. aeroplane,D. airplane,E. boat
2488,2488,4,"She got in the car after becoming inebriated, what did she cause afterwards?",becoming inebriated,A. fall down,B. arrest,C. pass out,D. flew out,E. death and destruction
564,564,3,Where do you go to meet a friend who lives close to you?,friend,A. workplace,B. bus station,C. social atmosphere,D. neighbor's house,E. at school
1792,1792,3,A child needs caregivers.  Who are the most common caregivers for a child?,child,A. become adult,B. adult,C. swing set,D. parent,E. father
2887,2887,2,"When you have fun by doing many things that are planned, you are?",have fun,A. do like,B. happy,C. spontaneous,D. work less,E. do enjoy
1613,1613,3,Which horseman of the apocalypse is often depicted next to death?,death,A. battlefield,B. the healer.,C. funeral,D. war,E. hospital
1501,1501,3,Danny hasn't experienced all that it means to be human yet.  He is missing something important.  What might he be missing?,human,A. space shuttle,B. library,C. school,D. love,E. wife
3104,3104,0,"A flea made the dog itch, this is because to feed it can do what?",flea,A. suck blood,B. bite,C. jump,D. lay eggs,E. attack
1432,1432,3,What doorway is likely to have a large wooden door?,doorway,A. home,B. airport,C. skyscraper,D. castle,E. every building
2928,2928,1,"In a barbershop, what is the most important tool the barber uses?",barbershop,A. commercial area,B. razor,C. water,D. city,E. scissors
1700,1700,1,Humans who want a sweet snack can do this instead of having candy?,humans,A. compete with each other,B. eat fruit,C. lay eggs,D. eat burgers,E. draw pictures
504,504,1,What do humans do when they want to reproduce?,humans,A. eat ice cream,B. have sex,C. sit down,D. make mistakes,E. hear sounds
2967,2967,1,What is the result of reaching a tentative agreement?,reach tentative agreement,A. communicate with,B. settlement,C. shake hands,D. celebration,E. part ways
1963,1963,2,What are is most likely to have a kosher deli?,kosher deli,A. food court,B. jewish neighborhoods,C. jewish community,D. italian restaurant,E. jerusalem
3281,3281,2,Why might people go to a party?,people,A. to be alone,B. believe in god,C. enjoy themselves,D. face each other,E. group together
2653,2653,3,Where can you keep your binder on your person between periods of instruction?,binder,A. class room,B. car,C. office supply store,D. backpack,E. bookcase
2808,2808,1,"A cat can't talk, but a cat can what?",cat,A. sleep all day,B. meow,C. shed fur,D. see king,E. live many years
1961,1961,3,Where would a bald eagle be safest?,bald eagle,A. great outdoors,B. in washington,C. toy store,D. nature reserve,E. on a flag
2703,2703,0,Where could one find old opera glasses in a glass case?,opera glasses,A. museum,B. amazon,C. compartment or pocket,D. theater,E. antique store
3503,3503,0,"Joe was running around his home and crossed a property boundary, running into a meticulously manicured rosebush and doing damage to both it and himself.  Where might the rosebush been located?",rosebush,A. neighbor's yard,B. in the ground,C. field,D. nature,E. botanic garden
3762,3762,4,"Humans have a long digestive tract, so what do they do?",humans,A. ocean,B. hear sounds,C. play piano,D. eat meat,E. excrete
4365,4365,3,If something is offered as free pay attention to the small print or it could end up being what?,free,A. captive,B. topfree,C. paying,D. costly,E. ripped off
948,948,2,What do you do to hold loose papers together?,loose,A. tighten,B. packaged,C. bound,D. faithful,E. compact
3119,3119,0,"The police didn't pay any favors, their job was to what?",police,A. force law,B. board vessels,C. arrest,D. arm weapons,E. direct traffic
1158,1158,3,"Sally thought that the people she hired were entertaining, but that was what she expected.  After all, it was what they were what?",entertaining,A. making friends,B. fatigue,C. envy,D. getting paid for,E. appreciate more
3651,3651,3,"The man with Crohn's disease was eating a hamburger, what happened as a result?",eating hamburger,A. electrical circuit,B. tasty,C. have fun,D. indigestion,E. enjoy
61,61,2,A beaver can destroy a machines functionality if they build their dam in this?,beaver,A. strip club,B. pocket,C. millpond,D. ontario,E. lake or river
1235,1235,3,Where would you find pamphlets when they're delivered to your home?,pamphlets,A. drawer,B. health department,C. library,D. mail box,E. on the floor
4223,4223,1,Billy is going to sleep.  What will he be for the next few hours?,going to sleep,A. snoring,B. not awake,C. loss of consciousness,D. latency,E. sleep walking
2026,2026,0,What is learning about the world and it's injustices  likely to cause?,learning about world,A. anger,B. loss of innocence,C. happiness,D. pleasure,E. enlightenment
1035,1035,1,Finding information in an old library requires what in a card catalog?,finding information,A. chewing,B. searching for,C. ask questions,D. logic,E. time
762,762,1,What eastern state is home to a mountain?,mountain,A. switzerland,B. pennsylvania,C. picture,D. asia,E. austria
4889,4889,4,"He was back in his hometown, he was planning on having fun and doing what?",having fun,A. being understood,B. hug,C. rambling,D. kiss,E. visiting friends
274,274,1,"The whole family was playing cards, they were full of joy and what?",playing cards,A. sadness,B. happiness,C. amusement,D. losing money,E. anger
2224,2224,1,"The kids showed excitement getting ready and getting in the car, they were ready to what?",excitement,A. express information,B. go somewhere,C. dance,D. library,E. fix the car
2792,2792,1,If you need to go on stage but the stage is elevated you must do what?,go on stage,A. have talent,B. climb stairs,C. in play,D. crawl,E. teach
2437,2437,0,"The elephants had way more personality than he expected, he found the younger ones were quite playful and what?",elephants,A. cute,B. large,C. very big,D. clear tree trunks away,E. sweet
3027,3027,4,John climbed a terrace from his balcony in order to sneak out and get an authentic pizza.   Where might John be?,terrace,A. ocean,B. southern europe,C. japan,D. rice paddy,E. italy
3188,3188,2,"The person was always using mouthwash, why were they doing that?",person,A. headache,B. to quench thirst,C. white teeth,D. source of income,E. fair trial
453,453,3,How can an artist commemorate a horse forever.,horse,A. hoof,B. kentucky derby,C. race track,D. painting,E. triple crown
273,273,3,"i like to examine different things,why do books the chapters on the back",curiosity,A. examine thing,B. go somewhere,C. knit,D. read book,E. see particular program
1836,1836,2,What could cats do if they were taller?,cats,A. annoy,B. eat meat,C. open doors,D. need food,E. jog
4476,4476,2,"The man was in a rut of selfish thoughts and decided to commit suicide, he didn't think of the what it would cause others?",commit suicide,A. would die,B. dying,C. pain,D. jubilation,E. end life
1162,1162,4,Dan thought that he was bad.  But hid Queen disagreed.  She knighted him.  She thought he was what?,bad,A. exceptional,B. upright,C. choice,D. sufficient,E. worthy
3679,3679,1,"The man had spent all day collecting old appliance and such, he took the metal to get scrapped where?",metal,A. car,B. junkyard,C. instruments,D. ore,E. farm
2975,2975,4,What is an effect of playing football too carelessly?,playing,A. satisfaction,B. competitiveness,C. learning,D. making new friends,E. injuries
931,931,3,Where could you find a theater which only has unpaid actors?,theater,A. shopping mall,B. hospitals,C. populated area,D. school,E. military base
729,729,0,Bob is in a dressing room.  He's putting on waterproof trunks and goggles.  What sort of facility is he most likely visiting?,dressing room,A. swimming pool,B. actors and actresses,C. fancy restaurant.,D. gym,E. theatre
1459,1459,0,When having food it is common to do what other act of consumption?,having food,A. drinking,B. playing poker,C. sit,D. talk,E. being greedy
167,167,0,What could a massive building be if it is not constructed well?,massive,A. insubstantial,B. massless,C. dwarf,D. inconsequential,E. good
1128,1128,2,What might one use to figure out the best route for travelling?,route,A. atlas,B. post office,C. map,D. get to specific place,E. phone
1085,1085,2,Where is a good place for a window in a house?,window,A. restroom,B. building,C. wall,D. classroom,E. space shuttle
4687,4687,1,"He could make even the average story dramatic, he had a knack for being what?",average,A. uncommon,B. hyperbolic,C. special,D. small,E. simple
3934,3934,2,Sometimes just expressing yourself is the best way to be what?,expressing yourself,A. communication,B. fun,C. understood,D. ease tension,E. suffering
3550,3550,4,"Humans often have hunting instincts, so what do they do?",humans,A. excrete,B. cry,C. play piano,D. make mistakes,E. eat meat
