,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
1780,1780,0,Brian was a soldier.  he just got word that he was called back to active service.  He'd have to do what soon?,soldier,A. report for duty,B. wait for orders,C. fight for freedom,D. obay,E. receive orders
1857,1857,4,Where can you find a story in print?,story,A. bookstore,B. school,C. newspaper,D. past,E. book or magazine
1228,1228,4,"She got home and needed to put away her shirts, where did she put them?",shirts,A. buttons,B. suitcase,C. washing machine,D. sporting goods store,E. closet
4973,4973,3,What is the opposite of to dignify someone?,dignify,A. humiliate,B. mortify,C. demean,D. demean,E. shame
3091,3091,2,"Their food was the same every where you went, the fast food restaurant was standard from Los Angeles to where?",fast food restaurant,A. big cities,B. america,C. new york,D. los angeles,E. center of town
3505,3505,2,How do you signal that you are agreeing with someone on a deal?,agreeing with,A. lie,B. nodding,C. shaking hand,D. nod and smile,E. whistle
1283,1283,3,What part of us is virginia in?,virginia,A. north,B. minnesota,C. united states,D. south,E. virginias
4181,4181,1,When he couldn't hear the sickness in her voice over the phone anymore he told the object of his love you what?,object,A. appear,B. sound well,C. become broken,D. belong to person,E. gain speed
3695,3695,0,John was disgusted when he opened this and saw mold.  What is this?,mold,A. refrigerator,B. breadbox,C. carpet,D. pizza box,E. cellar
3143,3143,2,In any city you usually see a high rise where?,high rise,A. residential area,B. san francisco,C. downtown,D. suburbs,E. detroit
482,482,0,"If I wanted to see a lizard in its natural habitat but I do not speak Spanish, where would I go?",lizard,A. utah,B. south america,C. new hampshire,D. japan,E. new mexico
2141,2141,4,"If your evening meal isn't served on a dish, at what kind of eatery are you eating?",meal,A. plate,B. dinner,C. food market,D. near perfection,E. fast food restaurant
1191,1191,0,Sarah was not a little girl anymore.  She learned the hard way when buying new clothes.  What size might she have worn?,little,A. large,B. big,C. see work,D. lot of,E. bog
3018,3018,2,If no one wants chicken what round nourishment is a safe bet?,chicken,A. freezer,B. plate,C. pizza,D. beef,E. fast food restaurant
4764,4764,2,Where do you use condoms?,condoms,A. supermarket,B. dick,C. bedroom,D. medicine chest,E. bed
398,398,1,"The old barn was beyond repair, they had to destroy it before they could what a new one?",destroy,A. make,B. raise,C. entice,D. build,E. fix
4242,4242,0,"They're living conditions put restrictions on their pet ownership, they only had a small dog because they lived where?",small dog,A. small apartment,B. backyard,C. big house,D. living room,E. mansion
4319,4319,0,A valid contract has to be?,contract,A. signed,B. revised,C. rejected,D. written in blood,E. written on paper
3001,3001,3,If you've already received your drinks what is a waiter likely going to do next?,waiter,A. set table,B. present bill,C. wears black,D. serve food,E. talk
856,856,2,Remembering past successe is likely to cause what?,remembering,A. problems,B. crying,C. inspiration,D. trauma,E. nightmares
2575,2575,0,Where is there a very large graveyard?,graveyard,A. arlington,B. city,C. every town,D. church grounds,E. on the ocean
306,306,0,How can you get in shape if there is no land nearby?,get in shape,A. swim,B. jog,C. excercise,D. work out,E. rock climb
369,369,0,Where do farmers keep toothpicks?,toothpick,A. mouth,B. grocery store,C. constructing models,D. shed,E. box
231,231,0,How is someone who loves their TV likely to feel about their remote?,remote,A. attached,B. nostalgic,C. companionable,D. likely,E. close
31,31,1,"He wanted a house that was gated off from other places, where should he start looking?",house,A. neighborhood,B. subdivision,C. city,D. suburbs,E. street
4614,4614,0,Where might you feel cramped in a cubicle?,cubicle,A. work,B. bank,C. constructing office space,D. home office,E. office building
1604,1604,4,How does water become ice?,ice,A. become water,B. cool drink,C. cool off,D. melt,E. form crystals
3841,3841,4,What is something that comes from your voice?,voice,A. volume,B. loud,C. being heard,D. beautiful,E. sound
985,985,2,Danny hated helping people.  It always brought what?,helping,A. satisfaction,B. good feelings,C. complications,D. feel good about yourself,E. stress
3968,3968,4,John went into the front garden of his palatial mansion.  Where might his mansion be located?,front garden,A. sunny yard,B. urban area,C. front yard,D. outside of house,E. michigan
1304,1304,2,Where are magazines usually old?,magazines,A. library,B. market,C. doctor,D. table,E. library
4402,4402,4,"James got a teabag and boiled some tea, he then poured it into a container, put it away, and went back to his computer.  Where did he put the tea?",tea,A. cup,B. internet cafe,C. cupboard,D. teapot,E. refrigerator
1699,1699,0,where do humans go to escape cities?,humans,A. country,B. movie theatre,C. country,D. park,E. university
3862,3862,2,John and George are camping together.  They're sitting around a pile of sticks and john is lighting a match.  Why is john lighting a match?,lighting match,A. illumination,B. set on fire,C. make fire,D. making flame,E. frustration
2540,2540,2,Where would you go to get maps that cannot be bought?,maps,A. cabinet,B. guide drivers,C. library,D. internet,E. bookstore
3160,3160,4,John put the book in his pack and then went off to work.  Where might he be working?,book,A. public library,B. backpack,C. briefcase,D. suitcase,E. synagogue
140,140,2,Letters are sometimes delivered by hand through one of these.,letters,A. mail box,B. suitcase,C. front door,D. bowl,E. post office
2064,2064,4,"He had a lot on his plate opening business, this cause a lot of what?",opening business,A. headaches,B. making money,C. success,D. failure,E. stress
4503,4503,4,"Sarah tried to manage the evacuation, but it was difficult.  She needed special supplies because all around them was what?",excavation,A. egypt,B. work area,C. hospitals,D. city,E. desert
1603,1603,0,Who might end up with a wound from lying in bed?,wound,A. patient,B. hospital,C. emergency room,D. senior citizen,E. injured person
2337,2337,3,Where might a person go if they need urgent care for a wound?,wound,A. body,B. injury,C. patient,D. emergency room,E. hospital
2917,2917,3,Which side of Africa is the Indian Ocean on?,indian ocean,A. earth,B. west,C. asia,D. east,E. southern hemisphere
2641,2641,3,What type of home does a spider live in?,spider,A. basement,B. in trees,C. mail box,D. web,E. cellar
2627,2627,0,Sam eat a big dinner.  He eventually stopped having food because he experienced a pleasant sensation.  What did he experience?,having food,A. feeling of fullness,B. weight gain,C. nausea,D. not hungry,E. upset stomach
4016,4016,1,"Residents though the city should manage garbage waste, so what did the city create to handle it?",garbage waste,A. garbage can,B. garbage dump,C. sewer,D. street,E. gutter
2084,2084,0,Where do you bring empty food cans?,food can,A. recycling center,B. store,C. backpack,D. house,E. supermarket
3578,3578,1,"If I wanted to buy a chess pawn, where would be a good place to look?",chess pawn,A. small case,B. toy store,C. game store,D. chess game,E. cheese shop
3756,3756,2,What is something you do when you want to see someone?,something you,A. make noise,B. make payments,C. make time,D. make a mess,E. take time
2750,2750,3,Where would you put a dead body if you do not want anyone to find it and you do not have a car?,dead body,A. trunk,B. corner of two streets,C. police station,D. basement,E. funeral
3318,3318,1,What is good way to break boredom for kids?,boredom,A. play chess,B. play games,C. play basket,D. play cards,E. watch film
2916,2916,4,"The building was ready for flooring, and that's where the flooring who came in to the picture?",building,A. builders,B. architect,C. target,D. tornado,E. tradesmen
1104,1104,1,What is likely the result of falling from a height?,falling,A. pain,B. broken bones,C. going down,D. diving,E. injuries
2047,2047,1,How is someone likely to feel about a person hurting someone else?,hurting else,A. feel remorse,B. will resent,C. angry,D. feel sad,E. bad karma
3135,3135,4,James imported ugly cabinets because they were cheap.  They wouldn't be seen so it didn't matter what they looked like.  Where might they be installed?,cabinets,A. kitchen,B. planes,C. mexico,D. bathroom,E. pantry
2340,2340,0,"Greg couldn't pay the cash advance fee, and thus was dinged for what?",advance,A. late payment,B. going backward,C. retreat,D. late payment,E. basic
4676,4676,4,How can a farmer get more work done?,farmer,A. plant cows,B. water plants,C. can produce,D. raise crops,E. rise early
1784,1784,3,Where would you put some coffee if you are thirsty?,coffee,A. container,B. internet cafe,C. starbucks,D. cup,E. supermarket
2863,2863,0,"The trees formed a forest, what did they do?",trees,A. stand together,B. branch out,C. it will give rain,D. produce fruit,E. grow bigger
788,788,2,What is a person likely to feel when they are abandoned by everyone after they stop being married to someone else?,stopping being married to,A. grief,B. solo,C. isolation,D. pleasure,E. happiness
4197,4197,4,What should you put on the floor?,floor,A. closet,B. pet shop,C. house,D. table,E. desk
3569,3569,4,Where are hot dogs are a commonly sold item away from a grocery store?,hot dogs,A. park,B. disneyland,C. churro stand,D. bowling alley,E. sporting event
1317,1317,1,"If a person is shy, what do they feel when meeting people for the first time?",meeting people,A. anxiety,B. stress,C. being bored,D. smile,E. making new friends
2532,2532,0,What does it mean when I have to do something not optional,optional,A. mandatory,B. nonelective,C. obligatory,D. lazy,E. compulsory
4971,4971,2,"South America is in winter when North America is in summer, this is because it is located where?",south america,A. occident,B. america,C. southern hemisphere,D. far,E. western hemisphere
3914,3914,4,"She had locked her key in her car again, but luckily she always kept a spare in her what?",key,A. own home,B. front door,C. pocket,D. garden gnome,E. purse
396,396,2,"John was stuck in his house.  He couldn't get out the door.  He was very frightened when the smoke detectors went off, but luckily it was a false alarm.  Why might he be stuck?",house,A. fire,B. belong to,C. winter storm,D. face south,E. burn down
2614,2614,1,Where would green beans be found directly before eating?,green beans,A. bathroom,B. plate,C. container,D. farmer's market,E. mouth
883,883,2,Why does she sing so much?,sing,A. insane,B. annoy people around,C. enjoy,D. inhale,E. had good voice
850,850,3,Where would you hear a viola along side many other string and brass instruments?,viola,A. symphony,B. band,C. create music,D. orchestra,E. string quartet
3452,3452,0,Where do fountains tend to exist?,fountain,A. public place,B. courtyard,C. city,D. rome,E. police station
2087,2087,0,Where would you find the closest items made from wood?,wood,A. own home,B. lumberyard,C. electric store,D. carpet,E. boat
251,251,3,Behind what small door are canned goods usually kept in?,canned goods,A. cabinet,B. pantry,C. kitchen,D. cupboard,E. shelf
3821,3821,0,Where might shoes be found under?,shoes,A. bed,B. closet,C. rug,D. table,E. a water buffalo
589,589,0,What do people do to pass time before they can use electronics when fly in airplane?,fly in airplane,A. read,B. passenger,C. land plane,D. fly the plane,E. buy tickets
3887,3887,0,Where did he put the newspaper for his new puppy's leaks?,newspaper,A. floor,B. jail,C. next door,D. library,E. porch
3269,3269,3,Who would you go to if you wanted a picture of a thermometer?,thermometer,A. cabinet,B. doctor's office,C. hospital,D. drawer,E. camera
2182,2182,4,Where are doctors known for going in their off time?,doctor,A. nursing home,B. emergency room,C. medical office,D. school,E. golf course
1917,1917,4,Someone who is not a citizen of your country is considered to be what?,citizen,A. foreigner,B. countryfolk,C. immigrant,D. subject,E. alien
2172,2172,0,"I need to buy frozen food locally in the smaller shop, where would I go?",frozen foods,A. grocery store,B. supermarket,C. refrigerator,D. freezer,E. fridge
2095,2095,3,Where in a town would you see trees near houses?,trees,A. orchard,B. conservation land,C. countryside,D. yard,E. surface of earth
1343,1343,4,"Sam thought that his efforts were necessary, but in reality the accomplished nothing.  They were what?",necessary,A. superfluous,B. useless,C. swap cs,D. unneeded,E. useless
1407,1407,4,"The drink was very sweet.  To maintain his calorie count, John thought that he should have less what?",drink,A. throw up,B. food,C. coffee,D. stumble,E. food
4757,4757,2,"The teacher is answering questions, why?",answering questions,A. people will understand,B. embarassment,C. children will learn,D. teaching,E. helping
3459,3459,1,Where is likely to have an open air market?,market,A. city,B. village,C. field,D. rural area,E. buy fresh vegetables
3860,3860,1,"THe apiarist bought a new queen, where was the queen bound?",queen,A. england,B. beehive,C. farmyard,D. monarchy,E. deck of cards
2784,2784,3,Where is a crab likely to enjoy it's food?,crab,A. fish market,B. chinese market,C. delicious meal,D. tidal flats,E. crabcakes
3575,3575,4,What do people do to pass time when washing clothes?,washing clothes,A. money,B. watch tv,C. getting wet,D. study,E. singing
2119,2119,2,Superman refuses to kill.  He does this because he feels that every life is what?,life,A. short,B. finite,C. important,D. good,E. created
2551,2551,1,Where are trees likely to be very thick?,trees,A. orchard,B. forest,C. state park,D. countryside,E. jungle
387,387,1,What could be happening near you if the ground is getting wet?,getting wet,A. solidifying,B. melting,C. getting cold,D. feeling cold,E. skin rash
4482,4482,4,"The students were all told to sit quietly, the trouble child stayed quiet but would not what?",sit quietly,A. listen,B. lay down,C. alone,D. meditate,E. sit down
2253,2253,0,"The trainer told him to keep doing the same exercise, he said he had to keep doing it until he what?",exercise,A. get tired,B. lose weight,C. aerobic activity,D. fatigue,E. drink water
3714,3714,3,Where can you go to thousands of bus station?,bus station,A. busy city,B. maps,C. portland,D. city centre,E. street
529,529,4,Where are seats most likely bleachers?,seats,A. movies,B. opera,C. theater,D. lecture hall,E. hockey game
3743,3743,0,What popular clothing retailer often has a fitting room to try on clothing?,fitting room,A. gap,B. car dealership,C. department store,D. mall,E. appropriate
1886,1886,2,"Talking to others can make you feel better, but when the people you talk to are mean, then can cause what?",talking,A. dry mouth,B. changing behavior,C. hurt feelings,D. communicating with others,E. anger
4651,4651,0,Where do fans watch people kick a ball?,fans,A. soccer game,B. hockey game,C. olympics,D. sporting event,E. stadium
2181,2181,0,Where do you go when you're about to board a vehicle on railing?,railing,A. railway station,B. deck,C. flight of stairs,D. porch,E. bus station
2717,2717,0,Where would one hope to not find a jellyfish?,jellyfish,A. japanese restaurant,B. hawaii,C. pacific ocean,D. bathtub,E. salt water
308,308,0,The cabinets were imported from the south. John bought they because he knew that they would look good.  Where might they be installed?,cabinets,A. kitchen,B. pantry,C. containing pots and pans,D. in a flight,E. mexico
4557,4557,2,Sam spent most of his time standing up.  His job was hectic and he never got any rest. But he was the best cashier at his workplace.    Where might he work?,cashier,A. bookstore,B. count till,C. supermarket,D. shop,E. preschool
4195,4195,2,"The soldiers raised their rifles toward the invading soldiers with hate, what are they looking to do?",hate,A. destroy enemy,B. wage war,C. fight enemy,D. have lunch,E. stab to death
238,238,1,What would you change the learning process to be if someone does not like learning?,learning,A. interesting,B. fun,C. joyful or painful,D. very important,E. free
3797,3797,1,What do dogs get that make them itch?,dogs,A. bones,B. fleas,C. bad breath,D. wagging tails,E. four legs
1512,1512,4,Where does the red cross respond to a storm?,storm,A. summer,B. tropics,C. blue shield,D. weather report,E. america
2797,2797,1,"The couple decided the new shades didn't match the old wall color, where did they go next?",shades,A. forest,B. paint store,C. house,D. neighbor's house,E. windows
2915,2915,4,What does a town make up a small part of?,town,A. rural areas,B. city,C. countryside,D. train station,E. state
2331,2331,3,What country currently contains the river danube?,danube,A. yugoslavia,B. austria,C. nile,D. bulgaria,E. czechoslovakia
1823,1823,0,"If paramedics are trying to rescue someone who tries to hit them, what will they have to do with their hands?",rescue,A. bind,B. abandon,C. hurt,D. kidnap,E. endanger
3181,3181,4,Where would you put a vase on your wall?,vase,A. cabinet,B. windowsill,C. table,D. fall off shelf,E. shelf
333,333,1,"The priest pushed for more orthodox behavior, what kind of behavior was he trying to stop?",orthodox,A. liberal,B. heretical,C. recalcitrant,D. conservadox,E. heretical
2645,2645,3,What could happen if you are hiking and you are wearing too many clothes?,hiking,A. float,B. smile,C. cramps,D. sweating,E. adventure
2865,2865,0,Where would a brave squirrel be found?,squirrel,A. street,B. forest,C. tree,D. yard,E. park
1967,1967,3,What will be made easier during good weather in the winter?,good weather,A. climb,B. travel,C. ride bike,D. travel,E. go somewhere
4616,4616,4,You don't usually find a mall in what areas outside big groups of people?,mall,A. downtown,B. large city,C. montana,D. urban area,E. suburbs
1141,1141,4,They party animals starting drinking in the evening and weren't done until when?,evening,A. afternoon,B. dusk,C. daytime,D. night,E. dawn
2028,2028,2,What city is known for having a nightclub scene?,nightclub,A. new-york,B. major city,C. manhattan,D. downtown area,E. building
4945,4945,3,"After a while playing, what was happening to the children?",playing,A. fights,B. competitiveness,C. having fun,D. getting tired,E. learning
4770,4770,1,What can learning about the world from a shut in lead to?,learning about world,A. enlightenment,B. confusion,C. understanding,D. cynicism,E. sadness
3056,3056,2,What would be built on a foundation of rock?,rock,A. pillars,B. mountains,C. bridge,D. mountain range,E. surface of earth
2348,2348,3,All humans store urine in what organ?,all humans,A. feelings,B. names,C. naval,D. bladders,E. bladders
715,715,3,"If I wanted to thank someone for saying I have done a good job, what would I do?",thank,A. smile,B. shake hands,C. express gratitude,D. say you're welcome,E. appreciate compliment
1914,1914,0,"Some people get carried away with shopping, they'll often be buying products they wouldn't even find themselves what?",buying products,A. being able to use,B. disagreements,C. spending money,D. economic boom,E. wrapping
1614,1614,1,How might people acting quirky and abnormal be described as?,people,A. kind,B. weird,C. odd,D. stupid,E. strange
4993,4993,4,Where would you get a radio if you do not have one?,radio,A. school,B. space shuttle,C. trunk,D. stalk,E. shop
2294,2294,2,A cat is a carnivore which means they don't do what?,cat,A. get wet,B. wool sweater,C. eat vegetables,D. hunt prey,E. sharp claws
849,849,2,Bill bought an upright piano but didn't have anywhere to put it because he lived where?,upright piano,A. band,B. music room,C. college,D. university,E. house
485,485,0,"The man took 3 hours every morning for grooming, what is the likely result with his job?",grooming,A. tardiness,B. looking good,C. injury,D. vacation,E. neatness
4475,4475,1,What might happen after buying too much beer?,buying beer,A. self control,B. intoxication,C. pleasure,D. problems,E. relaxation
3005,3005,3,Where would you not be able to see light?,light,A. desk,B. fridge,C. sun,D. attic,E. universe
4644,4644,0,When do you bring a clock to a clockmaker?,clock,A. stop working,B. store,C. time event,D. tell time,E. wind down
4834,4834,3,What happens if you mess up while skating?,skating,A. having fun,B. fly to the moon,C. may fall,D. can fall,E. get cold
2289,2289,1,What can a child do to quietly pass the time?,child,A. brood,B. read book,C. become adult,D. ask questions,E. clean room
519,519,2,What is someone watching a person who is playing guitar doing?,playing guitar,A. auditioning,B. hear sounds,C. listening to music,D. making music,E. arthritis
1515,1515,0,"The dog loved to run after ball, it would do it over and over until it would what?",run after ball,A. get tired,B. ball stopped,C. fall and hurt yourself,D. breathe,E. catching
602,602,3,What area is likely to contain a large village?,village,A. rural area,B. big city,C. suburbs,D. ohio,E. countryside
3991,3991,3,Where might you find dirt on a place you would see a gutter and rubber hit it regularly?,dirt,A. race track,B. bed,C. ground,D. street,E. subway
3330,3330,1,Why do people want to have fun?,have fun,A. have sex,B. enjoy yourself,C. waste time,D. laughter,E. spontaneous
3155,3155,3,"Having a dog is a responsibility.  To prevent overpopulation you should have them fixed.  And, of course, they also do what?",dogs,A. ball stopped,B. reproduce,C. go outside,D. need food,E. own people
1683,1683,3,Where is an inexpensive place to have a reception?,reception,A. outside,B. wedding party,C. restaurant,D. church basement,E. country club
2149,2149,0,"Someone is putting is carpeting that can handle shoes and heavy foot traffic, where is it being installed?",carpeting,A. gym,B. home or office,C. bedroom,D. church,E. houses
3460,3460,3,What happens after having food too much?,having food,A. being full,B. laziness,C. weight gain,D. getting fat,E. will not starve
3319,3319,0,Where are you not likely to find an apple tree?,apple tree,A. new york,B. washington state,C. valley,D. rainforest,E. park
2655,2655,1,"Lilly went bathing fife times a day, but this wasn't good for her.  It resulted in what?",bathing,A. cleanliness,B. dry skin,C. skin damage,D. nudity,E. tension to ease
3161,3161,0,What do airplanes do as they are beginning to take off?,airplanes,A. speed up,B. carry people,C. stop,D. slow down,E. crash
3472,3472,4,Bill suffered from boredom. He'd stare off and do what?,boredom,A. work,B. see visions.,C. fiddle,D. play games,E. dream
1310,1310,3,He wore out his dictionary as he worked on his what?,dictionary,A. determine word's definition,B. thesaurus,C. eat cake,D. novel,E. encyclopedia
92,92,2,"The teacher told all the students that listening was key, it was the main way they would gain what?",listening,A. empathy,B. anxiety,C. knowlege,D. falling down,E. hear things
3139,3139,2,What kind of object would you need to see something dirty underground?,dirty,A. bed,B. ground,C. bright,D. clean,E. sportsmanlike
2663,2663,0,"She felt so alone on campus, she just wanted to be what?",alone,A. with someone,B. together,C. in crowd,D. many people,E. confined
4253,4253,1,What do you do to learn new things for a test?,learn new,A. television,B. study,C. go to school,D. ask questions,E. fun
527,527,3,What could you do if you want to listen to music?,music,A. skate,B. play piano,C. fiddle,D. play piano,E. have fun
4839,4839,3,"James shaved, but this left a lot of hair where?",hair,A. arm,B. person's head,C. floor,D. sink,E. moustache
2452,2452,2,John can't eat lunch right now.  He does not what?,eat lunch,A. get food,B. prepare food,C. have food,D. buy food,E. need food
1506,1506,3,"She had a bad habit of washing hands over one thousand times a day, what did she experience as a result?",washing hands,A. health,B. become wet,C. skin irritation,D. dry skin,E. medium
2122,2122,1,"His rural dental office was never crowded, but since moving where it has been nonstop crowded?",dental office,A. medical building,B. urban area,C. strip mall,D. city,E. metro area
2620,2620,4,"Being jobless for 6 months, he had an interview after applying for a job, what did he feel?",applying for job,A. nausea,B. rejection,C. working hard,D. frustration,E. stress
640,640,1,What divider stores papers for work or school?,divider,A. street,B. binder,C. obesity,D. living room,E. office suite
3573,3573,0,If you like your jeans already broken in where should you shop?,jeans,A. thrift store,B. clothing store,C. outside,D. closet,E. gap
630,630,3,George ruined the surprise.  How did he do so?,surprise,A. hiding,B. accidentally,C. expectation,D. knowingly,E. planned
2495,2495,4,"You go through a lot of training to be a soldier, this is to prepare you to do what?",soldier,A. follow orders,B. wait for orders,C. follow instructions,D. fight for freedom,E. fight enemy
508,508,0,Where is a monkey likely to be found in the rainforest?,monkey,A. tree tops,B. rain forest,C. zoological gardens,D. great outdoors,E. zoo
228,228,4,"Jackson is a popular city name, but the one with a governor's office is where?",jackson,A. michigan,B. wyoming,C. mississippi,D. tennessee,E. mississippi
2791,2791,4,How do people see the sky?,sky,A. place on earth,B. photo,C. atmosphere,D. beautiful,E. looking up
926,926,2,What are adult people usually expected to do?,people,A. shake hands,B. own property,C. pay bills,D. smoke,E. talk to each other
710,710,4,James was a student who had a report that is due tomorrow.  Where might he spend most of his time today?,student,A. university,B. college class,C. class room,D. classroom,E. library
2987,2987,0,What is the difference between one having solidity?,solidity,A. openness,B. fluidity,C. hollowness,D. weakness,E. instability
1295,1295,4,Where can you find many musician with people listening to them?,musician,A. studio,B. music store,C. stage,D. symphony,E. orchestra
3098,3098,0,What area is likely to use a ring road to connect cities?,ring road,A. european city,B. town,C. freeway system,D. cars,E. freeway
2190,2190,1,"Billy found it easy to divide 9, because 9 was a what of 3?",divide,A. multiply,B. multiple,C. unite,D. multiplication,E. multiple
3190,3190,2,What vehicle uses a tow chain?,chain,A. motorbike,B. jewelry store,C. tow truck,D. trailer,E. gear shift
4434,4434,4,What would you do to numbers that are positive integers to get a result that is at most twice as large?,numbers,A. divided,B. subtract,C. written down,D. multiplied,E. added up
3512,3512,2,What could you put your foot under?,foot,A. sock,B. desk,C. table,D. shoe,E. bar
1384,1384,4,John spent an hour in the bath just relaxing.  He enjoyed the sensations of it. He liked doing what?,relaxing,A. invigorating,B. being clean,C. fall asleep,D. deep breathing,E. feeling good
137,137,0,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",alcoholic,A. prison,B. bridge,C. locked up,D. homeless shelter,E. neighbor's house
1889,1889,0,Where might someone drive through rows of apple tree?,apple tree,A. countryside,B. mountains,C. front yard,D. wisconsin,E. washington state
2299,2299,4,Where would you go if you wanted to buy clothes as well as other things?,clothes,A. house,B. closet,C. beach,D. clothing store,E. mall
3252,3252,1,"What could happen to you if someone threatens to charge you with obstructing justice, even if he or she does not do it?",obstructing justice,A. get arrested,B. fear,C. getting arrested,D. going to jail,E. fined
4086,4086,2,Where are you likely to find a comforter in many beds?,comforter,A. livingroom,B. outside,C. world,D. babies mouth,E. cedar chest
135,135,4,What might a kid do with his friend before going to play?,going to play,A. laugh,B. sit,C. being entertained,D. math,E. meet
4278,4278,1,"He truly was a marathon runner, even after running twenty six miles he wasn't even beginning to what?",running twenty six miles,A. vomit,B. getting tired,C. excruciating pain,D. tiredness,E. death
4169,4169,4,What fruit growing area is not likely to contain an apple tree?,apple tree,A. washington state,B. orchid,C. farmland,D. grape vineyard,E. vineyard
4729,4729,1,"He was her uncle, and she was his what?",uncle,A. aunty,B. niece,C. boy,D. older generation,E. aunts house
3308,3308,1,If you want to go on vacation what do you need to afford the trip?,go on vacation,A. sell your house,B. save money,C. pack,D. have money,E. vacate
2353,2353,4,"The man needed to visit the shopping arcade but wanted to avoid crowds, where did he go?",shopping arcade,A. busy city,B. shopping mall,C. canada,D. high street,E. town
3904,3904,2,Jennifer wanted to connect with other people.  But she was abrasive and clingy. Her attempts to get closer just did what to her connections?,connect,A. had to say,B. separate,C. sever,D. pull apart,E. sever
108,108,0,"If you're speaking to a lawyer about getting a divorce, what relationship status are you trying to end?",getting divorce,A. being married,B. sisters,C. marriage,D. two people,E. lawyer
526,526,2,"He got a job dancing and waving an advertisement, he got to be outside instead of stuck inside the what?",advertisement,A. advertisement,B. magazine,C. store,D. web page,E. bus
4277,4277,1,Where would you put your foot if it is already covered in cloth?,foot,A. desk,B. shoe,C. ground,D. sock,E. table
1978,1978,4,What is a square constructed of?,square,A. peanut butter and chocolate,B. four right angles,C. four corners,D. squarial,E. four sides
3925,3925,0,"She couldn't wait to see the performance, she stood in the line for the box office where?",box office,A. theatre,B. venue,C. theater district,D. movie theater,E. ballpark
4345,4345,4,From where can you take home a highlight?,highlighter,A. case,B. office drawer,C. marker store,D. desk drawer,E. office supply store
3869,3869,1,Where does a heifer end?,heifer,A. barnyard,B. slaughter house,C. farm house,D. stockyard,E. butcher shop
4680,4680,2,Where in a house can you find toilet paper?,toilet paper,A. grocery store,B. cabinet,C. bathroom,D. kitchen,E. rest area
3894,3894,4,Where could I find a paper clip?,paper clip,A. file cabinet,B. file folder,C. hospital,D. cabinet,E. desk drawer
593,593,2,Where is a good place to sore a wind instrument in you home?,wind instrument,A. under bed,B. symphony,C. music room,D. band practice,E. music store
3222,3222,2,George liked hunting foxes.  Where might he go to do so?,fox,A. hen house,B. painting,C. virginia,D. california,E. lion's den
4385,4385,2,If you're needing to gain more land and have few resources what do you have to do?,gain more land,A. buy land,B. buy property,C. save money,D. earn money,E. work
4880,4880,1,What happens when someone is resting when they are tired?,resting,A. time passes,B. fall asleep,C. going to sleep,D. lying down,E. snore
4344,4344,2,In what room would you expect to find the sugar?,sugar,A. cupboard,B. container,C. kitchen,D. bedroom,E. neighbor's house
1496,1496,3,"He had said he would cook dinner, but first he needed to what?",cook dinner,A. hungry,B. buy a kitchen,C. buy food,D. buy groceries,E. eat food
2169,2169,3,A violin and three other instruments play in what?,violin,A. orchestra,B. rock band,C. school,D. string quartet,E. music room
1312,1312,0,"Sean wanted to go to the Met, so he took a subway stop in what city?",subway stop,A. new york city,B. toronto,C. large city,D. large city,E. metropolis
2109,2109,1,Everyone is special. Everyone has what?,everyone,A. feelings,B. unique personality,C. values,D. experiences,E. different standards
3999,3999,3,Where is a cow likely to be happy at night?,cow,A. countryside,B. slaughter house,C. barnyard,D. stable,E. grocery store
713,713,0,A school is most likely to be located in what sort of zone?,school,A. residential neighborhood,B. community,C. building,D. prague,E. every city
887,887,1,"The mother was worried about all the spills, so she bought a rug for under the what?",rug,A. persia,B. table,C. living room,D. house,E. desk
2571,2571,3,"What would you do if you want to eat dinner, but do not have any raw ingredients?",eat dinner,A. cook food,B. cook food,C. prepare food,D. buy food,E. have food
2494,2494,4,Where would a person go for a wound that wasn't urgent?,wound,A. emergency room,B. library,C. injured person,D. patient,E. hospital
3261,3261,2,She had not been back to work since a bad incident what is she likely to feel upon return?,returning to work,A. stress,B. lonely,C. anxiety,D. depression,E. conversation
2389,2389,1,What is the opposite of progressive?,progressive,A. conservative,B. regressive,C. reactionary,D. stable,E. non progressive
3476,3476,2,James went to wipe the dust off of everything in his kitchen.  He carefully removed a poster and dusted behind it.  Where might the poster have been?,dust,A. shelf,B. closet,C. fridge,D. drawer,E. table
4720,4720,2,What can smoking lead to?,smoking,A. ill health,B. heart attach,C. lung disease,D. death,E. pleasure
1649,1649,3,"Killing people wasn't enough for him, he was out for revenge and wanted to cause them what?",killing people,A. anger,B. joy,C. vengeance,D. anguish,E. terrible
1819,1819,4,where would a good newspaper boy put a paper in the rain?,newspaper,A. library,B. lawn,C. trash,D. roof,E. front door
142,142,0,"If somebody likes temperatures cool, they might have more than one electric fan where?",electric fan,A. home,B. hardware store,C. home,D. hot room,E. office
212,212,2,Where can peanut butter be stored?,peanut butter,A. container,B. supermarket,C. pantry,D. sandwich,E. jar
4894,4894,0,Why would a camper start burning logs?,camper,A. make breakfast,B. light fire,C. go swimming.,D. pack or bag,E. go hiking
4125,4125,2,"The teacher told her students to listen, what did she want from them?",listen,A. able to hear,B. concentrate,C. pay attention,D. stop talking,E. eyes on her
