,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
1047,1047,1,What is killing usually thought of as?,killing,A. funeral,B. horrible,C. remorse,D. premeditated,E. going to jail
4974,4974,2,What could stop someone from staying healthy?,staying healthy,A. live long,B. sadness,C. injury,D. long life,E. happiness
4714,4714,0,"To learn something new, what is something an adult can take?",student,A. college class,B. library,C. school,D. classroom,E. university
2332,2332,3,What was used to cut through royal necks in the French Revolution?,neck,A. knives,B. shoulder,C. giblets,D. guillotine,E. bottle
3090,3090,3,What goes well with drinks?,drinks,A. show,B. bar,C. soda,D. dinner,E. refrigerator
2212,2212,2,Where is the closest dining table not in your home?,table,A. conference,B. livingroom,C. neighbor's house,D. white house,E. card room
991,991,1,"When a snake prefers warm, sunny weather, where would it likely want to live?",snake,A. pet shops,B. new mexico,C. white house,D. arctic,E. garden of eden
2394,2394,2,What do you do to get ready to compete in body building?,compete,A. smart,B. sign up,C. train,D. good at,E. start
3596,3596,2,The fingers do this with the hand. What is it?,hands,A. sign language,B. scratch,C. articulate,D. cup water,E. soft
3295,3295,0,What kind of feeling can sex lead to?,having sex,A. bliss,B. aids,C. getting pregnant,D. orgasm,E. educations
1362,1362,2,What happens after eating dinner?,eating dinner,A. heart burn,B. become tired,C. become full,D. flatulence,E. indigestion
4379,4379,2,"The interior designer didn't like the office just yet, so she tried putting a colorful rug under the computer what?",rug,A. table,B. sofa,C. desk,D. bedroom,E. living room
2403,2403,1,When experiencing loneliness who would be a good person to see?,loneliness,A. socialize,B. meet friend,C. make people laugh,D. make friends,E. get fight
2877,2877,2,Which country is very known to have a mine and explosion problem?,mine,A. pennsylvania,B. mountain,C. cambodia,D. desert,E. canada
1373,1373,0,"The climber was suffering elevation sickness, his wits were suffering what?",elevation,A. diminishment,B. reduction,C. depression,D. demotion,E. disgust
2025,2025,1,"Sam didn't want to join a union, but he had no choice.  He was employed at a union shop. If he didn't want to join, he's have to leave what?",union,A. province,B. workplace,C. construction business,D. law,E. club
3427,3427,4,"They really needed the information prisoner, so they did the least human thing and began to what the prisoner?",human,A. better himself,B. think and reason,C. have fever,D. hurt,E. torture
1940,1940,1,John didn't have any memory of the previous week and it was getting worse.  He was doing what to his entire life?,memory,A. last forever,B. forgetting,C. forgotten,D. rehabilitating,E. forgetfulness
237,237,1,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?",do crossword puzzle,A. you're bored,B. pass time,C. relax,D. mentally challenged,E. win
827,827,0,"If I have a forgiving attitude toward someone, what do they receive?",forgiving,A. redemption,B. isolation,C. absolution,D. great relief,E. feel better
2829,2829,1,Akron must have at least one dance club in what state?,dance club,A. michigan,B. ohio,C. united states,D. texas,E. downtown area
949,949,2,"People were talking on the corner, who were they talking with?",socialize,A. god,B. mix,C. with people,D. have friends,E. see people
163,163,3,"Bob's feet hurt from running barefoot on the hot pavement.  I lost his shoes, didn't know where they landed, and had to run from the corner store to his home.  About where did he run?",pavement,A. a bed of nails,B. town,C. attractive consistent look,D. city block,E. ground
506,506,4,Changing society using a violent conflict is know as a what?,changing society,A. action,B. demonstration,C. understanding,D. vote,E. revolution
4572,4572,4,Sahmbi was  lying about the fugitive's location.  He was lying because he wanted to avoid legal what?,lying,A. confusion,B. being found out,C. hurt feelings,D. being fired,E. trouble
64,64,0,Can you name a good reason for attending school?,attending school,A. get smart,B. boredom,C. colds and flu,D. taking tests,E. spend time
4227,4227,2,"Sometimes when you go into a deep trance, what happens when you no longer feel attached to your body?",going into trance,A. meditation,B. closed eyes,C. loss of control,D. tingling,E. memory loss
4208,4208,1,What do you want to prevent after you get an injury?,injury,A. for it to become worse,B. become infected,C. hurts,D. cause bleeding,E. cause death
3497,3497,3,How do most people feel about a person they love?,person,A. popularity,B. know all,C. own house,D. care about,E. flu
4311,4311,3,The meteorologist said that there was a storm coming.  This forced John to delay his trip to what location?,storm,A. tropical seas,B. cuba,C. tropics,D. caribbean,E. weather report
448,448,0,What is love when everyone keeps feeling it?,love,A. contagious,B. wrong,C. last forever,D. painful,E. blind
3441,3441,2,"The class was clear, and that made it almost what?",clear,A. murky,B. confusing,C. invisible,D. misunderstood,E. teacher
4216,4216,3,"The car preferred hunting in the dark, what ability did it have that its prey did not?",cat,A. night time,B. run away,C. sleep all day,D. see at night,E. cast shadow
3908,3908,4,"The student wanted to impress with his essay and looked up a synonym for standard, he found a word that had a slant rhyme with ""proverbial"" and was quite proud, what did he find?",standard,A. informal,B. stanine,C. basic,D. nonstandard,E. colloquial
1998,1998,3,"My ficus isn't in my house, but it is protected from bugs, where did I place it?",ficus,A. window,B. clay pot,C. pots,D. screened porch,E. shady places
2464,2464,2,"The student was attending a lecture on engineering, what was he hoping to do?",attending lecture,A. become smartet,B. inspiration,C. gain knowledge,D. go to sleep,E. gaining knowledge
779,779,2,Reaching advantage position in a competitin puts me in what position as compared to others?,reaching advantage,A. determination,B. upper hand,C. superior,D. higher position,E. skill
4959,4959,0,What is likely to be filled with noxious water?,water,A. swamp,B. perfume,C. carafe,D. fountain,E. ocean
1440,1440,2,Which coast are toll roads not near the pacific ocean on?,toll road,A. delaware,B. new jersey,C. eastern united states,D. connecticut,E. good repair
3246,3246,2,Where is known for powerful storms from the ocean?,storm,A. rain,B. weather report,C. tropics,D. summer,E. america
540,540,1,Jan went to the auditorium and listened to the speech. Where might he be?,auditorium,A. crowd,B. high school,C. city,D. somewhere,E. theater
2430,2430,1,"If you worked at an office building, where you might find a ficus tree?",ficus,A. hallway,B. boss's office,C. large pot,D. tropical zones,E. tropical region
2727,2727,1,"The tourists saw what they thought was a statue, but they soon discovered it was performance art went it began what?",statue,A. growing mold,B. moving,C. accent garden,D. green,E. painting
1402,1402,2,When not in a city where would expect to see a bald eagle?,bald eagle,A. painting,B. aviary,C. rural area,D. zoo,E. colorado
3577,3577,2,Humans usually get what from taking a break?,taking break,A. not working,B. feel relaxed,C. relaxation,D. distractions,E. delay
3475,3475,3,The baking open is sometimes made of brick in what kind of place where you get round food?,baking oven,A. stove,B. house,C. person's kitchen,D. pizza parlor,E. new york
3773,3773,4,What do you experience after doing housework?,doing housework,A. boredom,B. nice home,C. tiredness,D. house clean,E. feeling satisfied
2697,2697,1,What is the way that couples like to have fun?,have fun,A. laughter,B. have sex,C. crying,D. spontaneous,E. enjoy yourself
3485,3485,2,"On their hike they brought a filtering straw, they were worried about germs in the what?",germs,A. make sick,B. doctor,C. water,D. stream,E. mouth
1263,1263,1,What country would you not find a marmoset in the continent south of North America?,marmoset,A. another place,B. venezuela,C. alabama,D. rainforest,E. foreign country
322,322,0,What does someone want when having fun with their friends and trying to fit in?,having fun,A. being understood,B. beer,C. playing around,D. hug,E. visiting friends
3404,3404,4,"James is eloquent, usually.  Today he was just doing what to himself?",eloquent,A. speechless,B. voiceless,C. screaming,D. stumbling,E. muttering
4709,4709,0,Why would  you smoke despite warnings?,smoke,A. you're stupid,B. kill yourself,C. cigarette,D. confused,E. over 26
111,111,4,"Though it stayed strictly indoors, the small dog felt like it had all the space in the world in the what?",small dog,A. living room,B. dog park,C. basket,D. small apartment,E. big house
2654,2654,2,"Automation does a lot in a factory these days, but the heart and soul is still in the what?",factory,A. industrial park,B. russia,C. workers,D. free trade zones,E. bots
4357,4357,4,"I get hot when I run, so what am is my body likely to do?",running,A. searching for oxygen,B. tiredness,C. shortness of breath,D. exhaustion,E. sweating
2602,2602,0,What might be the result of going to market?,going to market,A. meeting new people,B. tedium,C. buy things,D. eating samples,E. bankruptcy
2756,2756,1,How can you get rid of anger?,anger,A. write letter,B. release energy,C. scream,D. pass sentence,E. punch
3202,3202,4,Driving to work had become a chore for her and she felt what at the slightest hint of traffic?,driving to work,A. promotion,B. pressure,C. busy,D. getting there,E. impatience
4628,4628,4,WHat does a teacher do for a student over the semester?,teacher,A. prepare dinner,B. include examples,C. help them,D. work in school,E. evaluate progress
4909,4909,1,Joe likes horses.  He likes how they move.  Unfortunately he can't keep them because he can't provide for them.  What is one thing that horses need to do to live?,horses,A. need space,B. drink water,C. canter,D. trot,E. carry riders
4120,4120,1,"If people major in computer science, what is a logical career path for them?",people,A. talk to each other,B. write programs,C. choose life,D. play outside,E. believe in god
344,344,0,After going for run you have a sense of what?,going for run,A. satisfaction,B. flying,C. sweating,D. falling down,E. trip
1055,1055,1,What happens to people in horror movies who die?,people,A. killed in war,B. murdered,C. not important,D. sentenced to jail,E. cremated
13,13,0,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,cooling off,A. loss of heat,B. revenge,C. expansion,D. relaxation,E. calm down
2534,2534,4,"If you tried really hard to go to sleep sooner than normal, you would probably be trying to also what?",go to sleep,A. dancing,B. close eyes,C. rest up,D. dream,E. get up early
4656,4656,4,What would you be unable to do on a mountain if there is not good weather?,good weather,A. travel,B. go somewhere,C. ride bike,D. play frisbee,E. climb
3526,3526,2,"James punched a man again and again. His nose bled, and some blood covered Jame's what?",punching,A. hands,B. fingers,C. fists,D. anger,E. hitting
2531,2531,0,"Playing guitar is a dream attempted by many, they often chew on the little plastic what?",playing guitar,A. pick,B. choice,C. desire,D. practice,E. strum strings
2678,2678,2,"If a student wishes to learn about things that have already happened, what should they do?",student,A. better grade,B. pass course,C. study history,D. complete test ask questions,E. answer question
2509,2509,1,Jane was a human who had to poop really bad.  But she couldn't because her ride was about to come in and she didn't want to miss it.  Where might she be?,human,A. bed,B. airport,C. mall,D. homes,E. bathroom
3921,3921,1,"If a person is celebrating something, what is their likely emotion?",celebrating,A. becoming tired,B. being happy,C. hangovers,D. excited,E. drinking
3770,3770,4,Why could someone fall down after eating lunch?,eating lunch,A. drowsiness,B. late for work,C. feel full,D. lethargy,E. feel sleepy
2939,2939,0,"A continent is a large area of land, but the globe is mostly covered by an what?",continent,A. ocean,B. australia,C. asia,D. continent,E. island
2672,2672,0,Where in the U.S. do many ships from the pacific ocean unload their wares?,pacific ocean,A. san francisco bay,B. northwest,C. southern hemisphere,D. west,E. atlas
829,829,0,The fact the two sides were able to even reach tentative agreement was a feat to what?,reach tentative agreement,A. accomplish,B. make progress,C. stop arguing,D. do business,E. concert
3784,3784,4,"The car needed to be parked while the crew refinished his driveway, where did he park it?",car,A. parking lot,B. street corner,C. in phoenix,D. garden,E. neighbor's house
1931,1931,4,"The lizard frightened the hiker, it's movements made what rustle?",lizard,A. garden,B. trees,C. books,D. rocks,E. bushes
622,622,4,"Lizards need the sun's heat to regulate their body temperature, this is why you'll see them still on what?",lizard,A. bushes,B. dessert,C. books,D. heat lamps,E. rocks
994,994,3,Where would you find a metal rod in most people's preferred method of transportation?,metal rod,A. airplane,B. construction site,C. shops,D. engine,E. broken bone
2221,2221,4,"He was morally upright and knew he was strong, so who should he protect?",strong,A. batman,B. diluted,C. fragile,D. regular,E. weak
1787,1787,1,What would you see if you are looking at people that are agreeing with each other?,agreeing with,A. rapport,B. smiles,C. band together,D. harmony,E. tears
4381,4381,4,"John ran very fast, his feet touched the ground in what way?",fast,A. behind,B. loose,C. feverishly,D. slowly,E. lightly
3498,3498,1,"Sarah went to school to be a nurse.  She loved giving assistance to people in need. To better help people, she had to constantly do something.  What might she do to better help people?",giving assistance,A. people helped,B. learning new skills,C. better circumstances,D. practice,E. happiness
4813,4813,0,What liquid can be kept in a large container?,large container,A. juice,B. door,C. shed,D. supermarket,E. cabinet
4684,4684,0,What might be felt by a crowd during an intense competition?,competing,A. tension,B. argument,C. sore muscles,D. stress,E. enemies
596,596,1,"John hated mosquitoes.  It wasn't the bloodsucking that he disliked, it was that the insects made what?",insects,A. fly,B. buzz,C. move,D. honey,E. help flowers pollenate
2820,2820,1,What did the innocent man feel after he was accused of committing murder?,committing murder,A. fear,B. great sorrow,C. die,D. guilty,E. own death
1437,1437,2,"Art, playing music, and other hobbies are great ways of expressing yourself that can be great what?",expressing yourself,A. fight,B. communication,C. fun,D. understood,E. suffering
1882,1882,4,"His friends leg began to shake with nerves, he reached out and grasped it so it would what?",shake,A. rattle,B. be still,C. nod,D. steady,E. stay still
971,971,0,What does someone need to do to begin creating art?,creating art,A. relax,B. controversy,C. pleasure,D. frustration,E. needs theater
3900,3900,4,What is beginning work likely to lead to a day of?,beginning work,A. sleeping,B. momentum,C. stress,D. excitement,E. working
3877,3877,4,"He wanted a saxophone, so he went where?",saxophone,A. grocery store,B. case,C. marching band,D. orchestra,E. music store
2950,2950,2,Saul is writting a program and has been told that another team has been working on added functionality.  He's not sure hot the other team's work will impact his. What does his bosses want him to do with the new code?,writing program,A. detail,B. loop,C. need to integrate,D. unexpected results,E. satisfaction
4456,4456,0,Where is the cub's baseball stadium?,baseball stadium,A. chicago,B. phoenix,C. san francisco,D. boston,E. urban areas
727,727,1,What could someone be doing while performing that cannot be enjoyed by deaf people?,performing,A. smile,B. singing,C. sweat,D. act,E. dance
366,366,0,Where would a ticket help you to get to a different country?,ticket,A. train station,B. baseball stadium,C. lottery,D. movie,E. bus
340,340,1,Sam found a giant hole in the plain.  What might this hole be called?,plain,A. hill,B. gorge,C. sandplain,D. cliff,E. mountain
2879,2879,1,A person achieved success and was what by his peers?,person,A. critical thinking,B. congratulated,C. kick him,D. equal opportunity,E. own house
3272,3272,4,When a computer stops working it's called a what?,computers,A. do work,B. help people,C. compute,D. networked,E. crash
2927,2927,2,Billy was smart but inexperienced.  In many ways he was what?,smart,A. garish,B. bright,C. ignorant,D. make invisible,E. backward
4255,4255,4,"The fox was caught by animal control, where was it released?",fox,A. english hunt,B. burrow,C. woods,D. mountains,E. rural area
4293,4293,1,Where would a wooden chair be a good fit for?,chair,A. office,B. desk,C. living room,D. lawn,E. cubicle
4831,4831,4,What may you feel if your listening to your mother tell childhood stories to your date?,listening,A. learning,B. embarrassment,C. empathy,D. fatigue,E. anxiety
9,9,3,Where is a business restaurant likely to be located?,restaurant,A. town,B. at hotel,C. mall,D. business sector,E. yellow pages
124,124,3,Where is a tabby cat likely to be happiest?,tabby cat,A. box,B. home,C. alley,D. lap,E. barn
3688,3688,4,"She heard a gong while walking through new york city, where was she likely?",gong,A. tibet,B. orchestra,C. new york stock exchange,D. music store,E. chinatown
1217,1217,1,What do you need to have before you can begin reading?,reading,A. concentrating,B. written material,C. acculturation,D. memory,E. concentration
4599,4599,1,Artie Shaw became famous playing a clarinet in what outfit?,clarinet,A. orchestra,B. jazz band,C. rock band,D. music store,E. music studio
4377,4377,2,What do you do when shopping in a packed store?,shopping,A. sing out loud,B. tiredness,C. standing in line,D. debt,E. spending money
4246,4246,1,What should someone suffering from ignorance seek?,ignorance,A. learn new,B. find truth,C. judge,D. judgement,E. learn about subject
4789,4789,2,The steak house where I come from is the best in where?,steak house,A. japan,B. desert,C. town,D. united states,E. texas
3752,3752,2,What do you read to help with at night?,read,A. learn new things,B. memorize,C. falling asleep,D. waking up,E. having fun
104,104,3,"It was a great rest, she had never felt this much what in the morning?",rest,A. active,B. hunger,C. in motion,D. wakefulness,E. lay down
854,854,1,Where are small grapes used?,grape,A. picnic basket,B. wine press,C. juice,D. fruit cocktail,E. kitchen
3678,3678,4,What might someone do to someone they love to show their commitment?,love,A. forgive,B. procreate,C. give gifts,D. live life,E. take oath
1370,1370,4,"The teacher explained it used a cathode ray tube like other screens, but this what measured things?",cathode ray tube,A. vacuum tube,B. television,C. computer,D. cathode ray,E. oscilloscope
2895,2895,2,"If you're using a trash can in the downtown district of a city, where may you be?",trash can,A. water cooler,B. office,C. alley,D. walmart,E. park
4842,4842,4,"Even though he was committing murder in self defense at the time, he still had what about having had done it?",committing murder,A. killing,B. dread,C. dying,D. fear,E. regret
4702,4702,1,"The children were running late for school, after eating breakfast they left behind their what?",eating breakfast,A. being satisfied,B. dirty dishes,C. bad breath,D. blue bus,E. gas
897,897,2,Sally took her medicine and experienced strong side effects.  What did doctors say about the side effects?,mediocre,A. great,B. distinguished,C. remarkable,D. excellent,E. peculiar
2217,2217,2,Where might a milking machine be located?,machine,A. office,B. bar,C. barn,D. industrial area,E. museum
853,853,2,What could you find at a bus station that can help you?,bus station,A. city centre,B. lottery ticket,C. maps,D. street,E. busy city
575,575,2,What is illegal to do when you play cards at a casino?,play cards,A. remember,B. help,C. count,D. winning,E. dealing
4117,4117,1,What must someone do first before changing society?,changing society,A. argue,B. change yourself,C. get angry,D. vote,E. riots
3727,3727,2,What is the final phase of a living being's life?,living,A. decay,B. respiration,C. death,D. growing older,E. sometimes bad
1529,1529,0,The Coast Guard is a police force that often does what?,police,A. board vessels,B. direct traffic,C. ocean,D. force law,E. arrest
1625,1625,1,What does someone committing perjury likely doing?,committing perjury,A. great anxiety,B. lies,C. guilt,D. testify,E. object
2398,2398,4,Where do you wait in a reception area to get a key?,reception area,A. hospital,B. law firm,C. office building,D. gym,E. motel
2690,2690,4,Jim is fiddling in a barn while couples ritualistically circle each other.  What might the couples be doing?,fiddling,A. discovery,B. make music,C. attacking him,D. dancing about,E. square dancing
3342,3342,2,"The extrovert didn't mind talking to the stranger, to him it was half the fun to him of taking public transportation to school and waiting at the what?",stranger,A. town,B. park,C. bus station,D. train station,E. taxi stand
4719,4719,3,Where are there very famous churchyard?,churchyard,A. village,B. missouri,C. country side,D. england,E. city
680,680,4,Where would there be a connection to go to another place?,connection,A. wires,B. electrical circuit,C. computer network,D. wall,E. freeway
2191,2191,3,Where do you see tiny bottles of shampoo when away from home?,shampoo,A. shampoo bottle,B. hair salon,C. pedestrian's hands,D. at hotel,E. supermarket
1160,1160,3,"His long walk home wasn't over, he lived on the tenth storey of a walk up what?",storey,A. skyscraper,B. book of stories,C. tall building,D. apartment building,E. mall
2914,2914,0,Where would you put a candle if you wanted it on a wall?,candle,A. shelf,B. birthday cake,C. church,D. floor,E. dark
1534,1534,3,What do you compete against someone in?,compete against,A. fair,B. false start,C. competitive,D. in competition,E. practice
535,535,2,One way to relieve your hunger if you live near the coast is to do what?,hunger,A. grill,B. go to market,C. bring home fish,D. eat hamburger,E. make bread
216,216,3,"Two friends wanted to spend a quiet evening together, what did they go see?",friends,A. wedding,B. friend's house,C. internet cafe,D. movie,E. restaurant
1181,1181,0,Where would you get sports equipment if you do not have any?,sports equipment,A. sporting goods store,B. sears,C. pool,D. sporting event,E. school
1113,1113,2,Where was he one speaker of many?,speaker,A. drive in movie,B. shelf,C. conference,D. lecture hall,E. demonstration
2255,2255,3,We live in a small town and when we want to have a nice meal out we go where?,eating place,A. restaurant,B. dining room,C. mars,D. big city,E. shopping area
2514,2514,0,"Billy and Marge were a couple.  They weren't serious and they didn't get frisky, but they always enjoyed going and doing what?",couple,A. dance,B. marry each other,C. french kissing,D. make sex,E. plan to marry
197,197,0,Where must one wear a white shoe?,shoe,A. wedding,B. tennis,C. closet,D. left foot,E. house
4174,4174,3,"If I want to build a soccer field, but can't find space in a crowded city, where should I look?",soccer field,A. playground,B. beach,C. mexico,D. countryside,E. park
4256,4256,3,How much water would there be if there was not a little amount of water?,little,A. bog,B. big,C. rain,D. lot of,E. large
547,547,3,"The mother finished wrapping the very last gift, she then placed it under the what?",gift,A. department store,B. fraizer fur,C. specialty store,D. christmas tree,E. christmas stocking
719,719,0,Where can you learn about operations with numbers?,number,A. math book,B. phonebook,C. statistic,D. music school,E. office
4393,4393,2,What happens when applying a heat source to combustible materials?,starting fire,A. go to jail,B. consume,C. burns,D. damage,E. warmth
980,980,4,"Bill was awaking, what was happening to him physiologically?",awaking,A. tiredness,B. grogginess,C. discomfort,D. getting out of bed,E. eyes opening
4290,4290,3,What is the reason that playing games sometimes take on a more serious tone?,playing games,A. entertainment,B. forgetting,C. relaxation,D. competitiveness,E. happiness
4173,4173,1,"The heater broke down before the city's Christmas party, so they could no longer host the party in the what?",heater,A. automobile,B. public building,C. house,D. home,E. train
1314,1314,1,"George was away from home for the first time.  He didn't have any place to go, so I offered to let him do what?",away,A. relax here,B. stay here,C. come here,D. closer,E. available
2864,2864,4,where do women throw loose credit cards?,credit card,A. envelope,B. help person track expenses,C. floor,D. wallet,E. purse
3014,3014,2,"If a human wants to be in a warm place, where is a good place to be?",human,A. battle,B. doctor,C. mexico,D. workplace,E. in the fridge
3089,3089,3,What usually happens to work when taking a break?,taking break,A. relaxation,B. renewal,C. distractions,D. delay,E. snoring
3672,3672,3,"The restaurant had no business out in the countryside, where should it move to?",restaurant,A. canada,B. building,C. new york,D. town,E. countryside
4348,4348,4,"The car hit a post, but the driver didn't stop.  He did what?",car,A. seatbelt,B. suffer damage,C. gain speed,D. slow down,E. rush away
3938,3938,3,What could stop two people from communicating?,communicating,A. collaboration,B. make person sick,C. progress,D. static,E. transfer of information
131,131,1,What is committing perjury likely to lead to?,committing perjury,A. shame,B. arrest,C. embarrassment,D. go to jail,E. tension
145,145,0,What's it called when you have seen something through an eyepiece?,eyepiece,A. sights,B. optical illusion,C. optical telescope,D. light microscope,E. binocular
126,126,2,"To learn must have the right book, to work efficiently what must one have?",learn,A. improve yourself,B. become knowledgeable,C. have tools,D. persistence,E. have more knowledge
3856,3856,2,"The play was nearly starting, everybody took their seat in the what?",seat,A. show,B. in cinema,C. theatre,D. bench,E. martorell
4373,4373,4,"The ball was in Lucy's court, which was good, since she played handball here all the time.  Where might she be/",ball,A. field,B. street,C. playground,D. bearing,E. gymnasium
1681,1681,4,What do you have to do at the store when you're buying beer?,buying beer,A. stupidity,B. fill bottles,C. have fun,D. problems,E. spend money
1303,1303,0,"Where could you find a long, dark passageway?",passageway,A. cave,B. hotel,C. bathroom,D. airport,E. house
2473,2473,3,What do you do to win when you compete against someone?,compete against,A. cheat,B. fair,C. sabotage,D. practice,E. in competition
2634,2634,0,Where do you stop at a gift shop while checking out?,gift shop,A. hotel,B. disneyland,C. airport,D. train station,E. museum
415,415,4,"If you aren't experiencing curiosity and want to ensure viewing enjoyment, what may you watch?",curiosity,A. examine thing,B. stare into a mirror,C. go somewhere,D. hear news,E. see favorite show
720,720,2,What creatures performing pollination are loved my millions?,performing,A. birds,B. action,C. butterflies,D. happiness,E. anxiety
3465,3465,0,You need to take your morning pill. Where in your house would you look for it?,pill,A. medicine cabinet,B. storage,C. medicine bottle,D. old ladies purse,E. pharmacy
2512,2512,3,What is a nerd most likely to have a curiosity to do that others wouldn't?,curiosity,A. listen to music,B. use television,C. find truth,D. design software,E. read book
447,447,2,Where might a yard be tiny?,yard,A. farmland,B. neighborhood,C. city,D. property,E. subdivision
354,354,3,"He wore the wrong shoes while walking all day, now he has what on his heels and toes?",walking,A. exercise,B. moving forward,C. feet,D. blisters,E. locomotion
1360,1360,2,How does one decide if instituting a particular civil action is fair?,instituting civil action,A. restitution,B. anger,C. trial,D. court case,E. confusion
153,153,1,"Sometimes fighting inflation isn't even what, because it is so negligible?",fighting inflation,A. economic instability,B. not noticeable,C. spend more,D. rising interest rates,E. boring
4627,4627,2,"Billy wants to understand people better.  He's a very big-hearrted person,  He has a lot of what?",understanding better,A. peace,B. love,C. compassion,D. friendships,E. satisfaction
3962,3962,2,What areas does a cat tend to seek out?,cat,A. the place i don't want it,B. relaxed position,C. soft place,D. barn,E. urban settlement
4104,4104,2,What could you use a net as?,net,A. fishingboat,B. sewing,C. fishing gear,D. fishing boat,E. soccer game
1065,1065,4,What would attending school help with?,attending school,A. dropping out,B. getting paid,C. catch cold,D. graduate,E. employability
4533,4533,0,Where is music likely to be playing in a elevator?,elevator,A. at hotel,B. apartment,C. mall,D. park,E. building
812,812,2,When going to sleep what noise does a human make?,going to sleep,A. loss of consciousness,B. relaxation,C. snoring,D. dreaming,E. talking
4727,4727,2,Why would you cook dinner?,cook dinner,A. buy groceries,B. fun,C. hungry,D. buy food,E. broke
3580,3580,2,John didn't think he and Steve should be competing against each other.  It wasn't good for their relationship.  The losers always felt jealousy and what?,competing against,A. winning or losing,B. envy,C. resentment,D. injury,E. pride
4186,4186,2,A monkey is native to what place that usually has no people?,monkey,A. research laboratory,B. south africa,C. rain forest,D. playful mood,E. canada
3000,3000,2,"In the video game he used the rocket launcher at long range, but up close he would switch to the rapid fire what?",rocket launcher,A. pistol,B. assault rifle,C. submachine gun,D. grenade launcher,E. shotgun
3061,3061,2,Where might I find a bowl nestled among other bowls in the kitchen?,bowl,A. refrigerator,B. kitchen top,C. cupboard,D. dishwasher,E. apartment
523,523,2,James thought that giving the AI a secular upbringing would be the better choice.  He felt that the alternative might have results that were too what?,secular,A. eternal,B. religious,C. unpredictable,D. holy,E. monastic
362,362,3,"Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?",car,A. driveway,B. the event,C. scrap heap,D. parking garage,E. repair shop
4051,4051,0,"The man loved all sorts of puzzles, he would do crossword puzzle every morning to be what?",do crossword puzzle,A. mentally challenged,B. challenging,C. you're bored,D. pass time,E. brain exercise
1666,1666,0,In American it is possible for someone to grow up poor and end up what?,poor,A. rich,B. good,C. being rich,D. adequate,E. famous
1070,1070,0,"The investor had promised profit, but he had been what?",profit,A. losing money,B. lost,C. losses,D. expense,E. lose money
2088,2088,0,"If you cannot see a cloud because it is too dark, what can you distinguish?",cloud,A. night or day,B. weather report,C. rain or sun light,D. atmosphere,E. blue sky
4047,4047,1,"The animals didn't have any sense of shame.  They just had sex by the water, and sometimes dipped in to do what?",animals,A. feel pain,B. bathe,C. die of cancer,D. copulate,E. attack
3846,3846,2,The audience sits enthralled watching a spectacular battle full of shooting and explosions.  Where is the audience most likely to be?,audience,A. church,B. hockey game,C. movie theater,D. new york stadium,E. stadium
2439,2439,3,What would a bee buzzing around a farm hope to find?,bee,A. sky,B. story book,C. great outdoors,D. herb garden,E. picnic
3857,3857,1,Where does a cast act?,cast,A. perform,B. stage,C. cast net,D. film,E. broken leg
4977,4977,3,"She was playing violin with the hope of recording it someday, what did she want to do with her talent?",play violin,A. calluses,B. playing wrong note,C. audition,D. making music,E. read music
3510,3510,0,Where is a dining area likely to be extravagant?,dining area,A. cruise ship,B. coming together,C. restaurant,D. mall,E. home
198,198,4,"James chose to not to print the cards, because he wanted to be more personal. What type of cards did he choose, instead?",print,A. cursive writing,B. hand writing,C. store bought,D. online media,E. hand written
1813,1813,0,Mary never allowed her animal friend to do what without a leash?,animal,A. leave home,B. vomit,C. eating,D. hunt for food,E. fight for life
4009,4009,1,Where do nurses work with one doctor?,nurse,A. resuscitate,B. doctor's office,C. hospital,D. reception,E. nursing home
3397,3397,2,"If a storey contained many small restaurants, what type of structure would it be in?",storey,A. city hall,B. apartment building,C. mall,D. book of stories,E. tall building
2722,2722,2,"The keyboard instrument took great talent, but he just looked goofy playing it onstage next to the drums and guitar as part of the what?",keyboard instrument,A. orchestra,B. music store,C. band,D. eating,E. piano store
1987,1987,1,"It might make you think of buckeyes, but an apple tree also grows well in which of the fifty?",apple tree,A. spain,B. ohio,C. orchid,D. bible,E. washington state
85,85,0,"She loved buying products, she was driven by her what to shop more than any practical needs?",buying products,A. desire,B. money,C. time,D. credit,E. spending money
1066,1066,0,What place has tens of milliions of back garden?,back garden,A. england,B. suburban neighborhood,C. house,D. city,E. land
204,204,4,If your watching television and accomplish nothing what have you done?,watching television,A. getting fat,B. get fat,C. typing words,D. falling asleep,E. wasted time
3144,3144,0,"If a lot of cargo trucks come and go every day, where would the forklift get the most use?",forklift,A. loading dock,B. construction site,C. construction yard,D. warehouse,E. cargo
4526,4526,0,What is it called when horses move quickly in one direction?,horses,A. canter,B. trot,C. eat oats,D. herd,E. drink water
4982,4982,2,"The cows were lost in the city and hated the noise, what did they long for?",cows,A. milk machine,B. farmyard,C. countryside,D. fairgrounds,E. long horns
4542,4542,4,Where can one find a variety of bread?,bread,A. room,B. dinner,C. plastic bag,D. refrigerator,E. supermarket
2850,2850,1,"The drugged college kid was pondering life, he felt like he was in a big what?",life,A. nightmare,B. void,C. coma,D. death,E. swamplife
