,Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
981,25454,lsmdc1035_The_Adjustment_Bureau-85999,17142,"Leaving his other belongings, he halts under a rotundas decorated ceiling. Later he","Leaving his other belongings, he halts under a rotundas decorated ceiling.",Later he,gold,strolls through colorful images and paints a paint basket with a large metal object.,runs up a spiral stairwell.,uses the light to smooth each model's gun.,lies in bed with the song askew on his back.,1
39,59138,anetv_4Q5YJKHa5W0,7342,A person is making a sandwich on a plate. They,A person is making a sandwich on a plate.,They,gold,come onto the screen for the dough to go into making cookies as he explains how to cook the dough.,slice an egg and put it on the sandwich.,are sitting down from a table eating ice cream.,are mixing them with a box that can be served.,1
410,18816,lsmdc1033_Sherlock_Holmes_A_Game_of_Shadows-84978,16855,The back is opened and a man ushers people from it. They,The back is opened and a man ushers people from it.,They,gold,come beach to play castle people.,"lifts his top, revealing a long thin clerk uniform.",go into a building and pass two men wheeling a coat - of - arms shaped cake on a trolley.,surround the chimney and sweep all the floors on a clipart as they go.,2
977,31162,anetv_Xm23RMCpDd8,8777,The man spins the hammer around many times and then lets the hammer go to fly into the hair and land in the field. A slow motion video of the hammer landing,The man spins the hammer around many times and then lets the hammer go to fly into the hair and land in the field.,A slow motion video of the hammer landing,gold,is shown and a man speaks on the screen.,appears as the man looks happy with the score and dries off with a towel.,shows a black scoreboard and a website displayed.,is shown while a man is being interviewed.,1
302,64554,lsmdc1055_Marley_and_me-96374,3075,Someone arrives at the airport in the pouring rain. Someone,Someone arrives at the airport in the pouring rain.,Someone,gold,"grabs a handkerchief and touches it, rubbing it against his hair.",steps out the door and boards the podium.,drives into the hatchback.,comes out of the terminal sheltering under a newspaper.,3
927,46637,anetv_oSoi5owiybU,1187,A city with a lot of multicolored lights is shown. men are running in street and the old man,A city with a lot of multicolored lights is shown.,men are running in street and the old man,gold,is in the middle.,stands next instructing children holding a large red scraper.,is raking the leaves.,is trying to make a high jump then rapid hard.,0
310,4477,anetv_KPv8ZGrb78Y,10886,Three women show up on the screen doing a tribal dance in a workout studio. One of the women,Three women show up on the screen doing a tribal dance in a workout studio.,One of the women,gold,appears to be doing the same tricks to a man who is sexy.,does a solo performance while the music plays in the background.,cleans up the microphone.,"stick her hand, while the other jumps backwards and raise their hands for ready to assemble.",1
174,16136,lsmdc0049_Hannah_and_her_sisters-69390,15887,"As he talks, someone is seen turning on the bathroom light. She","As he talks, someone is seen turning on the bathroom light.",She,gold,"moves through the living room, looking back toward doors.",turns to a brunette man.,"takes off her coat, hanging it on a hook, then begins to dry her hair with a towel.",closes someone's shirt.,2
744,64826,lsmdc3019_COLOMBIANA-8798,10490,"At night, a man with broodingly handsome features gets out of a parked car. Now an elevator","At night, a man with broodingly handsome features gets out of a parked car.",Now an elevator,gold,arrives and two stewards escort another class to double bars.,breaks the space for a very motor venue.,"opens and he steps out, toting a portfolio and a sack full of canvases.",slams him to a halt.,2
982,4871,anetv_lGwUq5vZGEk,2762,A young girl is demonstrating how to do a braid in layered hair. She,A young girl is demonstrating how to do a braid in layered hair.,She,gen,grabs a product and begins brushing it.,cringes as she talks to the camera.,puts the parts in the braid while looking into the mirror.,brushes the hair from her lips with a curling iron.,2
634,49409,anetv_o2mqzjWJJNw,16047,He touches the tool to the item one more time. The man then,He touches the tool to the item one more time.,The man then,gold,looks at the tool he is using and shakes it a little before sitting it down on the table.,cuts up another side of the wall.,scrapes the screw with a smaller bolt.,uses the pole to show the wounded several replays.,0
793,37474,lsmdc0030_The_Hustler-65076,1799,The dance couples strain to get a look at what has happened. Someone,The dance couples strain to get a look at what has happened.,Someone,gen,gently clasps someone's wrists.,shrugs her hand away.,watches as they show different moves.,flinches as someone stares ahead.,2
252,22695,lsmdc0017_Pianist-56092,4107,People also call and wave. People,People also call and wave.,People,gold,struggle through to them.,can play pool by white solo cups.,pretend to watch and go to the camel.,sit side by side on a school bed.,0
360,207,lsmdc3086_UGLY_TRUTH-6017,139,"Someone closes the closet door, shutting herself in. Now a girl","Someone closes the closet door, shutting herself in.",Now a girl,gold,rides her bicycle past a modest suburban home.,is in her living room in the bathroom.,is hanging onto the canvas.,comes reading a lamp in the hallway.,0
996,8659,anetv_g4G1gg-9y7w,3960,A woman is sitting down in a chair. She,A woman is sitting down in a chair.,She,gold,"is using a black piece of hair until she is done, then she picks up the foam and put it in their middle,",begins moving his basket.,gets her ear pierced by a piercer.,is painting a chair in the middle of the room.,2
446,52183,lsmdc0011_Gandhi-52969,12065,It is his presence that has silenced them. Someone,It is his presence that has silenced them.,Someone,gold,"is rich or hostile, having camping on the road between the two men.",grabs the drifting cat from the shorts.,pass several preteen drugs and cigarettes.,"is rising from the floor, where his spinning wheel sits.",3
808,52896,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61441,16990,"Camera reaches the tower, dissolving through the wall into. Someone baggins","Camera reaches the tower, dissolving through the wall into.",Someone baggins,gold,is unconscious on the floor.,the dome with her arms baby which holds well on it.,closer to someone as he sits.,gets from his unit to someone past it.,0
572,71828,lsmdc1049_Harry_Potter_and_the_chamber_of_secrets-92608,12003,Someone falls head first out of the window. Someone,Someone falls head first out of the window.,Someone,gen,"pulls out a dead miracle whip, chain around someone's head, and releases the chain around his neck.",watches the man as he raises his arms overhead.,flies through the air and lands flat on a sidewalk.,"dives against the side pieces, crushing her.",2
501,48901,lsmdc3031_HANSEL_GRETEL_WITCH_HUNTERS-1491,15345,"The girl picks off a piece near her and tastes it as well. With an unnerved look at each other, the duo",The girl picks off a piece near her and tastes it as well.,"With an unnerved look at each other, the duo",gold,faces the ladies belly and shakes hands with her.,gives a longing look.,enters the house hesitantly.,continues crawling up the structure.,2
766,29223,lsmdc3074_THE_ROOMMATE-3962,8941,"With a look of disgust, someone walks away. Someone","With a look of disgust, someone walks away.",Someone,gen,gazes after someone with a concerned gaze.,don't even look at someone.,gives someone a once - so look and starts to walk away.,wakes up on her phone.,0
365,14259,anetv_Pr6zL1ToSC4,10282,A man is in standing by a large gathering of rocks. the man then,A man is in standing by a large gathering of rocks.,the man then,gen,stands on a ladder and starts to pass around a grassy area.,begins dancing with judges standing slightly in martial arts poses.,begins preparing a fire.,begins putting on his hands to show a photograph.,1
463,54744,lsmdc0004_Charade-47822,3079,"She rushes to him, camera panning with her. Someone","She rushes to him, camera panning with her.",Someone,gen,shows them for dr.,takes her hand out of hers.,"watches him, confused.",nudges his head more toward someone.,2
279,37546,anetv_TeXm2KTfkzo,12694,Trees blow in the breeze as a man mows the lawn. The sun,Trees blow in the breeze as a man mows the lawn.,The sun,gold,looks up outside the town.,leaves some branches and cuts back to the tree.,fixes down and continues past the view of the incantus.,peeks from behind the clouds and lights the scene up.,3
541,16218,lsmdc1045_An_education-90210,16811,He smiles apologetically and hangs his head. He,He smiles apologetically and hangs his head.,He,gen,rubs his hand off the counter.,"flops, then leans in.",catches someone's eye.,puts on his hat.,3
964,70667,lsmdc1023_Horrible_Bosses-81920,13616,"The guys drive down a leafy, suburban street. They","The guys drive down a leafy, suburban street.",They,gold,sit in a house outside a trendy restaurant.,gaze over at a large house.,approach someone from a car.,form a mass of trees.,1
335,5812,lsmdc0016_O_Brother_Where_Art_Thou-55327,6248,"Someone looks at the watch, puzzled. Someone","Someone looks at the watch, puzzled.",Someone,gold,pops the front and reads the inscription.,beams and someone smiles.,turns to the men jumping overwhelmed.,walks beside someone's desk.,0
529,19202,anetv_sRol1BJ9EUk,11856,"A man practice basketball dribbling behind chairs. Then, the man",A man practice basketball dribbling behind chairs.,"Then, the man",gold,plays the sport while holding a racket and in play.,leaves at the time of the event.,wields the shovel again.,advance with the ball and shoot it in the basket.,3
899,20094,anetv_CQvmcZSfyhI,13077,"Doing the middle of the routine, half of the girls sit in the back behind the rest of the cheerleaders as they do a part of the routine. The routine ends and they all","Doing the middle of the routine, half of the girls sit in the back behind the rest of the cheerleaders as they do a part of the routine.",The routine ends and they all,gen,take turns doing several flips and turns to start the routine.,jump and kick as fast as they can.,sit around and end by watching as the instructor breaks off the mat talking or a male dressed in dressed.,"enter their sides, statues and judges sitting on stage, waving their fingers.",0
159,56026,lsmdc1020_Crazy_Stupid_Love-81535,10166,She tosses the flowers on a chest of drawers in the hall. Someone,She tosses the flowers on a chest of drawers in the hall.,Someone,gen,knocks someone into a seat and jumps onto his desk once again.,presents the six - year - old care packing paper.,"crouches, clinging to one of the drawers, personal items with core towels.","points to a large, large, green fireplace.",2
648,2114,anetv_9jivQgF6J1g,16296,The teams are standing around next to their assigned areas. Fans,The teams are standing around next to their assigned areas.,Fans,gold,are screaming to each other in the sand.,stand with a look of concern.,are getting ready to shoot.,throw the ball at the camera.,1
675,44957,lsmdc1037_The_Curious_Case_Of_Benjamin_Button-86198,9416,The priest sprinkles holy water on the dying mother. Someone,The priest sprinkles holy water on the dying mother.,Someone,gen,turns back across at neighborhood.,turn to look in a mirror.,watches mysterious and marley play.,looks onscreen shows someone smiling with a child.,1
76,12833,lsmdc1026_Legion-5218,17121,A small television is to his left. He,A small television is to his left.,He,gen,"spots a sign, then strides into the front lawn.",is shown blowing clothes into a pile.,"talks to his dictation, as the furniture records him.",is taking steps across a long white room.,3
629,30448,anetv_M_WEOecjwLY,19872,Women are standing in a trampoline and make a jump into the pool at the same time. people,Women are standing in a trampoline and make a jump into the pool at the same time.,people,gen,continue diving beside boats at other side of the river.,are doing a performance on a stage.,is siting on a diving board in the pool.,are seen walking over the stage jumping onto a mat.,2
187,71025,anetv_Skz2tom_Ag0,4737,Another person is seen standing on the other side and then hit a ball to one another. The person,Another person is seen standing on the other side and then hit a ball to one another.,The person,gen,returns to the pole and throws it back in the basket.,puts their shoes down and the boy continue to play.,then slides a ball up and the tiled wall is shown again as well as a bowling ball.,quickly finishes and speaks on the side while pausing to speak to the camera.,3
343,56202,lsmdc1033_Sherlock_Holmes_A_Game_of_Shadows-84994,1695,"Someone is now inside the plinth. Onstage, the Commendatore",Someone is now inside the plinth.,"Onstage, the Commendatore",gold,points a finger at.,gather together to make as well as people.,holds both arms in his hands.,turns out of the walkie - talkie.,0
590,133,anetv_kW63TeJo4JY,14359,She is given a long pole to hold. She,She is given a long pole to hold.,She,gold,"begins to move, dropping the object down, then beginning to jump horizontal.",gives it a last time.,scrubs the wax on her finger.,uses the pole to hit a pinata over and over.,3
743,51453,anetv_gzs6VcYc0OI,12496,"At the gymnastics center, the boy is seen perform gymnastics moves. He","At the gymnastics center, the boy is seen perform gymnastics moves.",He,gen,does several flips and trots around the bars.,flips again while the camera cheers and talks to the camera.,stands around and performs a hop routine in the end and twirls on bars while other others watch.,performs a number of flips and lands.,3
269,6306,anetv_U0qUFAPUg_Y,3920,We see the scores on a chain link fence. A man makes it over the pole and stands up and pumps his fists and we,We see the scores on a chain link fence.,A man makes it over the pole and stands up and pumps his fists and we,gold,see several times that before.,see the scores on the fence.,see a replay of the bump and swipes.,return to the camera mounted bikes.,1
845,29588,lsmdc1049_Harry_Potter_and_the_chamber_of_secrets-92661,18957,"He struggles desperately to free himself from its ghastly grip. The hand releases him, and he",He struggles desperately to free himself from its ghastly grip.,"The hand releases him, and he",gen,picks up the cushion.,heads for it with the help of his nostrils.,knocks it against the wall.,carries it out of the envelope.,2
850,43669,lsmdc0016_O_Brother_Where_Art_Thou-55275,7542,A rifle shot kicks up dust in front of the men. The front of the farm house,A rifle shot kicks up dust in front of the men.,The front of the farm house,gold,shows only a harshly shaded front porch and a dark screen door.,is elevated by a green fence.,"seems to grow, and debris.",clears places people abandoned cars and passes in area.,0
782,3138,lsmdc0011_Gandhi-52328,6126,"The captain looks at his clerical collar, his English face, his determination. He","The captain looks at his clerical collar, his English face, his determination.",He,gen,looks back at the young duke - haired hobbit.,"unpacks a new painting, watching someone toasting and full some sorry things.",winks into a goblet.,gives him a stubborn look.,2
327,17850,anetv_FnbVnRX6WxQ,4480,The man grabs a crunch wheel and begins to do rolling crunches. The man then,The man grabs a crunch wheel and begins to do rolling crunches.,The man then,gold,pointing the handlebars on the legs.,grabs the handle and begins to load the bike in.,starts punching with his punching shots.,pauses briefly to acknowledge the crowd.,3
730,72230,lsmdc1048_Gran_Torino-92357,19589,Someone watches the exchange of gestures. Later someone,Someone watches the exchange of gestures.,Later someone,gold,opens his front door to someone.,stands in a grand canyon and shimmies in the psychiatrist's office.,faces someone's enclosure.,brushes with a spanish - up wig.,0
990,4920,anetv_7-_Nur_xiV4,11431,Two men are seen break dancing against one another in the middle of a large stage. People,Two men are seen break dancing against one another in the middle of a large stage.,People,gold,are then seen playing a game of kickboxing with one another.,stand with one swinging and looking off into the distance.,jump and flip around one another while others watch.,throw the ball around one another while people watch as well.,2
677,12822,lsmdc1026_Legion-5218,17088,He holds out a broad - bladed dagger and points it in the direction of the dog which barks from behind the wire fence. The man,He holds out a broad - bladed dagger and points it in the direction of the dog which barks from behind the wire fence.,The man,gold,aims as his fellow officer keeps his eyes averted and continue running down the river.,"comes in and approaches the elastic band, where the locket becomes almost firmly and the limbs line up.","rips open his black top, revealing a thin, toned body with tattoos and blood in line with the streak on his face.",is then handled his bags by his side as some birds swing in front of him as he walks inside the house.,2
923,18017,lsmdc3016_CHASING_MAVERICKS-6600,12258,He finds a single notation at the top of his latest essay: go deeper.. He,He finds a single notation at the top of his latest essay: go deeper..,He,gen,'s suitcases use the pictures as well as the cheese.,finds someone's sedan waiting.,"observes someone, before walking back to the dark room area.",passes him a note.,2
639,40640,anetv_Pp4U2Ql7bhY,18630,A person starts welding a piece of metal. He,A person starts welding a piece of metal.,He,gen,wipes out a space device.,continues working on the sharpening machine from above.,shows the edges of the desktop fix.,goes up with the machine.,1
50,7008,lsmdc1018_Body_Of_Lies-80371,6819,"Someone looks at a tv which plays news footage of the bombing. Increasingly alarmed, he",Someone looks at a tv which plays news footage of the bombing.,"Increasingly alarmed, he",gold,emerges someone's house into the lobby.,smiles again.,takes off his glasses.,looks over and says something else.,2
828,69527,anetv_FQkvwPpDomw,18336,"A man standing outside in the snow, wearing snow gear with a shovel. He","A man standing outside in the snow, wearing snow gear with a shovel.",He,gold,starts down the snow as fast as he can.,puts a scraper and skis on it while speaking to the camera.,"has to get all the snow off of the car, from the windows and everything.",pulls back at his forehead and over his beard.,2
533,56747,lsmdc3020_DEAR_JOHN-9673,8983,Someone collects the coin and tugs his son away. Someone,Someone collects the coin and tugs his son away.,Someone,gen,"'s father walks inside, wearing taut, flaxen hair as he writes on a cigarette.",turns back to the window.,takes deep breaths then looks back up and grabs his drink.,notices someone and smiles as she places a photo of someone on a table.,2
125,6396,anetv_QTPz2j16KFk,9618,People are standing next to him watching. He,People are standing next to him watching.,He,gen,"balances, spinning, and doing a double flip.","turns a corner, his face shining with sweat.",is putting on his back.,takes the bottom of the sack.,1
47,17500,lsmdc1060_Yes_man-99239,15137,Someone pulls a silly face. Someone,Someone pulls a silly face.,Someone,gen,picks a plate of food from his boy.,angrily walks past someone with a poker in her hand.,stares at him intensely.,watches with heartbroken eyes.,2
239,36903,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61181,6252,He puts his hand to the wall to steady himself but quickly yanks it away. Strands of a white thread,He puts his hand to the wall to steady himself but quickly yanks it away.,Strands of a white thread,gold,reach up.,float through a handrail.,is seen moving across the way off onto the frame.,stuck to his hand.,3
158,64757,lsmdc1050_Harry_Potter_and_the_deathly_hallows_Disk_One-93742,4125,He switches it off and on again. The light,He switches it off and on again.,The light,gold,flies back to the lamps.,changes from the bottom of the bag.,appear from a thin cabinet.,rises past a wad of green hair on the bed.,0
599,35530,lsmdc1060_Yes_man-99107,1703,He takes his phone out and hands it to the guy. Someone,He takes his phone out and hands it to the guy.,Someone,gold,sets down a controller.,nods to the chief.,sits a few paces away.,gives someone the thumbs up and slams the car door shut.,3
280,54062,lsmdc3059_SALT-28988,13498,"Her glistening eyes stare wistfully. In a flashback, someone",Her glistening eyes stare wistfully.,"In a flashback, someone",gold,"blinks, her eyes wide.",wears a bridal veil.,hurries forward and ambles through a doorway.,sits awake.,1
437,32341,lsmdc0023_THE_BUTTERFLY_EFFECT-59528,13091,He walks behind someone and cups his hands tightly around her ears. She,He walks behind someone and cups his hands tightly around her ears.,She,gold,rests her head on the pillow against his back.,pours a baking soda into a pot line in his fridge.,gives a small shake of his head.,can't hear anything now.,3
771,884,anetv_cMuQUTKMc0k,17948,"As they eat the ice cream, they talk among each other. The video","As they eat the ice cream, they talk among each other.",The video,gen,ends with the results from video shown.,ends with girlish closing captions shown on the screen.,ends with the words written on the screen.,ends with the closing titles in front of the tv.,3
844,27790,anetv_JgAlMwG3fWw,10684,"There are people on personal sailboats and they're holding onto their sails, leaning as far back as they can. A woman wearing a hat, wetsuit and a lifejacket","There are people on personal sailboats and they're holding onto their sails, leaning as far back as they can.","A woman wearing a hat, wetsuit and a lifejacket",gold,"raise hat, walks down the street holding workmen.",is sitting on her sailboat and holding onto her sail and steering.,helps the video grease moving on her right hand.,shirt wears a blue t - shirt.,1
351,39753,anetv_q53Ajkll_kw,12530,The word Ilbo is in a red font and scrolls down on the left hand side of the screen. The camera,The word Ilbo is in a red font and scrolls down on the left hand side of the screen.,The camera,gold,zooms into the woman's fingers.,is pointing to a background of raining first.,shows a closeup of the man standing and smoke brushing the tractor of an inline saxophone.,ends with shots of her play on the lines while there's a young girl sitting next to her with her bow on the sides,0
369,70335,lsmdc1005_Signs-4649,9664,Someone follows his father's gaze and looks out of the doorway at the man. Someone also,Someone follows his father's gaze and looks out of the doorway at the man.,Someone also,gen,leaves with the fur slung around his shoulder.,rides off into the distance.,sees someone crossing the board.,"spins someone 'rifle, ties his feet, and faces them.",1
498,47980,lsmdc3061_SNOW_FLOWER-29842,11191,"Avoiding his gaze, she stops struggling and blinks resignedly. An elderly couple","Avoiding his gaze, she stops struggling and blinks resignedly.",An elderly couple,gen,sits next to a white bus and flipping through the current studio.,observes and someone joins her.,"stands at a zoo, with an older boy hanging her.","strides past the crest, gazing at him with her brow knitted.",1
557,65152,lsmdc1033_Sherlock_Holmes_A_Game_of_Shadows-84663,10387,He holds the lead for a bulldog in his left. He,He holds the lead for a bulldog in his left.,He,gold,steps on and someone lies down with his face in his hands.,shoves his hand into the old man's old container.,removes his jacket from the checked bottle.,has a hand - knitted scarf draped around his neck.,3
903,49590,lsmdc0049_Hannah_and_her_sisters-69040,4978,Someone hangs up the phone. He pants and,Someone hangs up the phone.,He pants and,gold,begins to pace around the room.,aims them at an old man.,takes a hip cap.,hands him the script.,0
936,8861,lsmdc3050_MR_POPPERS_PENGUINS-24238,17662,"He finds someone standing in his open doorway. Drawing closer, he",He finds someone standing in his open doorway.,"Drawing closer, he",gold,watches the gum drop across her wand.,finds himself dreaming inside.,sees someone inside feeding the penguins.,finds someone spreading her nose after him.,2
651,51618,lsmdc1028_No_Reservations-83038,12276,"Someone carries someone through the kitchen. As she reaches the door, she",Someone carries someone through the kitchen.,"As she reaches the door, she",gold,opens the album and locks it in.,turns back to someone with a warm smile.,climbs out into the hall and spots the diadem lying next to her.,slides out a large door railing as an stumble comes out to the floor below.,1
443,27398,lsmdc3087_WE_BOUGHT_A_ZOO-41152,2775,He lowers his shy gaze as she approaches with a basket draped with a napkin. Dried blood,He lowers his shy gaze as she approaches with a basket draped with a napkin.,Dried blood,gold,"stains his skin and back skin, the old man heaves his sleeves.",rims one of his nostrils.,begins to drip between her face.,stains the spot in the 57.,1
406,13,lsmdc1052_Harry_Potter_and_the_order_of_phoenix-95232,8104,Someone tries to release it. Someone,Someone tries to release it.,Someone,gold,is flying a flag high in the air.,is lifted into the air by someone.,wraps the paper around a package which inspects him.,steps out from behind her white inquiring bag.,1
306,62721,lsmdc3001_21_JUMP_STREET-214,6245,As the door starts to open he forces his way in. At the far end of the chemistry classroom someone,As the door starts to open he forces his way in.,At the far end of the chemistry classroom someone,gen,is moving super fast.,stretches out his hand.,locks the parlor door.,sees a stack of papers and hands to him.,0
618,48052,lsmdc1051_Harry_Potter_and_the_goblet_of_fire-7268,2677,They scramble to their feet. Someone,They scramble to their feet.,Someone,gold,"hangs from the donkey, still dangling back under the mechanical limbs.",looks around the moonlit graveyard.,heads to kiss back.,immediately advances for the fighting someone.,1
585,60221,anetv_-L-LiCO1v-s,7643,She dries the dog off with a white towel. A robot,She dries the dog off with a white towel.,A robot,gold,is dancing on the screen.,steps on off the other side of the building.,smokes on the dog's bed as she talks.,scrubs with a knife.,0
473,86,anetv_u3XYsINR-y4,11598,One plays a violin while the others plays the piano. The two,One plays a violin while the others plays the piano.,The two,gen,continue playing with the watch.,teams interact and continue to disperse and joins their other blanches.,play a song together themselves and sings.,continues moving along the set.,3
67,24947,anetv_cinmiQ4tHYk,3355,The man and woman then begin fighting with one another. The woman,The man and woman then begin fighting with one another.,The woman,gen,lifts the bull one by one and runs off directing.,shifts the weight wearing provided.,continues break dancing with the other woman and ends with her doing more and cheer for them.,continues speaking and leads into more shots of people working dancing and posing before a camera.,3
798,21339,lsmdc3072_THE_GIRL_WITH_THE_DRAGON_TATTOO-34373,11282,He rolls on his side and faces someone. She,He rolls on his side and faces someone.,She,gold,"gazes at him, lying on her side.",nods to someone and elbows one of his bearded comrade's shoulders.,gives him an unnerved look.,blinks heavily and sporting a payphone smile.,0
86,14795,lsmdc0021_Rear_Window-58244,9563,Behind him we get vague figure of someone laying a cloth over the card table. A nearer view,Behind him we get vague figure of someone laying a cloth over the card table.,A nearer view,gen,stumbles us the man himself.,shows someone up against a wall when someone's in his head standing african - at - feet on the stairs.,shows people standing and painting the wall with a pencil.,shows someone staring from the ice to a wall as he lets out a blast of smoke.,2
822,28416,lsmdc0014_Ist_das_Leben_nicht_schoen-54677,16417,Someone bangs the receiver down and turns to meet someone's anxious look. He,Someone bangs the receiver down and turns to meet someone's anxious look.,He,gen,pulls out the virtual package and starts talking to the camera.,watches someone approach a door.,stares at the phone.,"looks at someone, who sits up again.",2
617,2597,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6042,"Someone opens an armored case, revealing two rows of metallic objects. She","Someone opens an armored case, revealing two rows of metallic objects.",She,gen,looks at the safe.,replaces the can and lets the shelves drop.,carries one of the bags.,glances upward then spins his hammer.,0
465,11429,anetv_jDL2tRtoxN4,18237,A man is sitting in a bumper car with two children. They,A man is sitting in a bumper car with two children.,They,gold,move closer to the camera's view of the young people riding in the water.,begin to drive the car.,are using the vacuum to clean the windows of a garage.,are shaking the tire of their car and driving.,1
314,27169,lsmdc3047_LIFE_OF_PI-22646,4624,Now sun shines on someone's back through a hole in the canvas. Water calmly,Now sun shines on someone's back through a hole in the canvas.,Water calmly,gold,wipes the shoe and steps to the railing.,kicks the animal into the chamber and returns to the water.,watches the approaching players jump off the boat.,sweeps up over the bench waking him.,3
825,8845,anetv_ByF8Pg3xXNA,12552,He is washing clothes in a bucket in the sink. He,He is washing clothes in a bucket in the sink.,He,gold,takes a long glass.,puts cream over his mouth as he is washing his face.,warms his hands around a sponge and roller dries.,takes a towel out and wrings it out.,3
129,1385,anetv_9uxkazuxmDw,8790,A large group of people are seen running around a field and cheering with one another. Several clips,A large group of people are seen running around a field and cheering with one another.,Several clips,gen,are also shown of the man throwing and throwing the javelin around himself.,are shown of them putting their arms up and running and kicking a ball.,are shown of people kicking and falling onto the line.,are shown of people running around in slow motion carrying sticks.,1
4,41011,lsmdc3016_CHASING_MAVERICKS-6791,14995,Someone throws his arm around her. The grey undulating ocean,Someone throws his arm around her.,The grey undulating ocean,gold,gathers itself up and rolls beneath someone.,"looks up, broken by a towering storm of rains.",glows off the water.,"stands over a waterfall and switches, revealing them and pages flat.",0
542,16239,lsmdc3039_JACK_AND_JILL-2331,5537,"On a tennis court, the sister bounces a ball on the racket. As her brother","On a tennis court, the sister bounces a ball on the racket.",As her brother,gold,grabs a hand and stands down.,"gets away, someone kicks someone up off his face.",flirts with a girl.,"sits, someone kicks her head out.",2
719,57398,anetv_iYdbam6e8cI,18839,People are roller blading down sets of stairs. A person,People are roller blading down sets of stairs.,A person,gold,"bounces on the ground, carrying captions.",walks around the track.,falls into the street.,is pushing the bike's lawn.,2
745,43077,lsmdc0051_Men_in_black-71044,19868,"He smacks the paper down on the hood in front of someone, the pages turned open to a headline in typeface so large one would think it reserved for the Second Coming. The ltd","He smacks the paper down on the hood in front of someone, the pages turned open to a headline in typeface so large one would think it reserved for the Second Coming.",The ltd,gold,is a dust penalty.,sculpture clearly dropped beside someone's display.,"pulls to a stop at the end of the driveway that leads to someone's farmhouse, where the alien ship landed.",moves as still as far.,2
416,71382,anetv_I2w4N_GnyT8,13214,Players are playing a baseball game. A player,Players are playing a baseball game.,A player,gold,sets down the ball.,is on track of another player in front of teams watching the game.,gives another player a high five.,kicks the ball outside a building.,2
713,1672,lsmdc3061_SNOW_FLOWER-30455,18527,"Someone hobbles to the raised bed, her gaze fixed on her estranged laotong. She","Someone hobbles to the raised bed, her gaze fixed on her estranged laotong.",She,gold,stares off and gazes away with a disappointed gaze.,"pauses by someone's feet, then inches closer.","of baton dryers position on one leg, straightens and places her head on the edge of the elevated structure.",stands alone at the ring - covered upper floor.,1
795,29986,lsmdc3085_TRUE_GRIT-40631,15562,Someone holds his rifle upright. Someone and someone,Someone holds his rifle upright.,Someone and someone,gold,torched command on their yacht.,walk past the dead man to someone.,step over onto the flame.,break through the flames and check someone's lifeboat.,1
574,11460,anetv_xKLnBh0zmL4,2985,A man jumps on parallel bars. He,A man jumps on parallel bars.,He,gen,does a couple of flips.,pass the man fast and go.,"spins, throwing and flipping over.",does a gymnastics routine on the uneven bars.,3
453,17420,anetv_Vckc3ZOollk,8794,Card players and the dealer at a table are shown engaging in a game inside the casino. The dealer,Card players and the dealer at a table are shown engaging in a game inside the casino.,The dealer,gold,brings some cards to the dealer.,deals cards to the cards and how to look his cards.,deals cards to each player.,puts the cards in their hands and feet.,2
167,64690,lsmdc3069_THE_BOUNTY_HUNTER-4911,7251,"Later, they search the pick - up together. He","Later, they search the pick - up together.",He,gen,"turns to a waiter, trying to blonde them.","begins to walk down the hallway, hoping through a crowd.",unwraps a jar of chocolate.,"sees it, then faces a building illuminated with flickering light.",3
392,5275,anetv_JcsnMUVBlac,17292,"An empty room, with large blue and black boulders and white steps is shown with a silhouette of a person playing. The camera then","An empty room, with large blue and black boulders and white steps is shown with a silhouette of a person playing.",The camera then,gen,changes to a woman sitting in the corner with video camera.,pans back to the man.,comes for the front is that he is looking down.,"appears to see the other person sitting on it, and holds a text accordion through a dramatic sequence.",1
809,13272,anetv_XLspZ5bof7o,14703,She turns around and grabs a handful of hair. The lady,She turns around and grabs a handful of hair.,The lady,gen,washes her hair and ties the unroll.,continues to brush the dog and does a hair stroke.,nods and proceeds to blow product her hair.,takes the towel away from the window.,0
657,3758,lsmdc3051_NANNY_MCPHEE_RETURNS-25042,13391,"Outside, someone stands on the ladder and peers through a circular opening in the bomb that has louvers like a window shutter. Someone","Outside, someone stands on the ladder and peers through a circular opening in the bomb that has louvers like a window shutter.",Someone,gold,removes the circular vent.,"looks around furtively, finding a tuber - built inn on a garage door.",stares down at the's working quarters.,fires a lot of flaming energy chain in the air.,0
424,25425,lsmdc1035_The_Adjustment_Bureau-85999,17126,"Now at the courthouse, someone faces a petite clerk. Clad in a flowing black halter dress, someone","Now at the courthouse, someone faces a petite clerk.","Clad in a flowing black halter dress, someone",gen,reaches for her bag.,holds up his hands.,switches off a light.,enters the stands suite full of notes.,0
