,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,sent1,sent2,ending0,ending1,ending2,label
431,431,431,431,Lee's pet ran away on him when he opened the door.,What will Lee want to do next?,be more careful with his pets,look for his pets,wanted to leave the house,0
4209,4209,4209,4209,Sasha started a new project and her friends helped her out with it.,What will Sasha want to do next?,turn in the project,buy a boat,show others their skills,0
4195,4195,4195,4195,Robin new either was lying but she couldn't do anything without a search warrant.,What does Robin need to do before this?,ask the judge for a search warrant,move in without a search warrant,get a court order,0
4803,4803,4803,4803,aubrey was hungry so he made a sandwich and ate it.,What will Aubrey want to do next?,stand around doing nothing,eat nothing else,eat another sandwich,1
1441,1441,1441,1441,When Skylar got started eating pie she couldn't possibly stop.,How would Skylar feel afterwards?,felt full,a true lover of pie,"really, really liking pie",1
4861,4861,4861,4861,"Bailey loves playing football, but he didn't make the high school team even though the coach is his father. Bailey has many friends that live in his neighborhood. He decides to try to set up a game with his friends so that he can play football after school.",What does Bailey need to do before this?,pick team captains for each of the teams,tell his father he didn't make the team,play football,2
363,363,363,363,"Robin was dating their partner for a year, so they decided it was time to move in together.",What will Robin want to do next?,yell loudly about their thoughts,talk to their partner about things,get cardboard boxes,2
1645,1645,1645,1645,Jan kissed Skylar's serious boyfriend at the school dance yesterday.,What will happen to Skylar?,give Jan a gift,be accused by Skylar,break up with their boyfriend,2
4703,4703,4703,4703,Robin just moved to town and didn't start school till after the year had begun.,How would you describe Robin?,calm,normal,ketchup on school,1
3043,3043,3043,3043,"Remy was a wonderful artist, she produced an impression of Casey that was just divine.",How would Remy feel afterwards?,felt excited,felt sad,felt guilty,0
4329,4329,4329,4329,Robin was able to go pro after they big win at the golf tournament.,What will Robin want to do next?,play more tournaments,win all of their tournaments,prepare to be a pro,1
1226,1226,1226,1226,Jordan waited for an opportunity to finally tell Lee how they felt.,How would Lee feel as a result?,surprised at Jordan's joke,happy that she finally told them how they felt,flattered at the compliment,1
2817,2817,2817,2817,Bailey bought everything Kendall needed to go on a big trip in the city.,How would Kendall feel as a result?,bored,a generous friend,in awe,2
632,632,632,632,Sasha worked really hard that day and slept all night.,What does Sasha need to do before this?,work hard again,get out of bed,of gotten exhausted,1
627,627,627,627,"After several frustrating nights, Quinn decided to put water in the mechanical machine, and it finally worked after not being usable for six months.",How would Quinn feel afterwards?,was happy the machine was working,was tired,was frustrated that the machine was finally working,0
3866,3866,3866,3866,Kendall mounted Aubrey's house and rushed out of the farm.,What will Aubrey want to do next?,didn't want anyone to see her,ride the horse,catch Kendall,1
3217,3217,3217,3217,Addison donated what money she had to the charity of her choice.,What will happen to Addison?,better about herself,have good emotions,be broke for a bit,2
36,36,36,36,Skylar returned early in the evening after a night and day of partying.,How would you describe Skylar?,a party girl,very shy,exhausted,0
4797,4797,4797,4797,Kai's neighbour won the lottery and bought the most amazing ferrari and Kai coveted their car.,How would you describe Kai?,desperate to get the car,very jealous,quite uncontent,1
2985,2985,2985,2985,Skylar was cleaning up Remy's room because it was a mess.,What will Skylar want to do next?,Ask permission to clean up the room,keep it,Ask permission to enter the room,1
4155,4155,4155,4155,Tracy saw Kai like they were a ghost.  Kai was a soldier and was supposed to be at the war zone.,What will Tracy want to do next?,home,jumped away from Kai,listen to Kai attentively,1
2484,2484,2484,2484,"Jan searched everywhere for it but couldn't find the remote, so he had to get up to change the channel.",How would Jan feel afterwards?,changing the channel,mad,watching TV,1
4336,4336,4336,4336,Sydney worked hard at their presentation they gave to the client. Sydney did an excellent job.,How would you describe Sydney?,did well,old school,innovative,2
1980,1980,1980,1980,Riley had to work hard to fix her garden after a storm uprooted a tree onto her garden.,What will Riley want to do next?,pick fresh vegetables from her garden,wanted to make it look nice,wanted to have flowers,1
2885,2885,2885,2885,"Austin did not want to leave, but the bar was closing, and they had no choice.",What will Austin want to do next?,go home,go to work,find a church that's still open,0
1852,1852,1852,1852,Alex took Cameron on a date to his favorite restaurant in town.,What does Alex need to do before this?,order take out from the restaurant,call a different restaurant ahead of time,go,2
1513,1513,1513,1513,Robin visited their sister after not seeing them for many years due to a change of career and location.,How would Robin feel after seeing them?,disappointed to see their sister,upset to see their sister,excited to see their sister,2
1909,1909,1909,1909,Lee made Carson their wife at the wedding and had a great cake.,What will happen to Carson?,become a good spouse,loved,bored,0
2898,2898,2898,2898,Alex's house had burned down in a fire and was staying in a shelter. Alex needed a new home to feel safe.,How would you describe Alex?,alone,a kind person,scared,2
2110,2110,2110,2110,Cameron lived her dream of skydiving when she went with her friends one day.,How would you describe Cameron?,a dare devil,very satisfied to fulfill their dream,happy to do it with friends,0
251,251,251,251,Quinn's mother was in surgery.  Quinn rushed to the hospital.,What will Quinn want to do next?,Find out which hospital,Drive to the hospital,see how their mother was doing,2
3418,3418,3418,3418,"Taylor's daughter was feeling ill, so Taylor gave them some medicine that will help.",What will Taylor's daughter want to do next?,take the medicine from Taylor,take all of the medicine,be friendly,0
2579,2579,2579,2579,Ash finally fell down after they used the last of their energy to push Dawn to safety.,How would you describe Ash?,resting below,a martyr,taking a breather,1
1941,1941,1941,1941,Austin completed the race successfully after training really hard for the race.,What does Austin need to do before this?,he wanted to be successful,needed to enter the race,needed to do nothing,1
3231,3231,3231,3231,"JAn went to the grocery store and bought a lot of food, but after getting home, Jan didn't feel like cooking.",How would Jan feel afterwards?,someone who doesn't like to do work,Tired,doesn't like cooking,1
3254,3254,3254,3254,austin was a good parent so he told lee he was grounded.,How would you describe Austin?,Regretful for what got him grounded,strict,Upset that he got punished,1
3754,3754,3754,3754,Cameron looked in the fridge but couldn't find anything to eat.,How would Cameron feel afterwards?,full,empty,hungry,2
3474,3474,3474,3474,Aubrey's family got their water from the local well. Aubrey had to fill their jug with water.,What does Aubrey need to do before this?,walk to the well,receive water to their well,help their family,0
398,398,398,398,Austin sent the girl to school to learn what she needed to learn.,How would Others feel as a result?,a good person,interested in her education,Others would think Austin did the right thing,1
2198,2198,2198,2198,Sydney brought Jesse into line after she saw Jesse refused to follow orders.,How would Sydney feel afterwards?,would be angry at Jesse,Remorseful he didn't listen,would be well pleased,0
550,550,550,550,Others knew Bailey was wanted by the police. Bailey drove slowly around town.,What will Others want to do next?,watch Bailey,open the door,avoid the police,2
2291,2291,2291,2291,Jordan gave Robin support when Jordan found out Robin was sick.,What will happen to Robin?,have to go to the doctor,be thanked,get mad at Jordan,0
4751,4751,4751,4751,One day Sasha was working with her friend Aubrey. Sasha asked if Aubry would take Sasha's mom to work because their car was in for repairs.,How would Sasha feel as a result?,reliable,in for repairs,glad to have their mom work with them,0
4753,4753,4753,4753,Jan took advantage of the situation when things got crazy.,What will Jan want to do next?,leave the scene,gain more advantage,come out on top,2
1169,1169,1169,1169,Aubrey got accepted to a college out of state so she had to move soon.,How would you describe Aubrey as a person?,a lazy person,an ambitious person,sad about it,1
1207,1207,1207,1207,"After being called out for failing the test, Casey turned bright red.",How would you describe Casey?,embarrassed,responds to external pressure,ashamed,0
4337,4337,4337,4337,"Kai knew these girls well, having gone to school together for years.",How would Kai feel afterwards?,sociable,the desire to make new friends,a hint of nostalgia,2
